C#CCCC1(CCC(=O)NC(C)CN2CCN(C)CC2)N=N1
C#CCCC1(CCCNC(=O)c2c(C)nsc2NC(=O)OC)N=N1
C#CCCC1(CC(=O)NC(c2ccc(F)cc2)c2ccc(OC)cc2)N=N1
C#CCCC1(CCNC(=O)C2(c3cccc(Cl)c3F)CC2)N=N1
C#CCCC1(CCC(=O)N2CCN(CCC)c3cc(F)ccc32)N=N1
C#CCCC1(CC(=O)Nc2cccnc2N2CCNCC2)N=N1
C#CCCC1(CCC(=O)OC(C)c2nc(-c3ccccc3)cs2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(c3ccccn3)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2nc(C3CCCCO3)cs2)N=N1
C#CCCC1(CCC(=O)NCc2ccc(Br)c(Br)c2)N=N1
C#CCCC1(CCC(=O)N2CCc3c2cccc3S(C)(=O)=O)N=N1
C#CCCC1(CCC(=O)Nc2nc3ccccc3n2Cc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2CCS(=O)(=O)CC2c2ccc(C)o2)N=N1
C#CCCC1(CCNC(=O)C2COc3ccc(F)cc32)N=N1
C#CCCC1(CC(=O)NCC2(C)CC(F)(F)CN2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2ncsn2)N=N1
C#CCCCC1(CCCC(=O)NCCCONC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCC(COC(C)(C)C)CC2)N=N1
C#CCCC1(CCNC(=O)c2nn(C)c(C)c2I)N=N1
C#CCCCC1(CCCC(=O)NCC2CCc3ccccc3C2)N=N1
C#CCCC1(CCCNC(=O)CC2(C(=C)F)CN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCCNC(=O)c2cnc(CNC(=O)OC(C)(C)C)nc2C(F)F)N=N1
C#CCCC1(CC(=O)NCc2ccc(C(=O)OC)o2)N=N1
C#CCCCC1(CCCC(=O)OC(CCSC)C(=O)OC(C)C)N=N1
C#CCCCC1(CCCC(=O)N(C)CC(O)c2ccc(C#N)cc2)N=N1
C#CCCC1(CC(=O)NC(CN2CCc3ccccc3C2)C(C)(C)C)N=N1
C#CCCC1(CCC(=O)N2CCOC(C3(C)CC3)C2)N=N1
C#CCCC1(CCCNC(=O)c2ccc3c(c2)OC(C)(C)C3)N=N1
C#CCCC1(CCNC(=O)c2ccc(C(=O)O)cc2C)N=N1
C#CCCC1(CC(=O)N2CCC[C@@H]3C[C@@]32C(N)=O)N=N1
C#CCCC1(CC(=O)NC(C(=O)OC)c2ccccc2Cl)N=N1
C#CCCCC1(CCCC(=O)N2CC(O)Cc3cccc(C)c32)N=N1
C#CCCC1(CC(=O)Nc2ccc(-n3ccc(C(N)=O)n3)cc2)N=N1
C#CCCCC1(CCCC(=O)NCCc2coc(-c3ccc(C)cc3)n2)N=N1
C#CCCC1(CCNC(=O)CCc2ccccn2)N=N1
C#CCCCC1(CCCC(=O)NCC23CC(C(N)=O)(C2)C2(CN(C(=O)OC(C)(C)C)C2)O3)N=N1
C#CCCC1(CCC(=O)N2CCC(COC3CCNC3)CC2)N=N1
C#CCCC1(CCOC(=O)C2CN(C(=O)OC(C)(C)C)CC23CC3)N=N1
C#CCCC1(CCC(=O)NC(C)c2cc(F)ccc2-n2cccn2)N=N1
C#CCCC1(CCNC(=O)C=Cc2cn(Cc3ccccc3Cl)nc2-c2ccccc2)N=N1
C#CCCC1(CC(=O)Nc2cccc(OCCC(C)C)c2)N=N1
C#CCCC1(CCC(=O)N(C)CCN(C)C)N=N1
C#CCCC1(CCOC(=O)c2cc(S(=O)(=O)N(CC)CC)c[nH]2)N=N1
C#CCCC1(CCC(=O)OCc2cc(C)ns2)N=N1
C#CCCCC1(CCCC(=O)OC2CCCC2C#N)N=N1
C#CCCCC1(CCCC(=O)NCc2nc(C(=O)OCC)n3c2CCCC3)N=N1
C#CCCCC1(CCCC(=O)Nc2ccnc(C)c2C)N=N1
C#CCCC1(CC(=O)NC(Cc2ccc(F)cc2)c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N(C)C2CCCC2C#N)N=N1
C#CCCC1(CCC(=O)NCC[C@@H]2CCCN2)N=N1
C#CCCC1(CCOC(=O)c2cccc(Nc3nccs3)c2)N=N1
C#CCCC1(CC(=O)N(C)c2cccc(Br)c2)N=N1
C#CCCCC1(CCCC(=O)OC2CCC(C)C(C)C2)N=N1
C#CCCC1(CCCNC(=O)c2coc3cc(C)ccc23)N=N1
C#CCCCC1(CCCC(=O)NC(C)C2(C(=O)O)CCOCC2)N=N1
C#CCCC1(CC(=O)OCC(O)(CC)CC)N=N1
C#CCCC1(CCC(=O)Nc2cccc(Oc3ccnc(C(=O)NC)c3)c2)N=N1
C#CCCC1(CCC(=O)Nc2ccnn2Cc2cnn(-c3ccccc3)c2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)Cc2ccc(C(F)(F)F)cc2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(-c3cccc(C(=O)O)c3)c2)N=N1
C#CCCC1(CCC(=O)N(C)Cc2ccc(C(=O)O)cc2)N=N1
C#CCCCC1(CCCC(=O)OC2CN(C(=O)N(C)C)C2)N=N1
C#CCCC1(CCOC(=O)c2cccc(C)c2NC(=O)c2ccco2)N=N1
C#CCCC1(CC(=O)NC(CCC)C(=O)N(C)Cc2cccc(F)c2)N=N1
C#CCCC1(CC(=O)NC2CC3(CCC3)Oc3ccc(Br)cc32)N=N1
C#CCCC1(CC(=O)NCc2nc(CN)cc(=O)[nH]2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(c3ccc(OC)c(F)c3)C2(C)C)N=N1
C#CCCC1(CCOC(=O)Cc2ccc(C)c(Cl)c2)N=N1
C#CCCC1(CC(=O)NC2(C)COc3ccccc32)N=N1
C#CCCC1(CCSCCCN)N=N1
C#CCCC1(CC(=O)N2CCC(C)=C(Br)C2)N=N1
C#CCCC1(CCC(=O)NCCNCCOC)N=N1
C#CCCC1(CC(=O)N2CCNCC3(CC3)C2)N=N1
C#CCCC1(CCNC(=O)c2cc(Br)c(C#N)s2)N=N1
C#CCCCC1(CCCC(=O)NCC(=O)Nc2c(C)cccc2C)N=N1
C#CCCC1(CCNC(=O)C=Cc2cc(Br)c3c(c2)OCCO3)N=N1
C#CCCC1(CCC(=O)NCC(F)(F)Oc2cccc(Br)c2)N=N1
C#CCCC1(CCC(=O)N2CC(COC)(C(=O)OC)C2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)CCC#C)N=N1
C#CCCC1(CCNC(=O)c2cc3c(Cl)c(F)ccc3[nH]2)N=N1
C#CCCC1(CCC(=O)NO[C@@H](C)c2ccncc2)N=N1
C#CCCC1(CCNC(=O)c2cc(CC)cc(C(=O)O)c2)N=N1
C#CCCC1(CCOC(=O)c2ccn3cncc3c2)N=N1
C#CCCC1(CCC(=O)N2C[C@@H]3COC[C@]3(C(=O)N3CCCC3)C2)N=N1
C#CCCC1(CCC(=O)Nc2ncccc2OCCCC#N)N=N1
C#CCCC1(CCC(=O)NCCc2c(C)n[nH]c2C)N=N1
C#CCCC1(CC(=O)N2CCS(=O)(=O)C(C)(C)C2)N=N1
C#CCCC1(CC(=O)Nc2ncc(Cl)s2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cnn(-c3ccc(Cl)cc3)c2C)N=N1
C#CCCCC1(CCCC(=O)N2CCC(C(=O)O)(C(C)C)CC2)N=N1
C#CCCC1(CCC(=O)NCc2nnc(C3CC3)s2)N=N1
C#CCCC1(CCC(=O)N2CCCCC2c2ccc(C#C)cc2)N=N1
C#CCCC1(CCC(=O)N2CC(O)CC23CCS(=O)(=O)CC3)N=N1
C#CCCCC1(CCCC(=O)NC(C(=O)OC(C)(C)C)C(C)O)N=N1
C#CCCC1(CCC(=O)Nc2ccc(OCc3ccncc3)cc2)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(F)(F)F)s2)N=N1
C#CCCC1(CCCNC(=O)C(O)(c2ccccc2)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)NCC2CCOCC2(C)C)N=N1
C#CCCCC1(CCCC(=O)Nc2ccccc2NC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)OCc2nc(-c3cccnc3)no2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnc3n2CCN(C(=O)OC(C)(C)C)C3)N=N1
C#CCCC1(CCCNC(=O)C2COCCN2CC(F)F)N=N1
C#CCCC1(CCNC(=O)C(CCOC)Cc2cccc(Br)c2)N=N1
C#CCCC1(CCC(=O)N(C)CC(=O)NC)N=N1
C#CCCCC1(CCCC(=O)Oc2ccc3c(c2)n(C)c(=O)n3C)N=N1
C#CCCCC1(CCCC(=O)O[C@H](C)c2ccc3c(c2)CCC3)N=N1
C#CCCCC1(CCCC(=O)NC2(C(=O)OC)CCS(=O)(=O)CC2)N=N1
C#CCCC1(CC(=O)N2C[C@H]3C[C@@]3(CO)C2)N=N1
C#CCCC1(CCCNC(=O)Cc2cnc(Cl)cc2C)N=N1
C#CCCC1(CCC(=O)NCc2nc3c(s2)CC(C)CC3)N=N1
C#CCCC1(CCNC(=O)c2cc3cc(C)ccc3nc2C)N=N1
C#CCCC1(CC(=O)NC2CCCN(c3cc(=O)n(C)c(=O)[nH]3)C2)N=N1
C#CCCC1(CCC(=O)N2Cc3cc(Cl)ccc3C[C@H]2C(=O)O)N=N1
C#CCCC1(CCNC(=O)CC(C)N2CCCc3ccccc32)N=N1
C#CCCC1(CC(=O)N2CCC(NC(=O)Nc3cccc4ccccc34)C2)N=N1
C#CCCC1(CCC(=O)N2Cc3ccc(Br)cc3C3(CCC3)C2)N=N1
C#CCCCC1(CCCC(=O)NCc2nc3cc(C)ccc3[nH]2)N=N1
C#CCCC1(CCC(=O)N[C@@H]2CCN[C@H]2C(C)C)N=N1
C#CCCC1(CCSc2ccc(NC(C)=O)cc2)N=N1
C#CCCC1(CCC(=O)N2CCSC23CCC3)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc(-c3ccccc3)cc2)N=N1
C#CCCC1(CCC(=O)NCC2(OC)CCCSC2)N=N1
C#CCCC1(CCCNC(=O)C2(CCC(C)(C)C)CCCCC2)N=N1
C#CCCC1(CC(=O)NNc2cc(Cl)nc(N)n2)N=N1
C#CCCC1(CCC(=O)OCCn2cccn2)N=N1
C#CCCC1(CCNC(=O)c2ccc(C)cc2Sc2ccc(Cl)cc2)N=N1
C#CCCC1(CCOC(=O)C(C)(C)C(=C)C)N=N1
C#CCCC1(CCCNC(=O)C2CCC3CC3C2)N=N1
C#CCCC1(CC(=O)NC2COC3(C2)CN(C(=O)OC(C)(C)C)C3)N=N1
C#CCCC1(CC(=O)OCc2c(CC)cccc2OC)N=N1
C#CCCC1(CC(=O)NCc2cn(C)c3ccccc23)N=N1
C#CCCC1(CCNS(=O)(=O)c2ccc(C)cc2Cl)N=N1
C#CCCC1(CCCNC(=O)CN(CCOC)C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)CC2CCC2(F)F)N=N1
C#CCCC1(CC(=O)N[C@@H]2CC[C@H](C(=O)N3CCCCC3)C2)N=N1
C#CCCC1(CC(=O)N(Cc2cc(Br)ccc2F)C(C)C)N=N1
C#CCCCC1(CCCC(=O)NCC(C)(O)C2CCC2)N=N1
C#CCCC1(CCCNC(=O)C(C)NC(=O)c2cccs2)N=N1
C#CCCC1(CCNC(=O)c2[nH]nc(C3CN(C(=O)OC(C)(C)C)C3)c2I)N=N1
C#CCCC1(CCCNC(=O)c2c(N)ncn2C)N=N1
C#CCCC1(CCCNC(=O)c2cc(F)cc3c(=O)c4cccc(F)c4[nH]c23)N=N1
C#CCCC1(CCC(=O)N2CCCCCCC2c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)NCC2CCCC2N2CCCS2(=O)=O)N=N1
C#CCCC1(CCOC(=O)CCCCOc2ccc(S(C)(=O)=O)cc2)N=N1
C#CCCCC1(CCCC(=O)N2CC(C)(C)C2C2CCN(Cc3ccccc3)CC2)N=N1
C#CCCCC1(CCCC(=O)NC2c3ccccc3CC2C)N=N1
C#CCCC1(CCNC(=O)C(C)(CC(F)(F)F)c2cccc(F)c2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc(C)cc2)N=N1
C#CCCC1(CC(=O)Nc2c(C)cc(Cl)cc2Cl)N=N1
C#CCCC1(CCOC(=O)CC(=O)N(CCCCCC)CCCCCC)N=N1
C#CCCC1(CCNC(=O)CCc2n[nH]c(=O)[nH]c2=O)N=N1
C#CCCC1(CCNC(=O)C(NC(=O)OC(C)(C)C)C2CCOCC2)N=N1
C#CCCC1(CCNC(=O)c2c(-c3cccs3)noc2C)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(S(=O)(=O)C(C)C)cc2)N=N1
C#CCCC1(CCC(=O)N2CCC(c3nc(C)c(C(=O)O)s3)CC2)N=N1
C#CCCC1(CCOC(=O)c2cn(-c3ccccc3Br)nn2)N=N1
C#CCCC1(CCC(=O)NC(C)c2ccnc(C)c2)N=N1
C#CCCC1(CCCNC(=O)COc2cc(F)cc(Cl)c2)N=N1
C#CCCC1(CC(=O)Nc2ccc(Oc3ccncc3)cc2)N=N1
C#CCCCC1(CCCC(=O)N2CCCN(C(=O)Oc3ccccc3)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(Cl)nc2C)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CN3CCC2CC3)N=N1
C#CCCC1(CC(=O)O[C@@H](C)c2nccs2)N=N1
C#CCCC1(CC(=O)N2CCc3ccc(C(=O)OC)cc3C2)N=N1
C#CCCC1(CCNS(=O)(=O)c2c[nH]nc2C2CCC2)N=N1
C#CCCC1(CCCNC(=O)[C@]23CC[C@@H](N=[N+]=[N-])[C@H]2C3)N=N1
C#CCCC1(CCC(=O)N2CCC(CCP(=O)(OC(C)C)OC(C)C)CC2)N=N1
C#CCCC1(CCC(=O)Nc2cccc(NS(=O)(=O)c3ccccc3)c2)N=N1
C#CCCC1(CCC(=O)NCC2(c3c(F)cccc3F)CC2)N=N1
C#CCCC1(CCSc2nnc(COc3ccccc3F)n2CC=C)N=N1
C#CCCC1(CC(=O)N2CCCc3c2ccnc3C(=O)OC)N=N1
C#CCCC1(CCCNC(=O)c2cccnc2SC2CCCC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(CCNC(=O)OC(C)(C)C)cc2)N=N1
C#CCCC1(CCNC(=O)c2cc(Cl)c(C)cn2)N=N1
C#CCCC1(CC(=O)Nc2nccc3sccc23)N=N1
C#CCCC1(CC(=O)N[C@@H](Cc2ccc(C)cc2Cl)C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(c3ncc(C(=O)OC)s3)C2)N=N1
C#CCCC1(CCCNC(=O)c2cc(C)n(CCN)n2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)CCOCc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2ccc(F)cc2OC)N=N1
C#CCCCC1(CCCC(=O)N(Cc2ccccc2)CC(OC)OC)N=N1
C#CCCC1(CC(=O)NCC2(c3ccc(OC)cn3)CCC(F)(F)CC2)N=N1
C#CCCC1(CCCNC(=O)c2cn(C)nc2C2CC2)N=N1
C#CCCC1(CCCNC(=O)c2c3c(nc4ccccc24)C(=Cc2cccs2)CC3)N=N1
C#CCCC1(CCC(=O)N2CCC(c3cccc(OC)c3)CC2)N=N1
C#CCCCC1(CCCC(=O)N(CCO)CCOc2ccccn2)N=N1
C#CCCC1(CC(=O)N2CCN(C(=O)Cc3c[nH]c4ccccc34)CC2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2cc(OC)cc(OC)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(CC(F)F)C[C@H]2C)N=N1
C#CCCC1(CC(=O)N2CCC[C@H]2C2(O)Cc3ccccc3C2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(C)cc2OCC)N=N1
C#CCCC1(CCCNC(=O)C2(O)CCC(C(F)(F)F)CC2)N=N1
C#CCCC1(CCC(=O)N2CCCC(N3CC(C)(C)OC3=O)CC2)N=N1
C#CCCC1(CCC(=O)Nc2cc(C3CCCO3)n[nH]2)N=N1
C#CCCC1(CCNC(=O)c2ccc(S(=O)(=O)Nc3cc([N+](=O)[O-])ccc3OC)cc2)N=N1
C#CCCC1(CCNC(=O)CCCCN2CCCC2)N=N1
C#CCCC1(CCC(=O)N(CCOc2cccc(Br)c2)CC2CCCS2)N=N1
C#CCCC1(CC(=O)O[C@@H](C)c2c(Cl)ccc(F)c2Cl)N=N1
C#CCCC1(CC(=O)Nc2cc(C(=O)NC)n[nH]2)N=N1
C#CCCCC1(CCCC(=O)C(C#N)C(=O)NC(C)C)N=N1
C#CCCC1(CCNC(=O)Cn2cccn2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(C(=O)NC3CCCCC3)CC2)N=N1
C#CCCCC1(CCCC(=O)NCC23CC(C2)C(C)(C)O3)N=N1
C#CCCC1(CC(=O)N2CCc3c(F)cc(F)cc3C2C)N=N1
C#CCCC1(CCCNC(=O)c2cc3c(cc2Cl)NC(=O)CO3)N=N1
C#CCCC1(CC(=O)N(C)Cc2ccc(N(C)C)nc2)N=N1
C#CCCC1(CCC(=O)N2CCN(c3ccc(C(=O)OCC)cn3)CC2)N=N1
C#CCCC1(CCCNC(=O)C23CCC(C)(CN2C(=O)OC(C)(C)C)C3)N=N1
C#CCCCC1(CCCC(=O)C(C#N)C(=O)NCc2ccccc2C)N=N1
C#CCCC1(CCC(=O)N2CCN(c3ccc(Cl)cc3C#N)CC2)N=N1
C#CCCCC1(CCCC(=O)N(Cc2cc(OC)ccc2OC)C(C)(C)C)N=N1
C#CCCC1(CCC(=O)N2CC3CCC3(C)C2)N=N1
C#CCCC1(CC(=O)Nc2ccc(Cl)cc2C(C)C)N=N1
C#CCCC1(CCSc2nnc(-c3ccc(OC)cc3)n2C)N=N1
C#CCCC1(CCC(=O)NC[C@H]2CCC(=O)N2)N=N1
C#CCCC1(CC(=O)N2CCN(CCOC(C)(C)C)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnccc2NC(C)C)N=N1
C#CCCC1(CCNC(=O)C(CC)(CC)OC)N=N1
C#CCCC1(CCNC(=O)C2(C(C)(C)O)CC2)N=N1
C#CCCC1(CC(=O)NCc2ccc(Oc3ccc(F)cc3)nc2)N=N1
C#CCCCC1(CCCC(=O)NCc2cc(C)c(C(=O)O)o2)N=N1
C#CCCC1(CC(=O)N[C@@H]2C[C@H](C(=O)O)C[C@@H]2O)N=N1
C#CCCC1(CCNC(=O)C2CCNC(=O)CC2)N=N1
C#CCCC1(CCC(=O)NCC(=O)Nc2ccc(-n3cccn3)cc2)N=N1
