C#CCCC1(CC(=O)NS(=O)(=O)c2ccco2)N=N1
C#CCCC1(CC(=O)NCCOc2cccc(C(F)(F)F)n2)N=N1
C#CCCC1(CC(=O)N2CCCC(OCCO)C2)N=N1
C#CCCCC1(CCCC(=O)NCCc2ncc(F)cc2F)N=N1
C#CCCC1(CCC(=O)NC2CCN(c3ccn(C)n3)C2=O)N=N1
C#CCCC1(CCC(=O)N[C@@H](Cc2ccc(C#C)cc2)C(=O)OC)N=N1
C#CCCC1(CCNC(=O)c2cc(-c3ccccc3)nc3c2cnn3C(C)C)N=N1
C#CCCC1(CCC(=O)N2CCN(S(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)N=N1
C#CCCC1(CC(=O)N[C@@H](C#N)CC)N=N1
C#CCCC1(CCNS(=O)(=O)CC2Cc3ccccc3C2)N=N1
C#CCCCC1(CCCC(=O)N2Cc3nncn3C(C)C2)N=N1
C#CCCCC1(CCCC(=O)NC(C(C)C)C(F)(F)C(=O)OC)N=N1
C#CCCC1(CCCNC(=O)Cc2c(F)ccc(F)c2Br)N=N1
C#CCCC1(CC(=O)N2CCC23CCCC3)N=N1
C#CCCC1(CCCNC(=O)CCCc2ccccc2Cl)N=N1
C#CCCC1(CCNC(=O)c2cn(-c3ccccc3)nc2C)N=N1
C#CCCCC1(CCCC(=O)NCCn2cnc(C#N)n2)N=N1
C#CCCC1(CCOC(=O)c2ccnn2CCC(F)(F)F)N=N1
C#CCCC1(CCC(=O)N2CC(C)Oc3ccc(Br)cc32)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(OC(C)(C)C(F)(F)F)cc2)N=N1
C#CCCC1(CC(=O)Nc2cccc(C3OCCO3)c2)N=N1
C#CCCC1(CCNC(=O)[C@@]2(NC(=O)OC(C)(C)C)C[C@@H](O)C23CCC3)N=N1
C#CCCCC1(CCCC(=O)NNC(=O)C(CO)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)Nc2cnnn2CC)N=N1
C#CCCCC1(CCCC(=O)N2CCOCC2CC(=O)O)N=N1
C#CCCC1(CCNC(=O)c2cc(Cl)c3ncccc3c2F)N=N1
C#CCCC1(CCCNC(=O)c2csc(COC)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(OC)(c3nccn3C)C2)N=N1
C#CCCC1(CCCNC(=O)c2cccc(OCc3cccnc3)c2)N=N1
C#CCCC1(CCCNC(=O)C[C@H]2C[C@@H](N)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3sc(C(=O)O)c(C)c3c2)N=N1
C#CCCC1(CCOC(=O)C(C)(C)N2C(=O)c3ccccc3C2=O)N=N1
C#CCCC1(CCC(=O)N2CCC(F)(F)CC2C)N=N1
C#CCCC1(CCCNC(=O)C=CC(=O)N(C)C)N=N1
C#CCCC1(CCCNC(=O)[C@H]2C[C@@H]3CC[C@H]2CC3(F)F)N=N1
C#CCCC1(CCC(=O)NCc2ccc(OC)cn2)N=N1
C#CCCC1(CCCNC(=O)C2(C)CCN(c3ccc(Cl)cc3C#N)CC2)N=N1
C#CCCC1(CC(=O)NC(C)c2c(F)cccc2OC)N=N1
C#CCCCC1(CCCC(=O)N2CC(C)OC3(C2)CN(C(=O)OC(C)(C)C)C3)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cc(F)cc(C(=O)OCC)c2)N=N1
C#CCCC1(CCC(=O)NC(C)C2(O)CCNCC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(O)cc2C(=O)O)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(CNC(=O)C(F)(F)F)C2)N=N1
C#CCCC1(CC(=O)NC(C)c2cc(F)c(F)c(F)c2)N=N1
C#CCCC1(CC(=O)NCCOc2ccc(C(=O)O)cc2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(F)c(C(=O)CC)c2)N=N1
C#CCCC1(CCC(=O)NCC2CCN2C2CCOCC2)N=N1
C#CCCC1(CC(=O)OCC2(c3ccccc3Br)CC2)N=N1
C#CCCC1(CCOC(=O)c2c(C)nn3c2CCCC3)N=N1
C#CCCC1(CCSc2nc3scc(-c4ccc(F)cc4)c3c(=O)n2CC=C)N=N1
C#CCCC1(CCC(=O)NCC(C(=O)OC)c2ccc(C)cc2)N=N1
C#CCCC1(CCC(=O)NCC2CCOCC2(C)C)N=N1
C#CCCC1(CCOC(=O)[C@@H]2C[C@H]2c2ccnn2CC(C)C)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)N=N1
C#CCCC1(CCNC(=O)c2c(-c3ccccn3)noc2C)N=N1
C#CCCC1(CC(=O)Nc2ccc(-c3ccccc3C)cc2)N=N1
C#CCCC1(CCC(=O)NCCOc2ccc(NS(C)(=O)=O)cc2)N=N1
C#CCCC1(CCNC(=O)C2CC(=O)N(c3cccc(Br)c3)C2)N=N1
C#CCCCC1(CCCC(=O)NCCCc2nc[nH]n2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(S(N)(=O)=O)cc2OC)N=N1
C#CCCC1(CCNC(=O)c2cc3ccccc3cc2C)N=N1
C#CCCCC1(CCCC(=O)NC2(CCO)CN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(c3cccc4cnccc34)CC2C)N=N1
C#CCCC1(CCNC(=O)c2cccc(-n3ccnn3)c2)N=N1
C#CCCC1(CC(=O)NC(C)(C)Cc2ccc(C)cc2)N=N1
C#CCCCC1(CCCC(=O)N2O[C@@H]3CC[C@H]2[C@@H](O)[C@H]3O)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc([N+](=O)[O-])cc2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccccc2OCCOC)N=N1
C#CCCC1(CCCNC(=O)N2CCC(CC)CC2)N=N1
C#CCCC1(CC(=O)Oc2ccc(C)c(C)c2)N=N1
C#CCCC1(CCC(=O)NC(C)c2nc(Cc3ccccc3)no2)N=N1
C#CCCC1(CCCNC(=O)CC(NC(=O)c2ccccc2)c2ccccc2)N=N1
C#CCCC1(CC(=O)NC2CCN(C3CCCC3)C2)N=N1
C#CCCC1(CC(=O)OCCCCCCCc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2CCC[C@H]2COc2ccc(F)cc2)N=N1
C#CCCC1(CCOC(=O)C(Cc2cnn(C)c2)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)OC2CN(C(C)=O)C2)N=N1
C#CCCC1(CCC(=O)NCCc2nc3c(-c4cccnc4)cccc3[nH]2)N=N1
C#CCCC1(CCCNC(=O)Cn2nnc(-c3ccc(OC)c(OC)c3)n2)N=N1
C#CCCCC1(CCCC(=O)N(Cc2ccccc2)OC)N=N1
C#CCCC1(CCNC(=O)c2nn(-c3ccccc3)cc2C)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(CNC(=O)C(C)C)C2)N=N1
C#CCCC1(CC(=O)N2CCN(C)CC2(C)C)N=N1
C#CCCC1(CC(=O)N2C[C@H]3CCC[C@H]3[C@H]2C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)N2CCN(C(C#C)C3CC3)CC2)N=N1
C#CCCCC1(CCCC(=O)NCC(=O)c2cccc(F)c2F)N=N1
C#CCCC1(CCC(=O)NCC[C@H]2CCCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCC(=O)Nc2cccc3c2CN(CC(C)C)C3)N=N1
C#CCCCC1(CCCC(=O)N2C[C@H]3CC[C@@H](O)[C@H]3C2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CCN(C(=O)N(C)C)C2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(Cl)c(SC(=O)N(C)C)c2)N=N1
C#CCCC1(CCC(=O)NCC2CCN(Cc3ccccc3F)CC2)N=N1
C#CCCCC1(CCCC(=O)NCc2c(C)nn(Cc3ccccc3)c2C)N=N1
C#CCCC1(CCCNC(=O)CN2CCN(CC)CC2)N=N1
C#CCCC1(CC(=O)NC2c3ccccc3CC23CCCC3)N=N1
C#CCCC1(CCC(=O)Nc2cc3c(c(C(=O)OC)c2)Oc2ccccc2O3)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)CCOCc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)OCCc2cccc(Br)c2)N=N1
C#CCCC1(CCCNC(=O)CC2(C=C)CCNCC2)N=N1
C#CCCC1(CCCNC(=O)C(C)=CCNC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)C(CCCCN)CC(F)(F)F)N=N1
C#CCCC1(CCC(=O)NC[C@]2(O)C[C@H](C(=O)O)C2)N=N1
C#CCCC1(CCC(=O)Nc2cncc(OC(C)C)n2)N=N1
C#CCCC1(CCCNC(=O)OC2CC2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)C(C)CC(C)C)N=N1
C#CCCC1(CCC(=O)NNc2cc(F)cc(F)c2F)N=N1
C#CCCC1(CCNC(=O)C=Cc2ccc(NC(C)=O)cc2)N=N1
C#CCCC1(CCNC(=O)[C@@H]2C[C@H]2C2CCC(NC(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CCC(=O)NCC(C)(O)C2CCC(CC)CC2)N=N1
C#CCCC1(CCNC(=O)c2cc(CC(C)C)c[nH]2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC2(C)C2CCC2)N=N1
C#CCCC1(CC(=O)NC2(c3noc(C)n3)CCCCC2)N=N1
C#CCCC1(CCNC(=O)[C@@H](N)Cc2ccc(OC)nc2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(-c3ccc(OC)cc3)cc2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(NC(=O)COc3ccccc3OC)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(O)(Cc3ccccc3C)CC2)N=N1
C#CCCCC1(CCCC(=O)OCc2nc(-c3ccccc3)cs2)N=N1
C#CCCC1(CCC(=O)Nc2nc3c(s2)CCCC3)N=N1
C#CCCCC1(CCCC(=O)N(C)[C@@H](C)c2ccccc2Cl)N=N1
C#CCCC1(CCC(=O)N2CCCC2CSc2ccc(Br)cc2)N=N1
C#CCCC1(CCNC(=O)c2cc(CC(C)C)n[nH]2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(Oc3ccc(S(N)(=O)=O)cc3)cc2)N=N1
C#CCCC1(CCNC(=O)c2cc(C)n(-c3nc(C)cc(C)n3)n2)N=N1
C#CCCCC1(CCCC(=O)N(CCCO)C2CCC2)N=N1
C#CCCC1(CCC(=O)NCCC(O)c2ccc(Br)cc2)N=N1
C#CCCC1(CCCNC(=O)C2C[C@@H]3CC[C@@H]3C2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)CC2CCC(F)(F)CC2)N=N1
C#CCCC1(CCOC(=O)c2ccc(Cl)cc2SCC)N=N1
C#CCCC1(CCC(=O)OCc2cccc(OC(F)F)c2)N=N1
C#CCCC1(CCOC(=O)CCC(=O)c2cc(C)ccc2C)N=N1
C#CCCC1(CCNC(=O)C(C#N)=Cc2cc(C)n(-c3ccccc3C)c2C)N=N1
C#CCCC1(CC(=O)N2CC3CC(F)(C3)C2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(CCC(=O)O)nc2)N=N1
C#CCCC1(CCNC(=O)Cc2ccc(-n3cccn3)cc2)N=N1
C#CCCC1(CCC(=O)NCC2(NC(=O)OC(C)(C)C)CCN(Cc3ccccc3)CC2)N=N1
C#CCCC1(CC(=O)N2CCC3C2C3C(F)(F)F)N=N1
C#CCCC1(CCC(=O)N2C[C@@H]3C[C@H]2[C@@H]3C(=O)OC)N=N1
C#CCCC1(CCNC(=O)CC2C(=O)Nc3ccc(F)cc32)N=N1
C#CCCC1(CCC(=O)NCC2(OC)CCCC2)N=N1
C#CCCC1(CCC(=O)NCC2(c3cccc(OC)c3)CCCC2)N=N1
C#CCCC1(CCC(=O)N2C(C)CCC(C(N)=O)C2C)N=N1
C#CCCC1(CCNC(=O)C(C)(C)c2ccc(OC(F)(F)F)cc2)N=N1
C#CCCC1(CCC(=O)NC[C@]23COC[C@H]2C3(F)F)N=N1
C#CCCC1(CCOC(=O)c2ccc(Sc3nc(C)cs3)c([N+](=O)[O-])c2)N=N1
C#CCCC1(CC(=O)N2CCC23CCS(=O)(=O)C3)N=N1
C#CCCC1(CCNS(=O)(=O)c2ccc(OC)cc2CC(=O)OC)N=N1
C#CCCC1(CCC(=O)Nc2c(Br)cccc2OC)N=N1
C#CCCCC1(CCCC(=O)NC(CCC)C2CCCCC2)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2cccc(N3CCCC3)c2)N=N1
C#CCCCC1(CCCC(=O)N2CC(C(=O)OC)CCC2C(=O)OC)N=N1
C#CCCC1(CCC(=O)N2CCOCC2CC2CCCC2)N=N1
C#CCCC1(CCNC(=O)C(C)OCCOCC)N=N1
C#CCCCC1(CCCC(=O)NCC2(C)CCCC(C)(C)C2)N=N1
C#CCCC1(CCCNC(=O)C(C)C)N=N1
C#CCCC1(CC(=O)Nc2ccc(CC(=O)N3CCN(c4ccccc4)CC3)cc2)N=N1
C#CCCC1(CCC(=O)NCCc2nc(Cl)sc2Cl)N=N1
C#CCCC1(CCC(=O)N2CCC3(CC2)CN(CC(=O)OC(C)(C)C)C(=O)O3)N=N1
C#CCCC1(CC(=O)N2CCCCC(CNC(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)N2C3CCC2CC3)N=N1
C#CCCC1(CCNC(=O)c2ccc(CO)s2)N=N1
C#CCCC1(CC(=O)Nc2ccc(OC)cc2C(=O)NC2CC2)N=N1
C#CCCC1(CC(=O)NCc2cc3c(s2)CCC(C)(C)C3)N=N1
C#CCCC1(CCCNC(=O)C2CCC(=O)N(c3ccc(OC)cc3)C2c2ccc(OC)c(OC)c2)N=N1
C#CCCC1(CCCNC(=O)c2cc(Cl)c(OC(C)C)c(OC)c2)N=N1
C#CCCC1(CC(=O)NCC(C(=O)O)C2C3CC4CC(C3)CC2C4)N=N1
C#CCCC1(CC(=O)N2CCc3ccc(Br)cc3CC2)N=N1
C#CCCC1(CCNS(=O)(=O)c2cccc(C(F)(F)CC(F)(F)F)c2)N=N1
C#CCCC1(CCCNC(=O)c2cccc(Sc3ccc(Cl)cc3)c2[N+](=O)[O-])N=N1
C#CCCC1(CCC(=O)N(C)Cc2nc(-c3ccccc3)no2)N=N1
C#CCCC1(CC(=O)N2CCCc3[nH]c4ccc(F)cc4c3C2)N=N1
C#CCCC1(CCCNC(=O)C=Cc2ccc3ccc(Cl)cc3n2)N=N1
C#CCCC1(CC(=O)NC2CCCC2C(=O)OC)N=N1
C#CCCC1(CCC(=O)NCCc2cc(Br)cc(OC)c2)N=N1
C#CCCCC1(CCCC(=O)OCc2ccc(OC3CCOCC3)nc2)N=N1
C#CCCC1(CCNC(=O)c2sccc2OC)N=N1
C#CCCC1(CC(=O)Nc2cccnc2N(C)C)N=N1
C#CCCC1(CCC(=O)N2C(C)CCCC2C2CC2)N=N1
C#CCCC1(CC(=O)Nc2ccc(OCc3cccc(Cl)c3)cc2C)N=N1
C#CCCC1(CCCNC(=O)c2cc(=O)c3c(C)nn(C)c3[nH]2)N=N1
C#CCCC1(CCNC(=O)C2CC(=O)N(CC)C2)N=N1
C#CCCC1(CC(=O)OC[C@H]2CNC(=O)N2)N=N1
C#CCCC1(CC(=O)N(Cc2ccccc2OC)C2CC2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(C3CCCCN3C(=O)OC(C)(C)C)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ncc(CC3CCCO3)s2)N=N1
C#CCCCC1(CCCC(=O)N(CCNC(=O)OC(C)(C)C)OC)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(C(=O)NC)n[nH]2)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(C)(C)S(C)(=O)=O)cc2)N=N1
C#CCCC1(CC(=O)Nc2cncc3c(Cl)cccc23)N=N1
C#CCCC1(CCC(=O)NC2CCCC(CC(N)=O)C2)N=N1
C#CCCC1(CC(=O)NCc2csc(COC)n2)N=N1
C#CCCCC1(CCCC(=O)NC2CC(CNC(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCCNC(=O)c2[nH]nc(C3CC3)c2Cl)N=N1
C#CCCC1(CC(=O)OC(C)c2ccnc(Cl)c2)N=N1
C#CCCC1(CC(=O)Nc2cccc(OC(F)F)n2)N=N1
C#CCCC1(CC(=O)NCCc2c[nH]c3cccc(OC)c23)N=N1
C#CCCC1(CCC(=O)NCc2ccncc2OC)N=N1
C#CCCC1(CC(=O)NC[C@@H]2C[C@H](F)CN2Cc2csc(C)n2)N=N1
C#CCCC1(CC(=O)NC2CN(C)C3(CCOCC3)C2)N=N1
C#CCCC1(CC(=O)OCc2ccccc2C(F)(F)F)N=N1
C#CCCC1(CCC(=O)N2CC3CCCS(=O)(=O)C3(C(F)(F)F)C2)N=N1
