C#CCCCC1(CCCC(=O)NC(C(=O)O)C(C)O)N=N1
C#CCCC1(CCC(=O)OC2CCN(C(=O)CC)C2)N=N1
C#CCCC1(CCC(=O)NC2CCCN(Cc3noc(C4CC4)n3)C2)N=N1
C#CCCC1(CC(=O)NNc2ccc(S(=O)(=O)C(F)(F)F)cc2)N=N1
C#CCCC1(CC(=O)NCCC2CS(=O)(=O)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCC[C@H]2C(=O)N2CCN(C(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CC(=O)N2CCCc3cc(CCCN)ccc32)N=N1
C#CCCC1(CCC(=O)OCc2cccc(SCCC)c2)N=N1
C#CCCC1(CCC(=O)N[C@@H](CO)C(C)C)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc(C3OCCO3)cc2)N=N1
C#CCCCC1(CCCC(=O)OC2CCCN(Cc3ccc(Cl)c(Cl)c3)C2)N=N1
C#CCCC1(CCC(=O)Nc2nc3cc(C(F)(F)F)ccc3n2Cc2ccco2)N=N1
C#CCCC1(CCC(=O)N(C(C)c2ccccc2F)C(CO)C(C)C)N=N1
C#CCCC1(CC(=O)NCCNC(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)N[C@@H](c2ccccc2)[C@H](O)c2ccccc2)N=N1
C#CCCC1(CCOC(=O)c2cnn(-c3ccc(F)cc3)c2CCC)N=N1
C#CCCCC1(CCCC(=O)NCCn2cnc3ccccc32)N=N1
C#CCCC1(CCCNC(=O)C(CC)OC2CCCC2)N=N1
C#CCCCC1(CCCC(=O)NCCSC)N=N1
C#CCCC1(CCC(=O)N2CC3CC(CN)(C(=O)OC)CC3C2)N=N1
C#CCCC1(CCC(=O)O[C@@H]2C[C@H](C)S(=O)(=O)c3sccc32)N=N1
C#CCCC1(CC(=O)N(Cc2ccncc2F)CC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCCC2c2ccc(F)c(F)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCn3c(C(F)(F)F)nc(C4CCN(C)CC4)c3C2)N=N1
C#CCCC1(CCCNC(=O)c2cc3c(OC)ccc(Br)c3[nH]2)N=N1
C#CCCCC1(CCCC(=O)NCCOC2(C)CCC2)N=N1
C#CCCC1(CCCNC(=O)C2=NOC3(CCNCC3)C2)N=N1
C#CCCC1(CC(=O)NC2C(=O)Nc3cc(OC)ccc32)N=N1
C#CCCC1(CCOC(=O)c2ccc(C3=CCOCC3)cc2)N=N1
C#CCCC1(CCNC(=O)[C@@H]2CCO[C@H]2CC)N=N1
C#CCCCC1(CCCC(=O)NNC(=O)c2ccc(=O)n(C)c2)N=N1
C#CCCC1(CC(=O)N2CCN(C(=O)C(C)O)CC2)N=N1
C#CCCC1(CC(=O)NC(C)(C)C2CCC2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2ccc(OCC)cc2)N=N1
C#CCCC1(CC(=O)Nc2ccn(C3CCN(C(=O)OC(C)(C)C)C3)n2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2cc(Cl)ccc2Br)N=N1
C#CCCC1(CCNC(=O)CNS(=O)(=O)c2ccc(C)c(C)c2)N=N1
C#CCCC1(CC(=O)NCc2csc(C(C)(C)C)c2)N=N1
C#CCCC1(CCC(=O)NCC2(c3ncccc3C)CC2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(OC)c(S(C)(=O)=O)c2)N=N1
C#CCCC1(CC(=O)N2CCN(Cc3ccc(C)cc3F)CC2)N=N1
C#CCCCC1(CCCC(=O)NNc2ccncc2Cl)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(Cn3cncn3)cc2)N=N1
C#CCCC1(CCC(=O)C(C#N)C(=O)Nc2ccc(C(=O)OCC)cc2)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CC[C@]3(CC2)CN(C(=O)OC(C)(C)C)CCO3)N=N1
C#CCCC1(CC(=O)NC2(C3CCCC3)CC2)N=N1
C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)N(C)C)c2)N=N1
C#CCCC1(CC(=O)N[C@@H]2CCO[C@H]2C2CCNCC2)N=N1
C#CCCC1(CCOC(=O)CN2CCC(NC(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CCC(=O)OCCCCc2ccc(Cl)c(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2nnc(SC(C)C(=O)OC)s2)N=N1
C#CCCC1(CC(=O)NC(C)[C@@H]2C[C@H]2C(=O)OC)N=N1
C#CCCC1(CCC(=O)N(C)CC(C)(C)CCO)N=N1
C#CCCC1(CCNC(=O)CSc2nccn2-c2cccc(Cl)c2C)N=N1
C#CCCC1(CC(=O)NCC(C)(C)N2CCC(OC)CC2)N=N1
C#CCCC1(CCNC(=O)c2oc(CNC(=O)OC(C)(C)C)cc2C)N=N1
C#CCCC1(CCC(=O)NCCc2nc(N(C)C)no2)N=N1
C#CCCC1(CC(=O)N2C[C@H]3OCCC[C@@]3(COC)C2)N=N1
C#CCCC1(CCC(=O)N2CC(c3cncn3C)C2)N=N1
C#CCCC1(CCC(=O)NCC2CCCN2Cc2ccc(I)cc2)N=N1
C#CCCCC1(CCCC(=O)N[C@H](CC(=O)OC)c2ccccc2C)N=N1
C#CCCCC1(CCCC(=O)N[C@H](CO)[C@@H](C)O)N=N1
C#CCCCC1(CCCC(=O)NCc2nn(C)nc2C)N=N1
C#CCCC1(CCNC(=O)C2CCN(Cc3nc4ccccc4[nH]3)CC2)N=N1
C#CCCC1(CCC(=O)N2CCCc3c2cc(C)c(C)c3C)N=N1
C#CCCC1(CCOC(=O)c2cc(C(=O)OC(C)(C)C)n(-c3ccccc3)n2)N=N1
C#CCCC1(CC(=O)N2CC3(CC3)C[C@H]2C(=O)OCc2ccccc2)N=N1
C#CCCC1(CCNS(=O)(=O)C[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)N=N1
C#CCCC1(CC(=O)Nc2ccc(-c3n[nH]c(CNC(=O)OC(C)(C)C)n3)cc2)N=N1
C#CCCCC1(CCCC(=O)NC2c3ccc(C(=O)OC)cc3CC2(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCCN(CC(=O)NC(C)C)CC2)N=N1
C#CCCC1(CCOC(=O)CCC(C)=O)N=N1
C#CCCC1(CCC(=O)NC(c2cccc(OC)n2)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)NNC(=O)c2ccc(C(F)(F)F)cc2)N=N1
C#CCCCC1(CCCC(=O)OC(CC)c2cc(OC)cc(OC)c2)N=N1
C#CCCC1(CC(=O)NNC(=O)COC)N=N1
C#CCCC1(CCC(=O)N2CCc3c(ncn3CCc3ccccc3)C2)N=N1
C#CCCC1(CC(=O)N(CC(=O)OCC)CC2CCCO2)N=N1
C#CCCC1(CCC(=O)N2CCN(C(C)(C)CF)CC2)N=N1
C#CCCC1(CCCNC(=O)C2CCN(C(C)=O)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(F)(CC)C2)N=N1
C#CCCCC1(CCCC(=O)N2C(C)CCC2C)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2ccccc2N(C)C)N=N1
C#CCCCC1(CCCC(=O)NC(c2ccc(CC(C)C)cc2)C(C)C)N=N1
C#CCCC1(CC(=O)N2CCC(N3CC(C(=O)OC(C)(C)C)CC3=O)CC2)N=N1
C#CCCCC1(CCCC(=O)N2CC(c3c(C)cnn3C)C2)N=N1
C#CCCC1(CC(=O)Nc2cccc(S(=O)(=O)NCC(=O)OC)c2)N=N1
C#CCCCC1(CCCC(=O)NC(C)Cn2cnnc2)N=N1
C#CCCC1(CCOC(=O)c2ccc(C3CCOC3)cc2)N=N1
C#CCCC1(CCNC(=O)CC(NC(=O)OC(C)(C)C)c2ccc(F)cc2F)N=N1
C#CCCC1(CCNC(=O)[C@@H]2C[C@@H](F)C(=O)N2C)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2ccc(NC(C)=O)cc2)N=N1
C#CCCCC1(CCCC(=O)NC2(C(=O)NCC)CC2)N=N1
C#CCCC1(CCC(=O)NC(COc2ccccc2)c2ccc(F)c(C(F)(F)F)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(CNC)C2)N=N1
C#CCCCC1(CCCC(=O)OCC2CC3(CCCC3)CO2)N=N1
C#CCCC1(CCOC(=O)c2cnc(-c3c(Cl)cccc3Cl)s2)N=N1
C#CCCCC1(CCCC(=O)NC[C@@H]2CCO[C@H]2C(C)(C)C)N=N1
C#CCCC1(CC(=O)OCc2noc(CC)n2)N=N1
C#CCCC1(CC(=O)N2C[C@@H](N)[C@H](c3cnn(C)c3)C2)N=N1
C#CCCC1(CCNC(=O)c2ccn3c2CS(=O)(=O)CC3)N=N1
C#CCCC1(CCCNC(=O)[C@H]2CCOC[C@H]2NC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CC3C4CCC(C3C2)N(C(=O)C(F)(F)F)C4)N=N1
C#CCCC1(CCNC(=O)[C@@H](Cc2ccccc2)N(C)C)N=N1
C#CCCC1(CCNC(=O)c2cc(F)c(Br)c(F)c2)N=N1
C#CCCC1(CC(=O)O[C@H]2CON(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCC(=O)N2CCOC(C(F)F)C2)N=N1
C#CCCC1(CCNC(=O)CSc2nccn2-c2ccc(C)c(C)c2)N=N1
C#CCCCC1(CCCC(=O)NOCC(C)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCOC(=O)C2CC(=O)N(OCc3ccccc3)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2ncc(Cl)cc2O)N=N1
C#CCCCC1(CCCC(=O)NC2(CCOC)CCNC2)N=N1
C#CCCC1(CCCNC(=O)c2c(Cl)cccc2SC2CCCC2)N=N1
C#CCCC1(CC(=O)NCc2csc(C(F)(F)F)c2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(C(F)(F)F)c(Cl)c2)N=N1
C#CCCC1(CC(=O)N2CCCC(Cc3ncccn3)C2)N=N1
C#CCCC1(CCNC(=O)c2cnc3c(c2)c(C)nn3-c2ccc(F)cc2)N=N1
C#CCCC1(CCC(=O)NCc2cn(C)nc2NC(=O)CCC2(CCC#C)N=N2)N=N1
C#CCCC1(CC(=O)Nc2cn(C(C)C)nc2Br)N=N1
C#CCCC1(CC(=O)Nc2nc(C34CC5CC(CC(C5)C3)C4)cs2)N=N1
C#CCCCC1(CCCC(=O)N2CCSC2c2ccco2)N=N1
C#CCCCC1(CCCC(=O)NCCCn2ccnc2C)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc3c2CCN3C)N=N1
C#CCCC1(CCCNC(=O)C(=C)C)N=N1
C#CCCC1(CC(=O)N[C@]2(c3c(F)cccc3F)C[C@H](O)C2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)Cc2cccc(Br)c2C)N=N1
C#CCCC1(CCOC(=O)c2cccc(N3CCNC3=O)c2C)N=N1
C#CCCC1(CCOC(=O)[C@]2(C)CN(C(=O)OC(C)(C)C)C[C@H]2C)N=N1
C#CCCC1(CCC(=O)Nc2ccc(NC(=O)COC)cc2)N=N1
C#CCCC1(CCC(=O)N[C@H]2CCO[C@H](C(=O)O)C2)N=N1
C#CCCCC1(CCCC(=O)OC2CC(C3CCC3)C2)N=N1
C#CCCC1(CC(=O)Nc2cc(S(=O)(=O)N(C)C(C)C)ccc2C)N=N1
C#CCCC1(CCC(=O)N(Cc2ccccn2)Cc2ccccc2C)N=N1
C#CCCC1(CC(=O)N2CCC23CNC3)N=N1
C#CCCCC1(CCCC(=O)N2C[C@H](C)[C@@](O)(c3ccccc3)[C@H](C)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3)N=N1
C#CCCC1(CCCNC(=O)c2cccc3c(C#N)c[nH]c23)N=N1
C#CCCC1(CCNC(=O)c2c(C)noc2C(F)(F)F)N=N1
C#CCCC1(CCCNS(=O)(=O)CC2CC2)N=N1
C#CCCC1(CCOC(=O)C2Cc3ccccc3CN2C(=O)CC(C)C)N=N1
C#CCCC1(CCCNC(=O)C(C)(C)C2CCS(=O)(=O)CC2)N=N1
C#CCCC1(CC(=O)NCCOCCN(CC)CC)N=N1
C#CCCCC1(CCCC(=O)NC(C)c2c(C)cccc2C)N=N1
C#CCCC1(CC(=O)OCc2cn(-c3ccccc3Cl)nn2)N=N1
C#CCCCC1(CCCC(=O)NCc2nnc(N3CCOCC3)o2)N=N1
C#CCCCC1(CCCC(=O)NC2(c3ccccc3C)CCC2)N=N1
C#CCCCC1(CCCC(=O)NCc2ncnn2C(C)(C)C)N=N1
C#CCCC1(CCOC(=O)CCC)N=N1
C#CCCC1(CCCNC(=O)C2CC3(CCOCC3)CN2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)NCCc2ccc(OC)c(OC(F)F)c2)N=N1
C#CCCC1(CCOC(=O)Cn2nc3n(c2=O)CCCCC3)N=N1
C#CCCC1(CCC(=O)N2CCOCC2c2n[nH]c(C)n2)N=N1
C#CCCCC1(CCCC(=O)N(Cc2ccccc2C(F)(F)F)C2CC2)N=N1
C#CCCC1(CCC(=O)N2CCC(CCCCCCCC)CC2)N=N1
C#CCCC1(CC(=O)N2CCN(C(=O)OCC)CC2)N=N1
C#CCCC1(CCNC(=O)[C@]23CCOC[C@H]2CN(C(=O)OC(C)(C)C)C3)N=N1
C#CCCC1(CCC(=O)OC2CCCOC2)N=N1
C#CCCC1(CCNC(=O)c2cnc3c(c2)c(C)nn3CCO)N=N1
C#CCCC1(CCCNC(=O)c2ccc(OCc3cccnc3)cc2)N=N1
C#CCCC1(CCOC(=O)c2cc(Cl)cn2CC)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2cc3c(cc2Cl)OCCO3)N=N1
C#CCCC1(CCCNC(=O)CCc2ccc(Cl)c(OC)c2)N=N1
C#CCCC1(CCC(=O)NCC2=CCCCC2)N=N1
C#CCCC1(CCOC(=O)CC2CC(C)OC2C)N=N1
C#CCCC1(CC(=O)Nc2ccc(N3CCCC3C(C)C)c(F)c2)N=N1
C#CCCC1(CCOC(=O)C2CCc3nnn(CC(C)C)c3C2)N=N1
C#CCCC1(CC(=O)NC2(c3cccc(OC)c3F)CCOCC2)N=N1
C#CCCC1(CC(=O)NC2CCCC2C(=O)O)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)CCOC)N=N1
C#CCCCC1(CCCC(=O)NC(C)(Cc2cccc(OC)c2)c2cccc(OC)c2)N=N1
C#CCCCC1(CCCC(=O)N2CC[C@H]3[C@H](O)C[C@H]32)N=N1
C#CCCC1(CCCNC(=O)[C@@]2(F)C[C@@H]2C)N=N1
C#CCCC1(CCNC(=O)C2CC(=O)N(C)C2c2ccc(Cl)c(F)c2)N=N1
C#CCCC1(CC(=O)NC(CC#C)CC(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(CN=[N+]=[N-])c2)N=N1
C#CCCC1(CC(=O)Nc2ccc(Br)c3nc(C)ccc23)N=N1
C#CCCC1(CC(=O)NC2(C(=O)O)CC(C)(C)OC(C)(C)C2)N=N1
C#CCCC1(CCC(=O)NCc2ccc(O)c(OC)c2)N=N1
C#CCCC1(CCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)NCc2cc(Cl)c3c(c2)OCCCO3)N=N1
C#CCCC1(CCC(=O)N[C@H]2c3ccccc3CC[C@H]2C(=O)O)N=N1
C#CCCC1(CCCNC(=O)C2CNCC23CCCC3)N=N1
C#CCCC1(CC(=O)N2CCCC2C=Cc2ccccc2)N=N1
C#CCCC1(CCOC(=O)[C@@]23CC[C@@](C)(C(=O)O2)C3(C)C)N=N1
C#CCCCC1(CCCC(=O)N(Cc2ccccc2Cl)C2CCCCC2)N=N1
C#CCCC1(CC(=O)Nc2ccc(NC(=O)OC(C)(C)C)c(C)c2)N=N1
C#CCCC1(CCC(=O)NCC(C)(C)C2CCCC2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(Oc3cccnc3)c(F)c2)N=N1
C#CCCC1(CCC(=O)NCC2OCc3cc(Cl)ccc32)N=N1
C#CCCC1(CCC(=O)N(C)C(C)c2cccc(N3CCCS3(=O)=O)c2)N=N1
C#CCCC1(CCNS(=O)(=O)c2ncc(Cl)cc2Br)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)OC)N=N1
C#CCCC1(CC(=O)Nc2cc(Br)cc(N3CCNCC3)c2)N=N1
C#CCCC1(CC(=O)N2CCOC3(CCCNC3)C2)N=N1
C#CCCC1(CC(=O)Oc2cccc(Oc3cnccn3)c2)N=N1
C#CCCC1(CCC(=O)NC2CCn3cncc3C2)N=N1
C#CCCC1(CCC(=O)N(CCC#N)c2ccc(C)cc2)N=N1
C#CCCCC1(CCCC(=O)N2[C@@H]3COC[C@H]2C[C@@H](O)C3)N=N1
C#CCCCC1(CCCC(=O)NC(C)c2noc(C3CC3)n2)N=N1
C#CCCC1(CCC(=O)N2CCN(c3ccc(C(F)(F)F)cc3[N+](=O)[O-])CC2)N=N1
C#CCCC1(CC(=O)Nc2cccc(-n3cc(C)[nH]c3=O)c2)N=N1
C#CCCC1(CCNC(=O)N2CC(OC)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCCc3cc(CCNC(=O)OC(C)(C)C)ccc32)N=N1
C#CCCCC1(CCCC(=O)OCCOCCOC=O)N=N1
C#CCCCC1(CCCC(=O)OC(c2ccccc2)c2ccncc2C)N=N1
C#CCCCC1(CCCC(=O)N(CCN(C)C)CC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)Oc2ccc(OCC(C)C)cc2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC2CS(=O)(=O)c2ccccc2)N=N1
C#CCCC1(CC(=O)N[C@@H](CC)c2ccc(C)c(F)c2)N=N1
C#CCCC1(CCCNC(=O)c2cc3c(s2)C(C)(C)CCC3)N=N1
C#CCCC1(CCC(=O)N(CC(C)C#N)CC2CCCCC2)N=N1
C#CCCC1(CCC(=O)NC2C(=O)N(C)c3ccc(CC)cc32)N=N1
C#CCCC1(CCCNC(=O)c2ccccc2NC(=O)Cn2cnnn2)N=N1
C#CCCC1(CCCNC(=O)C(F)CC2CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cn(CC(F)(F)F)nn2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnn(CCF)c2)N=N1
C#CCCC1(CCSc2nnc(Cc3cccc4ccccc34)n2C2CCCCC2)N=N1
C#CCCC1(CCOC(=O)[C@@H]2CCO[C@H]2c2ccncc2)N=N1
C#CCCC1(CCC(=O)NCc2ccc(OC)c(OCC)c2)N=N1
C#CCCC1(CC(=O)N(C)[C@@H](C)c2ccccc2C)N=N1
C#CCCC1(CC(=O)Nc2c(CC)cccc2OC)N=N1
C#CCCC1(CC(=O)NCCc2cc(C(=O)OC)ccc2C)N=N1
C#CCCC1(CC(=O)N[C@H](C2CCOCC2)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)N2CCN(C(=O)c3ccc(C)o3)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(C(N)=O)c2OCC(F)F)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc(S(=O)(=O)NC3CC3)cc2)N=N1
C#CCCC1(CC(=O)N[C@H]2CCN(C(=O)CC3(CCC#C)N=N3)C2)N=N1
C#CCCC1(CCOC(=O)C2CCCCC2c2nc3ccccc3s2)N=N1
C#CCCC1(CCC(=O)NCCN2C(=O)C(=Cc3ccc4c(c3)OCO4)SC2=S)N=N1
C#CCCCC1(CCCC(=O)N2CCC(CN)(CO)CC2)N=N1
C#CCCC1(CC(=O)N(C)Cc2cccc3ccccc23)N=N1
C#CCCC1(CCC(=O)NCC(=O)OCC=C)N=N1
C#CCCCC1(CCCC(=O)N2CCNC(CC)C2)N=N1
C#CCCC1(CCCNS(=O)(=O)CC2OC(=O)CC23CCN(C(=O)OC(C)(C)C)CC3)N=N1
C#CCCC1(CCC(=O)N(C)CCCCc2cccc(Br)c2)N=N1
C#CCCC1(CC(=O)N2CCC(N)C23CCC3)N=N1
C#CCCC1(CCC(=O)NCc2ccc([C@@H](C)NC(=O)OC(C)(C)C)cc2)N=N1
C#CCCC1(CCC(=O)N[C@]2(C(=O)OC)C(C)[C@H]2C)N=N1
C#CCCC1(CCCNC(=O)[C@H]2CNC[C@@H](OC)C2)N=N1
C#CCCC1(CC(=O)N2CC3CCC2CN3C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)c2cc(-c3ccccc3)n(-c3ccccc3)n2)N=N1
C#CCCC1(CCNC(=O)c2cn(C)nc2OCC(F)(F)F)N=N1
C#CCCC1(CCCNC(=O)c2sc(C3CCOC3)nc2C)N=N1
C#CCCC1(CC(=O)OCc2ncoc2C(F)F)N=N1
C#CCCC1(CCCNC(=O)C(=O)Nc2cccc(C)c2)N=N1
C#CCCC1(CCCNC(=O)CN(CC#N)c2cccc(Cl)c2)N=N1
C#CCCC1(CC(=O)N(C)C2(C)COC2)N=N1
C#CCCC1(CC(=O)NCC(C#C)OC)N=N1
C#CCCC1(CCC(=O)NC2CCc3c(cnn3CC)C2)N=N1
C#CCCC1(CC(=O)N2CC3(CCS(=O)(=O)CC3)C2)N=N1
C#CCCCC1(CCCC(=O)NC(C)(C(=O)OC)C2CCC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(N3CCC(F)(F)CC3)cc2)N=N1
C#CCCC1(CC(=O)Nc2cccc(Oc3ccccc3F)c2)N=N1
C#CCCC1(CC(=O)Nc2cnn(C3CCS(=O)(=O)C3)c2)N=N1
C#CCCC1(CC(=O)NC(CC)c2nc3ccccc3[nH]2)N=N1
C#CCCC1(CCC(=O)N[C@@H](CC)CC(=O)NC)N=N1
C#CCCC1(CCC(=O)N2CCCC3(C[C@H](O)[C@H](O)CO3)C2)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2c(Cl)cccc2Cl)N=N1
C#CCCC1(CCOC(=O)CN(C(=O)OC(C)(C)C)c2ccccc2)N=N1
C#CCCC1(CCC(=O)N2CCc3ccc(-c4ccccc4)cc3C2)N=N1
C#CCCC1(CC(=O)NC2CCNC2(C)C)N=N1
C#CCCCC1(CCCC(=O)NC2CCCC2C)N=N1
C#CCCC1(CCC(=O)NNC(=O)c2c[nH]c3ccc(F)cc23)N=N1
C#CCCCC1(CCCC(=O)NC2CC(CC(=O)OC)C23CCC3)N=N1
C#CCCCC1(CCCC(=O)NC(CCO)c2ccc(OC)cc2)N=N1
C#CCCC1(CC(=O)NC2CCN(C3CCNCC3)C2=O)N=N1
C#CCCC1(CCC(=O)NCc2ccc(CN3CCN(C)C3=O)cc2)N=N1
C#CCCCC1(CCCC(=O)NC2(COC)CCNCC2)N=N1
C#CCCC1(CCCNC(=O)c2cc(F)cc(C3CC3)c2)N=N1
