C#CCCC1(CCC(=O)OCC(C)CCC)N=N1
C#CCCC1(CC(=O)N2CC(C(C)C(=O)OCC)C2)N=N1
C#CCCC1(CCNC(=O)C(C)(N)C(C)C)N=N1
C#CCCC1(CCC(=O)NCc2ccc(Oc3c(OC)cccc3OC)nc2)N=N1
C#CCCC1(CCCNC(=O)CSc2ccccc2C)N=N1
C#CCCC1(CCCNC(=O)c2cc(CCC)n(-c3ccccc3)n2)N=N1
C#CCCCC1(CCCC(=O)Nc2nc(C)c(-c3nc4ccccc4n3C(F)F)s2)N=N1
C#CCCC1(CCNC(=O)C23CC(CNC(C)=O)(C2)OC32CCNCC2)N=N1
C#CCCC1(CC(=O)NC2CCN(c3cc(C)nc(C)n3)CC2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2cccn2C)N=N1
C#CCCC1(CCC(=O)N2CCCN(CC(=O)NC)CC2)N=N1
C#CCCC1(CC(=O)N2CC(=O)N(CC(F)(F)F)C2)N=N1
C#CCCC1(CC(=O)NCC[C@@H](O)CCO)N=N1
C#CCCC1(CCC(=O)NC(C)c2ccc3c(c2)CCCC3)N=N1
C#CCCC1(CC(=O)NCC(CO)Cc2cnn(C)c2)N=N1
C#CCCC1(CCCNC(=O)[C@H](CC(C)C)NS(=O)(=O)c2ccc(C)cc2)N=N1
C#CCCC1(CCC(=O)NC[C@H](C)c2ccccc2)N=N1
C#CCCC1(CCC(=O)N2CCC([C@H]3CC[C@@H](C(=O)N(C)C)O3)CC2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)Cc2cc(OC)ns2)N=N1
C#CCCC1(CCC(=O)N2CCCC2c2nnc3n2CCCCC3)N=N1
C#CCCCC1(CCCC(=O)OC(c2cccc(Cl)c2)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CCC(F)(F)[C@@H]2O)N=N1
C#CCCC1(CCSc2nncn2CCCOC)N=N1
C#CCCC1(CCC(=O)NC2CCn3ccnc32)N=N1
C#CCCC1(CCNC(=O)COc2ccc(C#C)cc2)N=N1
C#CCCC1(CCC(=O)NNC(=O)C(CO)NC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCC3(CCc4ccccc4O3)CC2)N=N1
C#CCCC1(CCNC(=O)c2cc3cc(Br)cnc3o2)N=N1
C#CCCC1(CCNC(=O)c2cnn3c(=O)cc[nH]c23)N=N1
C#CCCCC1(CCCC(=O)NNc2cccc(F)c2F)N=N1
C#CCCCC1(CCCC(=O)Nc2nc(-c3ccc(CC)s3)cs2)N=N1
C#CCCC1(CC(=O)Oc2cc(NC(=O)OC(C)(C)C)ccc2C)N=N1
C#CCCC1(CCNC(=O)CC2CCCC(=O)N2)N=N1
C#CCCC1(CC(=O)OC2(CCCC)CC2)N=N1
C#CCCC1(CCC(=O)OCc2ccc(OCOCC)cc2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(-c3cccnc3)s2)N=N1
C#CCCC1(CCC(=O)N2CCCC3(CCC3)CC2)N=N1
C#CCCC1(CCC(=O)N2CCC[C@@H](C)[C@H]2c2cccc(C)c2)N=N1
C#CCCCC1(CCCC(=O)NC(c2cccc(C(F)(F)F)c2)C2CCCC2)N=N1
C#CCCC1(CC(=O)Nc2ccccc2CN(CC)CC)N=N1
C#CCCC1(CCOC(=O)c2cccc(O)c2Br)N=N1
C#CCCC1(CCOC(=O)C2COc3ccc(Cl)cc32)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc(C(=O)N(CC)CC)cc2)N=N1
C#CCCCC1(CCCC(=O)OCC2(C3CC3)CCCO2)N=N1
C#CCCC1(CCOC(=O)CCOCC(F)(F)C(F)(F)F)N=N1
C#CCCC1(CC(=O)OCCCC(C)=O)N=N1
C#CCCC1(CC(=O)N(CC)Cc2c(C)nn(C)c2Cl)N=N1
C#CCCC1(CCCNC(=O)c2[nH]c(C3CNC3)nc2C)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(=O)OC(C)C)cc2)N=N1
C#CCCC1(CC(=O)OC(c2ccncc2)c2cccc(OC)c2)N=N1
C#CCCC1(CC(=O)N2CCN(S(=O)(=O)C(F)(F)F)CC2)N=N1
C#CCCC1(CCCNC(=O)c2oc3ccccc3c2C)N=N1
C#CCCC1(CCCNC(=O)C=Cc2ccc(-c3ccc(CCCC)cc3)s2)N=N1
C#CCCC1(CCC(=O)N[C@H]2c3cc(C)ccc3C[C@H]2C(=O)OCC)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(Br)c(Cl)cc2C)N=N1
C#CCCC1(CCC(=O)NCCCC(=O)Nc2ccc(Cl)cc2)N=N1
C#CCCC1(CC(=O)N2CCCC(c3ocnc3C(=O)O)C2)N=N1
C#CCCC1(CCC(=O)NC2CCCCC2CC=C)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2ccc(Cl)cc2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccccc2CCCNC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)C2(NC(=O)Cc3c[nH]c4ccccc34)CCCC2)N=N1
C#CCCC1(CC(=O)N[C@@H](CCC(=O)OC)C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)Nc2cnc(Sc3ccc(C(F)(F)F)cn3)s2)N=N1
C#CCCC1(CCCNC(=O)C(C)(F)C(=O)OCC)N=N1
C#CCCC1(CC(=O)NC[C@@H](O)c2cccc(Br)c2)N=N1
C#CCCC1(CCOC(=O)c2cc3c(o2)CCCNC3=O)N=N1
C#CCCC1(CCC(=O)NC(CCOC)c2cccnc2)N=N1
C#CCCC1(CCNC(=O)c2cc(Cl)cc(C#C)c2)N=N1
C#CCCCC1(CCCC(=O)N=S2(=O)CC3(C(=O)OCC)CC2C3)N=N1
C#CCCC1(CC(=O)N2CCC3(CC2)CC(=O)c2cc(F)ccc2O3)N=N1
C#CCCC1(CC(=O)NNC(=O)C(N)=O)N=N1
C#CCCC1(CC(=O)NCCc2ccc(OCC(=O)OC)cc2)N=N1
C#CCCCC1(CCCC(=O)N(C)c2cccc(C#C)c2)N=N1
C#CCCC1(CCNC(=O)c2cc(C(F)(F)F)cc(C3(C#N)CC3)c2)N=N1
C#CCCC1(CCC(=O)N[C@]23C[C@H]2[C@@H]2CC[C@H](C3)N2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)NCC2(C)CC3(CC3)C2)N=N1
C#CCCC1(CC(=O)OCc2nc3c(N)nc(N)nc3[nH]2)N=N1
C#CCCC1(CC(=O)NCc2csc3c(Br)cccc23)N=N1
C#CCCC1(CCCNC(=O)C2(c3ccc(C)cc3)CC2)N=N1
C#CCCC1(CC(=O)NCC(C)(C)C2CCCO2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(CCCC)C2)N=N1
C#CCCC1(CCOC(=O)COCC#C)N=N1
C#CCCC1(CCNC(=O)c2cnn(C)c2C#N)N=N1
C#CCCC1(CC(=O)Nc2ccc(OCC(=O)O)c(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(S(=O)(=O)C(C)C)CC2)N=N1
C#CCCC1(CC(=O)OCc2cc(C)nnc2C)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(c3cncn3C(C)(C)C)C2)N=N1
C#CCCC1(CC(=O)OC(C=C)CC)N=N1
C#CCCC1(CCCNC(=O)[C@H]2CC[C@@H](CCC(=O)OC)O2)N=N1
C#CCCCC1(CCCC(=O)N(C)OCc2ccccc2)N=N1
C#CCCC1(CCC(=O)NCC(=O)c2ccccc2)N=N1
C#CCCC1(CCSc2nc(C)c(C(=O)OCC)s2)N=N1
C#CCCCC1(CCCC(=O)NCc2cnsc2)N=N1
C#CCCCC1(CCCC(=O)N(C)C2CCCCC2(C)C)N=N1
C#CCCC1(CC(=O)Nc2cc(SC)ccn2)N=N1
C#CCCC1(CCNC(=O)C2(CCOC)CCNC2)N=N1
C#CCCC1(CCOC(=O)[C@@H]2C[C@@H](OC)CN2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCOC(=O)c2cccc(S(=O)(=O)N(CC)c3ccccc3)c2)N=N1
C#CCCC1(CCNC(=O)C(CCOC)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)COc2ccc(SC)cc2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(n3ccc(=O)[nH]c3=O)C2)N=N1
C#CCCC1(CCCNC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2Br)N=N1
C#CCCC1(CCC(=O)N2CCC(NS(=O)(=O)N(C)C)CC2)N=N1
C#CCCCC1(CCCC(=O)NCC2C(F)(F)C23CCOCC3)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C)C#N)N=N1
C#CCCC1(CCC(=O)NCCC(C)C(=O)OC)N=N1
C#CCCC1(CCNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)N=N1
C#CCCC1(CC(=O)NC2CN(C(=O)OC(C)(C)C)CC2(C)C)N=N1
C#CCCCC1(CCCC(=O)NC2(Cc3cccc(Br)c3C)CC2)N=N1
C#CCCC1(CCC(=O)NCC[C@@H](O)c2ccccc2)N=N1
C#CCCC1(CC(=O)NCC(C)(C)CC2CCOCC2)N=N1
C#CCCCC1(CCCC(=O)OCC2(COC)CCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCSc2nnc(-c3ccccc3Cl)n2N)N=N1
C#CCCC1(CC(=O)OC(CS(=O)(=O)N(C)C)C2CCC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(-c3n[nH]c(C)n3)c(Cl)c2)N=N1
C#CCCC1(CCCNC(=O)CCC(C)N)N=N1
C#CCCC1(CCOC(=O)CC2CCCS(=O)(=O)C2)N=N1
C#CCCC1(CCOC(=O)c2cc(-c3ccccc3)nc3c2cnn3Cc2ccccc2)N=N1
C#CCCC1(CCC(=O)N(C2CC2)C(C)c2ccc(Cl)cc2)N=N1
C#CCCC1(CCC(=O)Nc2ccc3c(c2)CCC(=O)N3Cc2ccc(Cl)cc2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(Cl)cc2)N=N1
C#CCCC1(CC(=O)OC(C)c2sc(-c3ccccc3Br)nc2C)N=N1
C#CCCC1(CC(=O)Nc2cc(CO)cc(C(F)(F)F)c2)N=N1
C#CCCC1(CCCNC(=O)c2cc(OC)c3occc3c2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(CO)c(C(=O)O)c2)N=N1
C#CCCC1(CCCNC(=O)c2cc(-n3ccnc3)ccc2O)N=N1
C#CCCCC1(CCCC(=O)N2CCN(c3ccc(CC(=O)OCC)cc3)CC2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(OC(F)F)cn2)N=N1
C#CCCC1(CCSC(C(C)C)C(C)C)N=N1
C#CCCC1(CC(=O)N2CCC(n3ncc(C(=O)O)n3)CC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(Br)cc2-c2nc[nH]n2)N=N1
C#CCCCC1(CCCC(=O)N(C)CCCOc2cccc(S(C)(=O)=O)c2)N=N1
C#CCCCC1(CCCC(=O)OCCOc2cccc(Br)c2)N=N1
C#CCCC1(CCC(=O)N[C@@H]2CCCCC[C@H]2OC)N=N1
C#CCCC1(CCOC(=O)CCC=CC(C)C)N=N1
C#CCCC1(CCC(=O)NC2Cc3ccccc3N(C(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2C[C@H]2c2ccccc2OC(F)(F)F)N=N1
C#CCCC1(CCOC(=O)COC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)c2ccc(-c3ncnn3CC)cc2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccncc2O[C@H]2CCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccnn2CC2CCC2)N=N1
C#CCCC1(CC(=O)N(CCO)Cc2ccccc2Br)N=N1
C#CCCC1(CC(=O)NCC2CC(OCc3ccccc3)C2)N=N1
C#CCCC1(CC(=O)N2CCCC(Cc3nc(C)no3)C2)N=N1
C#CCCC1(CCOC(=O)c2cc(-c3cc(C)sc3C)nc3c2cnn3C(C)C)N=N1
C#CCCCC1(CCCC(=O)NCC2(C(F)(F)F)CCCCC2)N=N1
C#CCCCC1(CCCC(=O)OCc2nnn(C(C)(C)C)n2)N=N1
C#CCCC1(CCCNC(=O)c2cc(Cl)c(-n3cccc3)cc2OC)N=N1
C#CCCC1(CCSc2nnc(-c3cccc(S(=O)(=O)N4CCCC4)c3)n2-c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(CC(C)(C)C)C2(C)C)N=N1
C#CCCCC1(CCCC(=O)NC2CC(F)(F)c3ccccc32)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2ccc(OC)c(F)c2)N=N1
C#CCCC1(CCNS(=O)(=O)c2cc(C(C)(C)C)ccc2OC)N=N1
C#CCCC1(CCNC(=O)C23CC2COC3(C)C)N=N1
C#CCCC1(CCC(=O)N2c3ccccc3CC2CC(=O)OC)N=N1
C#CCCC1(CCCNC(=O)c2cc3c(Cl)cccc3nc2C)N=N1
C#CCCC1(CC(=O)N2NC(=O)CC2C)N=N1
C#CCCC1(CCOC(=O)C2CC(=O)N(Cc3c(F)cccc3F)C2)N=N1
C#CCCC1(CCNS(=O)(=O)c2cc(F)c(Cl)cc2C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)NCC(C)(C)c2ccc3ccccc3c2)N=N1
C#CCCC1(CCC(=O)Nc2ccn(CCCN3CCCC3)n2)N=N1
C#CCCC1(CCC(=O)NCc2cnccc2Cl)N=N1
C#CCCC1(CC(=O)N2C[C@]3(CO)CCCC[C@]3(CO)C2)N=N1
C#CCCC1(CCC(=O)NCc2ccnc(OC(F)F)c2)N=N1
C#CCCC1(CC(=O)N2CCCC(C34CCC3CCN4C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CC(=O)NC(C)c2ccc(F)cc2Cl)N=N1
C#CCCCC1(CCCC(=O)OC2CC(=O)N(Cc3ccccc3)C2)N=N1
C#CCCC1(CC(=O)NOC(C)C)N=N1
C#CCCC1(CCCNC(=O)[C@H]2C[C@]3(CNC(=O)OC(C)(C)C)C[C@@H]2CO3)N=N1
C#CCCCC1(CCCC(=O)N2CCC3CCCCC3CC2)N=N1
C#CCCC1(CCC(=O)NC2CCC(c3ccc(Cl)cc3)C2)N=N1
C#CCCC1(CCC(=O)NCC2C(C)N(C)CCN2C)N=N1
C#CCCC1(CCNC(=O)c2c(N)cc(OC)cc2F)N=N1
C#CCCC1(CC(=O)N[C@H](C)c2cc(Cl)ccc2F)N=N1
C#CCCC1(CCC(=O)N2CCNCC2CC(=O)NC)N=N1
C#CCCCC1(CCCC(=O)N2CC3CCNCC(C3)C2)N=N1
C#CCCC1(CC(=O)OCc2ccccc2OC(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CC3(C)CN(Cc4ccccc4)CC3(C)C2)N=N1
C#CCCC1(CCOC(=O)C2(c3cc(Cl)ccc3F)CCC2)N=N1
C#CCCC1(CC(=O)N2CCCc3cc(OC)c(F)cc32)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2COC[C@H]2S(C)(=O)=O)N=N1
C#CCCC1(CC(=O)N2CCC(c3ncc(C(=O)O)[nH]3)CC2)N=N1
C#CCCC1(CCNS(=O)(=O)Cc2ccc3c(c2)COCC3)N=N1
C#CCCC1(CC(=O)NCCc2cc(CC)no2)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(F)(F)F)c(F)c2)N=N1
C#CCCC1(CCNC(=O)[C@@H](C)CC#C)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(C(=O)OC(C)(C)C)[nH]n2)N=N1
C#CCCC1(CC(=O)NCc2ccc(Nc3cc(C(F)(F)F)ccn3)cc2)N=N1
C#CCCC1(CCC(=O)Nc2cc(OC)cc(OC)c2C)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C(=O)OCC=C)C(C)C)N=N1
C#CCCC1(CC(=O)N2CCN(C3CCC(N)CC3)CC2)N=N1
C#CCCC1(CC(=O)NC2CCCN(c3nccn3C)C2)N=N1
C#CCCC1(CCC(=O)NN(C)C2CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(-c3ccccc3)nn2Cc2ccc(Cl)cc2)N=N1
C#CCCC1(CCNC(=O)c2ccnc(OC)c2)N=N1
C#CCCC1(CCNC(=O)c2cn(CCCF)nn2)N=N1
C#CCCC1(CC(=O)NC[C@@H]2COC(C)(C)N2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)CCn2cc(Br)cn2)N=N1
C#CCCC1(CCOC(=O)C=Cc2ccc(SC)s2)N=N1
C#CCCC1(CC(=O)NC(C#C)CC2CCC2)N=N1
C#CCCC1(CCC(=O)Nc2cccc(S(=O)(=O)NC(C)(C)C)c2C)N=N1
C#CCCC1(CCC(=O)N2CCCC(Cc3ccc(C)cc3)C2)N=N1
C#CCCC1(CCC(=O)N2CCN(C(=O)Nc3ccc(OC)cc3)CC2)N=N1
C#CCCC1(CC(=O)Nc2cncnc2-n2cccn2)N=N1
C#CCCC1(CCCNC(=O)c2cccc(CCNC(=O)OC(C)(C)C)c2)N=N1
C#CCCC1(CC(=O)Nc2ccc(-c3cccc(OCC)c3)cc2F)N=N1
C#CCCC1(CCC(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N=N1
C#CCCC1(CCC(=O)Nc2c(C(=O)OCC)nnn2-c2ccc(OC)cc2)N=N1
C#CCCC1(CC(=O)N2CCOc3cc(Br)ccc3C2)N=N1
C#CCCC1(CCC(=O)OCCCc2ccccn2)N=N1
C#CCCC1(CCC(=O)NCC(C(=O)O)C2CCCCCC2)N=N1
C#CCCC1(CCNC(=O)CN(C)S(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)N=N1
C#CCCC1(CCNC(=O)c2cnc3c(cnn3CC)c2)N=N1
C#CCCC1(CC(=O)Nc2cnn(CCC(C)C)c2C(C)C)N=N1
C#CCCC1(CCC(=O)N(C)C2CCOCC2C)N=N1
C#CCCCC1(CCCC(=O)N2CCC(NC(C)=O)(c3noc(C)n3)C2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2ccc(OCC3CCCO3)cc2C)N=N1
C#CCCC1(CCC(=O)Nc2ccc3nc(N4CCOCC4)oc3c2)N=N1
