C#CCCC1(CCCNS(=O)(=O)CC2(OC)CCCC2)N=N1
C#CCCCC1(CCCC(=O)NCc2cccc(COCCOCC)c2)N=N1
C#CCCCC1(CCCC(=O)N2CC(O)CC(C)(C)C2)N=N1
C#CCCC1(CCC(=O)OCC(N)=O)N=N1
C#CCCCC1(CCCC(=O)N(CC)C(c2cccnc2)c2ccc3c(c2)CCO3)N=N1
C#CCCC1(CCNC(=O)C(C#N)C(C)(C)C)N=N1
C#CCCC1(CC(=O)N(CCN2CCN(C)CC2)Cc2ccc(Br)cc2F)N=N1
C#CCCC1(CCNC(=O)c2ccc(Cl)cc2C)N=N1
C#CCCC1(CCCNC(=O)c2c(C(F)F)nc3cnccn23)N=N1
C#CCCCC1(CCCC(=O)NC[C@@H](C)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)Nc2ccc(CCCCN)cc2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2cc3ccccc3s2)N=N1
C#CCCC1(CCOC(=O)C2CC(C)(C)OC2(C)C)N=N1
C#CCCC1(CCC(=O)Nc2ccc(OCCC(=O)OC)cc2)N=N1
C#CCCC1(CCNC(=O)C2(c3ccc(C(C)(C)C)cc3)CCC2)N=N1
C#CCCC1(CCCNC(=O)COc2ccc([N+](=O)[O-])cc2)N=N1
C#CCCC1(CCC(=O)N2CCc3ccc(OC)cc3C2)N=N1
C#CCCC1(CCC(=O)Oc2ccc(F)c(OC)c2)N=N1
C#CCCC1(CCC(=O)N2CCC[C@@H]3O[C@H](c4ccccc4)C[C@@H]32)N=N1
C#CCCC1(CCCNC(=O)c2ccc(CO)s2)N=N1
C#CCCCC1(CCCC(=O)NNC(=O)c2cccc(S(=O)(=O)Nc3cccc(Cl)c3)c2)N=N1
C#CCCC1(CC(=O)N2CC3(COC(C)C3)C2)N=N1
C#CCCC1(CCCNC(=O)C=C2CN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCC(=O)N(Cc2ccccc2F)C2CC3CCC2C3)N=N1
C#CCCC1(CC(=O)Nc2ccc(N3CCC(C(N)=O)CC3)cc2)N=N1
C#CCCC1(CCC(=O)NOC2COC(C)(C)OC2)N=N1
C#CCCC1(CCNC(=O)Cc2cn3ccsc3n2)N=N1
C#CCCC1(CC(=O)N(C)C(C)c2ccccc2F)N=N1
C#CCCC1(CC(=O)N2CCC(C(F)(F)F)C2C)N=N1
C#CCCC1(CCC(=O)Nc2ccc(Cl)c(SCC3CC3)c2)N=N1
C#CCCCC1(CCCC(=O)N2CC3CCCC(C2)N3)N=N1
C#CCCC1(CCC(=O)N2CC(C)C(NC(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)NC2(COC)CCCCC2)N=N1
C#CCCC1(CCNC(=O)C2(c3ccc(Br)cc3F)CC2)N=N1
C#CCCCC1(CCCC(=O)N2CCn3nc(C)c(C(=O)O)c3C2)N=N1
C#CCCC1(CCC(=O)N2CCc3n[nH]cc3C2C(=O)O)N=N1
C#CCCC1(CCC(=O)NC2Cc3ccc(C#N)cc3C2)N=N1
C#CCCC1(CCNC(=O)c2nnc3n2CCCC3)N=N1
C#CCCC1(CC(=O)N2CCCC3CC(C)CCC32)N=N1
C#CCCC1(CC(=O)NC(C)c2nnc(-c3cccc(F)c3)s2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(N3C(=O)CCNC3=O)c2)N=N1
C#CCCC1(CCCNC(=O)C2(C)CC3CC3C2)N=N1
C#CCCCC1(CCCC(=O)N2CCC3(C=CCO3)CC2)N=N1
C#CCCCC1(CCCC(=O)N(C)c2cn[nH]c2)N=N1
C#CCCC1(CC(=O)N2CCC(C)N(C(=O)CC3(CCC#C)N=N3)CC2)N=N1
C#CCCC1(CCSc2nc3sc4c(c3c(=O)n2-c2ccccc2F)CCC(C)C4)N=N1
C#CCCC1(CC(=O)NC2CCCC3(CC2)CC3)N=N1
C#CCCC1(CC(=O)N2CCCCC(C)C2)N=N1
C#CCCC1(CCCNS(=O)(=O)C2CC3(CC3)C2)N=N1
C#CCCC1(CC(=O)NCc2cccc(COC3CCCCC3)c2)N=N1
C#CCCC1(CC(=O)NCC2(NC(=O)OC(C)(C)C)CCOCC2)N=N1
C#CCCC1(CCC(=O)NC(C)(C)COC(C)(C)C)N=N1
C#CCCC1(CCC(=O)N2CCCC(c3ncc[nH]3)C2)N=N1
C#CCCC1(CCNC(=O)c2cc(Cl)c(Br)c(F)c2N)N=N1
C#CCCC1(CCNC(=O)C=Cc2ccc(Br)c(Cl)c2)N=N1
C#CCCC1(CC(=O)Nc2ccccc2C2CCC2)N=N1
C#CCCC1(CC(=O)NC2CC(OCc3ccccc3)C2(C)C)N=N1
C#CCCC1(CC(=O)N(CCC(=O)OCC)CC2CC2)N=N1
C#CCCC1(CC(=O)N[C@@H](Cc2cc(Cl)ccc2F)C(=O)O)N=N1
C#CCCCC1(CCCC(=O)NCc2cn3ccc(C)cc3n2)N=N1
C#CCCC1(CCOC(=O)c2ccc3oc(=O)oc3c2)N=N1
C#CCCC1(CCC(=O)N2CCC(CN3CCCC3=O)C2)N=N1
C#CCCC1(CCC(=O)N2CCC(CN(C)CC)CC2)N=N1
C#CCCC1(CCNC(=O)C2(N)C3CC4CC(C3)CC2C4)N=N1
C#CCCC1(CC(=O)Nc2ccc(OC(F)F)cc2C)N=N1
C#CCCC1(CCSc2nnc(-c3ccccc3)n2CC)N=N1
C#CCCCC1(CCCC(=O)N2CCc3ccc(OC)cc32)N=N1
C#CCCC1(CCNC(=O)c2ccc(-c3ccccc3CNC(=O)OC(C)(C)C)cc2)N=N1
C#CCCC1(CC(=O)NCC(C)c2ccc(Cl)cc2)N=N1
C#CCCC1(CCC(=O)Oc2ccc(NC(C)=O)cc2F)N=N1
C#CCCCC1(CCCC(=O)N2CCC(c3ncccc3C)CC2)N=N1
C#CCCC1(CCC(=O)Nc2cc(F)c(C#C)c(F)c2)N=N1
C#CCCC1(CCNC(=O)c2ccc(CNC)nc2)N=N1
C#CCCC1(CC(=O)NCc2ccc(C3CC3)cc2)N=N1
C#CCCCC1(CCCC(=O)N2CCOc3c(cc(Br)cc3C(=O)O)C2)N=N1
C#CCCC1(CCNC(=O)c2ccc(=O)n(C3CC3)c2)N=N1
C#CCCC1(CCC(=O)NCC(c2ccccc2)C2CCN(C(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CCC(=O)N(Cc2ccc(C)cc2)Cc2ccc(C)s2)N=N1
C#CCCC1(CCC(=O)NNc2ccc(OCC)cc2)N=N1
C#CCCC1(CC(=O)NCC(=O)C2CCOCC2)N=N1
C#CCCC1(CC(=O)N2CCc3c(cccc3NC(=O)Nc3ccc(F)cc3)C2)N=N1
C#CCCC1(CCOC(=O)C2(CC)COC2)N=N1
C#CCCC1(CC(=O)OCc2ccc(C(F)(F)F)nc2)N=N1
C#CCCC1(CCNC(=O)Cn2cnc(Br)n2)N=N1
C#CCCC1(CC(=O)N(CC)Cc2occc2C)N=N1
C#CCCCC1(CCCC(=O)N2CCC(CC(=O)OCC)CC2)N=N1
C#CCCC1(CCNC(=O)c2cc(S(N)(=O)=O)c(C)o2)N=N1
C#CCCC1(CCC(=O)NC(C)(Cc2ccccc2)C(N)=O)N=N1
C#CCCC1(CCNC(=O)COc2ccc(CCCNC(=O)OC(C)(C)C)cc2)N=N1
C#CCCC1(CCCNC(=O)c2cc(F)ccc2NC(=O)CCOC)N=N1
C#CCCC1(CCCNC(=O)c2cccnc2NC)N=N1
C#CCCC1(CCCNC(=O)C=Cc2cc(Cl)c(OCCC)c(OC)c2)N=N1
C#CCCC1(CCC(=O)N2CC(O)CC3(CC3)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(C)(c3ccccc3)C2)N=N1
C#CCCC1(CCOC(=O)c2ccc(COc3ccccc3)s2)N=N1
C#CCCC1(CCC(=O)N(CC(=O)O)Cc2cnn(C)c2)N=N1
C#CCCC1(CC(=O)NCc2ccccc2NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)c2cc(C)cc(C)c2)N=N1
C#CCCC1(CC(=O)NCC2CC3(CCNCC3)O2)N=N1
C#CCCC1(CCC(=O)N2CCC(C)C(C(=O)O)C2)N=N1
C#CCCC1(CC(=O)NCC(C)Cc2ccc(OC)c(OC)c2)N=N1
C#CCCC1(CCCNC(=O)[C@@H]2C[C@@H]3CCC[C@@H]3N2C(=O)CN)N=N1
C#CCCC1(CCOC(=O)c2nc(-c3ccc(F)cc3)n3c2CCCCC3)N=N1
C#CCCC1(CC(=O)OCC2CC2OCC)N=N1
C#CCCC1(CC(=O)N2CCC(c3ccc(OC)cc3)CC2)N=N1
C#CCCC1(CC(=O)N(Cc2ccccc2)C(C)C(O)C(F)(F)F)N=N1
C#CCCC1(CCC(=O)NCC2(C)CSC(C)=N2)N=N1
C#CCCC1(CCNC(=O)c2cccc3c(Br)cccc23)N=N1
C#CCCC1(CCSc2nc(N)c(C#N)cc2C#N)N=N1
C#CCCC1(CC(=O)NCC2(c3ccccc3OC)CCCC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc([C@@H]3CN(C(=O)OC(C)(C)C)C[C@H]3C)cc2)N=N1
C#CCCC1(CCOC(=O)C(C)(C)c2ccc3ccccc3c2)N=N1
C#CCCC1(CCC(=O)OCCC(=O)NC(C)C)N=N1
C#CCCC1(CC(=O)NCC(C)Oc2ccccc2OC)N=N1
C#CCCC1(CCCNC(=O)c2ccc(S(=O)(=O)Nc3ccc(C)c(C)c3)cc2)N=N1
C#CCCC1(CC(=O)Nc2ncc(C(=O)NC)s2)N=N1
C#CCCC1(CCCNC(=O)Cc2ccc3scc(C)c3c2)N=N1
C#CCCC1(CCC(=O)OCc2nnc3n2CCOCC3)N=N1
C#CCCCC1(CCCC(=O)O[C@H]2[C@@H]([C@H]3COC(C)(C)O3)O[C@@H]3OC(C)(C)O[C@H]23)N=N1
C#CCCC1(CCC(=O)Nc2ccc(N3C(=O)c4cccc5cccc(c45)C3=O)cc2)N=N1
C#CCCC1(CCC(=O)N2CCC(c3ccc(F)cc3)C2(C)C)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(-n3ccc(C(N)=O)n3)c2)N=N1
C#CCCC1(CCC(=O)NC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(F)(F)F)N=N1
C#CCCC1(CCCNC(=O)c2c[nH]c3cccc([N+](=O)[O-])c23)N=N1
C#CCCCC1(CCCC(=O)Nc2ccccc2CCO)N=N1
C#CCCC1(CC(=O)NC(C(C)CC)C(F)(F)F)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2cccc(C(N)=O)c2)N=N1
C#CCCCC1(CCCC(=O)Oc2ccc(OC)c(F)c2)N=N1
C#CCCC1(CCC(=O)N(C)C(C)CN(C)C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)N(Cc2ccc(-c3cccc(C)c3)s2)C(C)C)N=N1
C#CCCC1(CCC(=O)NC(C)CCC(C)C)N=N1
C#CCCC1(CCNC(=O)c2ncccc2S(=O)(=O)N(C)C)N=N1
C#CCCC1(CCC(=O)NC(C)Cc2cc(C)[nH]n2)N=N1
C#CCCC1(CCNC(=O)c2sccc2NC(=O)Cc2ccc(Br)cc2)N=N1
C#CCCC1(CCC(=O)NC2C=CCCCC2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(CCOC(C)(C)C)CC2)N=N1
C#CCCC1(CCC(=O)N[C@H](C(=O)OC)c2ccccc2)N=N1
C#CCCC1(CCC(=O)N[C@H](CC(=O)OC)C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CCCC[C@H]2CCO)N=N1
C#CCCC1(CCCNC(=O)[C@H]2CC[C@@]3(CC2)CNC(=O)C3)N=N1
C#CCCC1(CCC(=O)N(C)Cc2ccncc2C)N=N1
C#CCCC1(CCC(=O)Nc2cc(Cl)c(NC(=O)c3cnccn3)c(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(C)(N3CCOCC3)CC2)N=N1
C#CCCC1(CC(=O)NC(Cn2cncn2)C(=O)OC)N=N1
C#CCCC1(CCCNS(=O)(=O)N2CCC(C)(C)CC2)N=N1
C#CCCC1(CCOC(=O)[C@@H]2CC[C@H](C(=O)N3CCCC3)O2)N=N1
C#CCCC1(CC(=O)N(CC)C(C)Cc2ccc(OC)cc2)N=N1
C#CCCC1(CC(=O)NC(C)c2nnc3n2CCOC3)N=N1
C#CCCC1(CC(=O)NCc2cc(C)cc(C)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3c(c2)ncn3CC(F)(F)F)N=N1
C#CCCC1(CCC(=O)OCc2ccn(-c3ccccc3F)n2)N=N1
C#CCCC1(CCCNC(=O)CC23CCC2CNC3)N=N1
C#CCCC1(CCC(=O)NC(C2CCCC2)C2CCCC2)N=N1
C#CCCC1(CC(=O)OCCC2CCc3ccccc32)N=N1
C#CCCC1(CC(=O)N2Cc3cc(C)ccc3CC2(C)C)N=N1
C#CCCC1(CCC(=O)N2C[C@@H]3CSC[C@]3(C)C2)N=N1
C#CCCC1(CCNC(=O)c2ccc(C3OCCO3)cc2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(C(F)(F)F)ccc2NS(C)(=O)=O)N=N1
C#CCCC1(CCCNC(=O)c2cc3ccc(Cl)c(Cl)c3[nH]c2=O)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C(=O)OCC)c2ccc(Cl)cc2)N=N1
C#CCCC1(CCCNC(=O)C(F)(F)c2csc(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc3c(OC)nccc23)N=N1
C#CCCC1(CCOC(=O)c2cncc(Br)c2C)N=N1
C#CCCC1(CCNC(=O)c2ccc3[nH]c(C(F)F)nc3c2)N=N1
C#CCCC1(CCC(=O)NC2(C(=O)OC(C)(C)C)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnc(N3CCCCC3)c(C)c2)N=N1
C#CCCCC1(CCCC(=O)N(Cc2ccc(Cl)cc2)OC)N=N1
C#CCCC1(CCC(=O)N2CCN(C(=O)OC(C)(C)C)C(CC)C2)N=N1
C#CCCC1(CC(=O)Nc2ccc3c(c2)[nH]c(=O)n3C2CC2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(OCc3ccccc3)C2)N=N1
C#CCCC1(CC(=O)OC(C)c2cccc(F)c2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(N(C)C)c3ccncc23)N=N1
C#CCCC1(CC(=O)Nc2ccc(-c3cccc(F)c3)cc2)N=N1
C#CCCC1(CCC(=O)Nc2ccccc2OCC2CC2)N=N1
C#CCCC1(CC(=O)N(CCC)CCN(CC)CC)N=N1
C#CCCC1(CC(=O)N2CCN(C(=O)OC(C)(C)C)[C@@H](C(C)C)C2)N=N1
C#CCCC1(CCOC(=O)c2ccc3c(c2)CCOC3(C)C)N=N1
C#CCCC1(CC(=O)N2CCN(C(CC)c3ccccc3)CC2)N=N1
C#CCCC1(CC(=O)NCc2ccc(N3CCN(CC)CC3)c(F)c2)N=N1
C#CCCC1(CCC(=O)Nc2c(O)ccc3cccnc23)N=N1
C#CCCC1(CC(=O)Nc2ccc(-c3csc(N4CCOCC4)n3)cc2)N=N1
C#CCCC1(CC(=O)NCc2ccccc2CN(CC)CC)N=N1
C#CCCCC1(CCCC(=O)N2CCC(Cc3ccnn3C)CC2)N=N1
C#CCCC1(CCNC(=O)c2ccc(Cl)c(S(=O)(=O)N(Cc3ccccc3)c3ccc(F)cc3)c2)N=N1
C#CCCC1(CCCNC(=O)C(CC)CCN)N=N1
C#CCCC1(CC(=O)NC(COCC(F)(F)F)C(C)C)N=N1
C#CCCC1(CC(=O)Nc2cccc(S(C)(=O)=NC)c2)N=N1
C#CCCC1(CC(=O)NC(C#C)c2ccc(F)cc2)N=N1
C#CCCCC1(CCCC(=O)NC(CC)(CC)c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(CN3CCOCC3)C2)N=N1
C#CCCC1(CCC(=O)O[C@@H]2CCc3ccccc32)N=N1
C#CCCC1(CCC(=O)NC(C(=O)O)c2ccc(Cl)cc2)N=N1
C#CCCC1(CCCNC(=O)c2cc(C)nn2C2CCC2)N=N1
C#CCCC1(CC(=O)N2CCCc3[nH]nc(C)c32)N=N1
C#CCCC1(CCCNC(=O)c2cc(COC)n[nH]2)N=N1
C#CCCC1(CCNC(=O)CC2(OC)CC2)N=N1
C#CCCC1(CCCNC(=O)N(C)CCC)N=N1
C#CCCC1(CC(=O)N=S(C)(=O)[C@H]2C[C@H](CO)C2)N=N1
C#CCCC1(CCC(=O)N2CCCC2c2cc(OC)ccc2C)N=N1
C#CCCCC1(CCCC(=O)N2CC(C)C3CCCCC32)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc(C3CC3)cc2F)N=N1
C#CCCCC1(CCCC(=O)OC2CCCC(N(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCC3(CC2)NC(C)(C)NC3=O)N=N1
C#CCCC1(CCCNC(=O)C2CCN(C3CCN(C(=O)OC(C)(C)C)CC3)CC2)N=N1
C#CCCC1(CCNC(=O)CCc2c(C)nc3cc(C)nn3c2C)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)Cc2ccc([N+](=O)[O-])cc2)N=N1
C#CCCC1(CCOC(=O)C(Oc2ccc(F)cc2F)c2ccccc2)N=N1
C#CCCC1(CC(=O)NC(Cc2ccc(F)cc2)c2nccn2C)N=N1
C#CCCC1(CC(=O)N(Cc2cccc(C)c2)Cc2ccccn2)N=N1
C#CCCCC1(CCCC(=O)N2CC3(CCCN(C(=O)OC(C)(C)C)C3)C2)N=N1
C#CCCC1(CCC(=O)Nc2ccc3[nH]c(N(C)C)nc3c2)N=N1
C#CCCCC1(CCCC(=O)NCc2cccc(OCC(F)F)c2)N=N1
C#CCCCC1(CCCC(=O)N2CC(CNC(=O)OC(C)(C)C)C(C)(C)C2)N=N1
C#CCCC1(CCOC(=O)C2CN(C(=O)OC(C)(C)C)CC23CCS(=O)(=O)CC3)N=N1
C#CCCC1(CC(=O)NCC2(CNC(=O)OC(C)(C)C)CCCC2)N=N1
C#CCCC1(CCNC(=O)CC2CS(=O)(=O)CCN2)N=N1
C#CCCC1(CCNC(=O)COc2ccccc2CC)N=N1
C#CCCCC1(CCCC(=O)N2CCN(C(=O)OC(C)(C)C)CC2c2ccc(OC)cc2)N=N1
C#CCCC1(CCC(=O)N2CCC(C3(C(F)(F)F)N=N3)CC2)N=N1
C#CCCC1(CCC(=O)N2CCC(C(=O)Nc3ccc(S(N)(=O)=O)cc3)CC2)N=N1
C#CCCC1(CCC(=O)N(C)Cc2ccc(Oc3ccc(Cl)cc3Cl)cc2Cl)N=N1
C#CCCC1(CC(=O)NCC(O)C(F)(F)C(F)(F)F)N=N1
C#CCCC1(CCCNC(=O)c2nc(-c3ccc(OC)cc3)oc2C)N=N1
C#CCCC1(CC(=O)NC2C(C)(C)CN(C(=O)OC(C)(C)C)CC2(C)C)N=N1
C#CCCC1(CCNC(=O)c2ccc(NC3=NCCC3)cc2)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CC[C@H](CC)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(S(C)(=O)=O)ccc2OCCCO)N=N1
C#CCCC1(CC(=O)OCC(C#N)Cc2ccco2)N=N1
C#CCCC1(CCC(=O)NCC(c2ccccc2)N(CC)CC)N=N1
C#CCCC1(CCCNC(=O)CC(NC(=O)OC(C)(C)C)C2CC2)N=N1
C#CCCC1(CCCNC(=O)C(CCCCCC)NC(C)=O)N=N1
C#CCCC1(CC(=O)Nc2cnn(C(=O)OC(C)(C)C)c2)N=N1
C#CCCC1(CCC(=O)N2CCCCC2C(=O)Nc2ccc3c(c2)CCO3)N=N1
C#CCCCC1(CCCC(=O)N2CCC(C3(C(=O)OC)CCC3)CC2)N=N1
C#CCCC1(CC(=O)NCCC(=O)NCCC)N=N1
C#CCCC1(CCNC(=O)c2cc3c(Cl)cncc3o2)N=N1
C#CCCC1(CC(=O)NC2(CCC)CCCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCC(=O)N2CCCCC2c2ccc(Cl)nc2)N=N1
C#CCCC1(CC(=O)N(C)C(CCC)C(=O)O)N=N1
C#CCCCC1(CCCC(=O)NCc2cnn3c2CCCC3)N=N1
C#CCCCC1(CCCC(=O)OCCCCCCCCCC)N=N1
C#CCCCC1(CCCC(=O)N2CCN(Cc3ccc(Cl)s3)CC2)N=N1
C#CCCC1(CC(=O)OCCOCCOCCOCCC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)c2cc3c(s2)CCC(C(C)(C)C)C3)N=N1
C#CCCC1(CCC(=O)OC(C)c2ccc(C)c([N+](=O)[O-])c2)N=N1
C#CCCCC1(CCCC(=O)NC(C)c2ccc(OCC(=O)NC3CC3)cc2)N=N1
C#CCCC1(CCC(=O)N2CCC2Cc2ccc(C)cc2C)N=N1
C#CCCC1(CC(=O)Nc2cc(Cl)ccc2OCC2CCOC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(Br)cc(C(=O)OC(C)(C)C)c2)N=N1
C#CCCC1(CCNS(=O)(=O)N2CCC[C@H]3CN(C(=O)OC(C)(C)C)C[C@H]32)N=N1
C#CCCCC1(CCCC(=O)N2CCCOC2C)N=N1
C#CCCC1(CCCNC(=O)C(Cc2cc(Br)sc2Br)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)Oc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)N=N1
C#CCCC1(CCC(=O)OC(C)c2c(F)cc(F)cc2F)N=N1
C#CCCC1(CC(=O)NCC(O)C(C)(C)CO)N=N1
C#CCCC1(CC(=O)N2CCC(CO)(C3CC3)C2)N=N1
C#CCCC1(CC(=O)NC2(c3cc(F)cc(F)c3)CCC2)N=N1
C#CCCC1(CCC(=O)N2CCc3c(c4ccc(Cl)c(F)c4n3C)C2)N=N1
C#CCCCC1(CCCC(=O)N(C)C2CCOC(c3ccc(F)cc3)C2)N=N1
C#CCCC1(CC(=O)NCc2ccnc(C3CC3)n2)N=N1
C#CCCC1(CCCNC(=O)Cn2cc(C(F)(F)F)nn2)N=N1
C#CCCCC1(CCCC(=O)NCC(C)(C)c2ccccc2)N=N1
C#CCCC1(CCC(=O)N2CCC(NC(=O)Nc3ccccc3)CC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(NC(=O)CCC3(CCC#C)N=N3)c(C)c2)N=N1
C#CCCCC1(CCCC(=O)N2CC(C(=O)O)OCC23CCC3)N=N1
C#CCCCC1(CCCC(=O)N(CC)CC(=O)Nc2ccc(NC(C)=O)cc2)N=N1
C#CCCC1(CC(=O)NCc2ccc(OC)c(S(N)(=O)=O)c2)N=N1
C#CCCC1(CCCNC(=O)C(CC)CCCCC)N=N1
C#CCCC1(CCCNC(=O)c2cncc(CCCNC(=O)OC(C)(C)C)c2)N=N1
C#CCCC1(CCNC(=O)c2cc3n(n2)CCNC3)N=N1
C#CCCC1(CCCNC(=O)C(CC=C(Cl)Cl)c2ccccc2)N=N1
C#CCCC1(CCNC(=O)Cc2cccc3c2OCO3)N=N1
C#CCCC1(CCC(=O)NC(CCc2cn[nH]c2)C(=O)OC)N=N1
C#CCCC1(CCC(=O)NC2CCN(C(=O)c3ccoc3C)CC2)N=N1
C#CCCC1(CC(=O)N(Cc2ccc(OCC(F)(F)F)cc2)C2CC2)N=N1
C#CCCC1(CCNC(=O)CNC(=O)c2cccc(C)c2)N=N1
C#CCCC1(CCNS(=O)(=O)c2ccc([N+](=O)[O-])s2)N=N1
C#CCCC1(CCCNC(=O)c2ccc3nnc(C)n3c2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)C2CCC(=O)CC2)N=N1
C#CCCC1(CCC(=O)NCc2nc(C)[nH]c2C)N=N1
C#CCCC1(CCNS(=O)(=O)CCCSC)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2ccc(OCCCCCCCC)cc2)N=N1
C#CCCC1(CCC(=O)NCc2ccc(C#N)c(F)c2)N=N1
C#CCCC1(CC(=O)N(C)C(CC(C)C)C(=O)OCC)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CCN(CC(C)(C)O)C2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(NS(=O)(=O)c3cc(Br)ccc3OCC)cc2)N=N1
C#CCCC1(CCCNC(=O)CCC(=O)N(CCOC)c2c(N)n(CC(C)C)c(=O)[nH]c2=O)N=N1
C#CCCC1(CC(=O)N2Cc3nccc(C(=O)OC)c3C2)N=N1
C#CCCC1(CCC(=O)NC[C@@H](C)C(=O)O)N=N1
C#CCCC1(CCCNC(=O)C(C)c2cn(C)nc2C)N=N1
C#CCCC1(CC(=O)N[C@H](CCc2ccccc2)CC(=O)OC)N=N1
C#CCCC1(CCNC(=O)c2cc(Br)c(OCCC(C)C)c(OCC)c2)N=N1
C#CCCCC1(CCCC(=O)N2CC(NC(=O)OC(C)(C)C)CCc3ccccc32)N=N1
C#CCCC1(CCC(=O)NCC2(N(C)C)CCOC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(-c3nccc(C)n3)cc2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2ccc(-c3ccc(Br)cc3)cc2)N=N1
C#CCCC1(CCOC(=O)C=Cc2cn(-c3ccccc3)nc2-c2ccc(C)c(C)c2)N=N1
