C#CCCC1(CCOC(=O)c2cc(C)n(CC)n2)N=N1
C#CCCCC1(CCCC(=O)NC2COc3ccc(F)cc32)N=N1
C#CCCC1(CC(=O)N2CCCC(C)(OC)C2)N=N1
C#CCCC1(CC(=O)OCC2C3CCC(C3)C2(C)C)N=N1
C#CCCC1(CCC(=O)NCC(O)C(C)(C)C)N=N1
C#CCCC1(CCC(=O)NCCCN2CCCNC2=O)N=N1
C#CCCC1(CC(=O)NNC(=O)NC)N=N1
C#CCCC1(CC(=O)NCC2(C(=O)NC)CCC2)N=N1
C#CCCC1(CCOC(=O)[C@@H]2CC[C@H]2C(=O)OC)N=N1
C#CCCC1(CCNC(=O)CCc2c(C)nc3c4cccnc4nn3c2C)N=N1
C#CCCC1(CCCNC(=O)c2cc(F)c([N+](=O)[O-])cc2NC(C)=O)N=N1
C#CCCCC1(CCCC(=O)NN2CCN(OC)C2=O)N=N1
C#CCCC1(CCCNC(=O)c2cc(=O)[nH]cc2Br)N=N1
C#CCCC1(CCCNC(=O)c2ccc(C(C)C)c(F)c2)N=N1
C#CCCCC1(CCCC(=O)NCC2CC(C)(C)C2)N=N1
C#CCCCC1(CCCC(=O)NC(CO)CC=C)N=N1
C#CCCC1(CCC(=O)N2CCN(C)C(C#C)C2)N=N1
C#CCCC1(CCNC(=O)C(F)c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3ccn(Cc4ccccc4)c3c2)N=N1
C#CCCC1(CCOC(=O)C2SCCS2)N=N1
C#CCCC1(CCCNC(=O)c2cnn(-c3ccc(Cl)cc3Cl)c2C(C)C)N=N1
C#CCCCC1(CCCC(=O)N(C2CCCCC2CC)C2CCCCC2CC)N=N1
C#CCCC1(CCCNC(=O)C2(C)CC(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CC(=O)NCCCCC(=O)OC)N=N1
C#CCCC1(CCNC(=O)c2cc(S(C)(=O)=O)oc2C)N=N1
C#CCCC1(CCNC(=O)C2(c3ccno3)CCC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cn(C)nc2C(F)F)N=N1
C#CCCCC1(CCCC(=O)NCC(=O)NCC(C)C)N=N1
C#CCCCC1(CCCC(=O)N(Cc2ccccc2)CC2(O)CCOC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(C(C)(C)CO)cc2)N=N1
C#CCCC1(CCC(=O)OCC2CCOC3(CCC3)C2)N=N1
C#CCCC1(CCNC(=O)CCCNC(=O)OCC)N=N1
C#CCCC1(CC(=O)NCc2ccc(C(N)=O)cc2)N=N1
C#CCCC1(CCC(=O)NCc2nc(CC(=O)OC)cs2)N=N1
C#CCCC1(CCOC(=O)Cc2cccc(C)c2Cl)N=N1
C#CCCC1(CCCNC(=O)CN2CCN(C(=O)OCc3ccccc3)CC2)N=N1
C#CCCC1(CCC(=O)N2CCCC2C(=O)N(C)C)N=N1
C#CCCC1(CCC(=O)OCc2cc(F)c(Br)cc2F)N=N1
C#CCCC1(CCCNC(=O)c2cc(-c3ccccc3C(F)(F)F)n[nH]2)N=N1
C#CCCC1(CCOC(=O)c2nnn(-c3cccc4cccnc34)c2C)N=N1
C#CCCC1(CC(=O)N2CC(COC(F)(F)F)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(c3ccc(O)c(F)c3)CC2)N=N1
C#CCCC1(CCC(=O)Nc2cnc(CCC)s2)N=N1
C#CCCC1(CCNC(=O)C(Cc2cc(Br)cc(Br)c2)NC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCNC3(CCNCC3)C2)N=N1
C#CCCC1(CCC(=O)C(C#N)C(=O)Nc2cc3c(cc2[N+](=O)[O-])OCCO3)N=N1
C#CCCC1(CCC(=O)N[C@@H](C(=O)OC)[C@H](C)O)N=N1
C#CCCC1(CCC(=O)NCC(O)CC(C)C)N=N1
C#CCCC1(CC(=O)NC(C)Cc2nnn[nH]2)N=N1
C#CCCCC1(CCCC(=O)N(CC(=O)Nc2cccc(C)c2C)CC2CCCO2)N=N1
C#CCCCC1(CCCC(=O)NCC(OC)C(F)(F)F)N=N1
C#CCCC1(CC(=O)N[C@@H]2CCN(c3cc(=O)[nH]c(=O)[nH]3)C2)N=N1
C#CCCC1(CC(=O)NC2(CC(F)(F)F)CC2)N=N1
C#CCCCC1(CCCC(=O)N[C@H](c2ccc(O)cc2F)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)NCC23COCCN2CCOC3)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(Br)c(C(=O)OC)c(OC)c2)N=N1
C#CCCC1(CCC(=O)N2CCN(c3cc(C)nc(C)n3)CC2)N=N1
C#CCCCC1(CCCC(=O)NCc2nc3ccncc3n2C)N=N1
C#CCCC1(CCCNC(=O)C(C)c2ccc(C(F)(F)F)cc2)N=N1
C#CCCC1(CCCNC(=O)CCCOc2cccc([N+](=O)[O-])c2)N=N1
C#CCCC1(CC(=O)OC(C)c2snnc2C)N=N1
C#CCCC1(CCCNC(=O)c2cc(C(F)(F)F)n(C)n2)N=N1
C#CCCC1(CCC(=O)Nc2cccc3c(F)ccnc23)N=N1
C#CCCCC1(CCCC(=O)N2Cc3cnn(-c4ncccn4)c3C2)N=N1
C#CCCC1(CCNC(=O)C2(c3cccc(N)c3)CCC2)N=N1
C#CCCC1(CCNC(=O)CN2CCCNS2(=O)=O)N=N1
C#CCCC1(CCSc2nc3sc4c(c3c(=O)n2-c2ccc(OC)cc2)CCC4)N=N1
C#CCCC1(CCCNC(=O)c2cccc(OC(C)C)c2Cl)N=N1
C#CCCC1(CC(=O)NC(c2cccc(OC)c2)c2nccn2C)N=N1
C#CCCC1(CCC(=O)NC2CCC(N3CCN(C(C)=O)CC3)C2)N=N1
C#CCCC1(CCCNC(=O)C#C[C@H]2CCC[C@@H](CN)C2)N=N1
C#CCCC1(CCOC(=O)c2nnn(-c3ccccc3)c2C(F)F)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CC[C@@H](Cc3nnc(C)o3)C2)N=N1
C#CCCC1(CCC(=O)N2CCN(C(C#N)c3ccc(Cl)cc3)CC2)N=N1
C#CCCC1(CCC(=O)N2CCOCC2(C)C)N=N1
C#CCCC1(CC(=O)NC(CC)c2cc(C)cc(OC)c2)N=N1
C#CCCC1(CCOC(=O)CC2OCCc3sccc32)N=N1
C#CCCC1(CCNC(=O)C(N)Cc2ccco2)N=N1
C#CCCCC1(CCCC(=O)O[C@@H]2COC[C@H]2OC)N=N1
C#CCCC1(CCC(=O)NNc2nc(CC)cc(=O)[nH]2)N=N1
C#CCCC1(CCCNC(=O)C(CC)c2ccc(Br)c(Cl)c2F)N=N1
C#CCCC1(CC(=O)NC2COC(C)(C)C2)N=N1
C#CCCCC1(CCCC(=O)N2CC[C@@H](c3ccc(OC)c(F)c3)[C@@H](NC(=O)C(F)(F)F)C2)N=N1
C#CCCCC1(CCCC(=O)Oc2cccc(OCC#N)c2)N=N1
C#CCCC1(CC(=O)NC(C(=O)O)c2ccc(Br)c(Cl)c2)N=N1
C#CCCC1(CCC(=O)NC(C)c2cnn(C3CC3)c2)N=N1
C#CCCC1(CCCNC(=O)C(C)(O)CCC)N=N1
C#CCCC1(CCCNC(=O)c2cc(Cl)n(C)n2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc3c(c2)N(C(C)=O)CC3C)N=N1
C#CCCC1(CC(=O)NC(C(=O)OC)c2ccn(C)n2)N=N1
C#CCCCC1(CCCC(=O)NCc2nc(C)cs2)N=N1
C#CCCC1(CCC(=O)Nc2nnc(SCc3c(Cl)cccc3Cl)s2)N=N1
C#CCCCC1(CCCC(=O)NC2CCN(C3CN(C(=O)OC(C)(C)C)C3)CC2)N=N1
C#CCCC1(CC(=O)NC(CC(F)(F)F)c2cc(Cl)cc(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(N3CCCC(C)C3)c(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(c3nccc(-c4cccc(F)c4)n3)CC2)N=N1
C#CCCCC1(CCCC(=O)N(C(C)C)C2CCCOC2)N=N1
C#CCCC1(CCCNC(=O)c2cccc3c2n(C)c(=O)n3C)N=N1
C#CCCC1(CCC(=O)Nc2nc(-c3cccc(OC)c3)cs2)N=N1
C#CCCC1(CCC(=O)NC(COCC(F)(F)F)C(C)C)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2NC)N=N1
C#CCCC1(CC(=O)Nc2ccc(Cn3cncn3)cc2)N=N1
C#CCCC1(CCOC(=O)c2cnc3c(c2)c(=O)[nH]c(=O)n3Cc2ccccc2)N=N1
C#CCCC1(CCC(=O)NCCCc2nccs2)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(=O)C3CCC3)cc2)N=N1
C#CCCC1(CC(=O)N2CCc3c(F)cccc3C2)N=N1
C#CCCC1(CCCNC(=O)c2ccn3c2CSCC3)N=N1
C#CCCC1(CCCNC(=O)C=Cc2cc(C)n(-c3ccc(OC(F)F)cc3)c2C)N=N1
C#CCCC1(CCCNC(=O)C(C)SC(C)C)N=N1
C#CCCC1(CC(=O)NCC(NC(=O)OC(C)(C)C)c2cc(F)cc(Cl)c2)N=N1
C#CCCC1(CCC(=O)NCCCc2ccc(Br)cc2F)N=N1
C#CCCC1(CC(=O)NCCCCC(C)C)N=N1
C#CCCC1(CCOC(=O)c2cc3c(s2)CCC(CC)C3)N=N1
C#CCCC1(CCC(=O)N2CCCCC2c2cncnc2)N=N1
C#CCCCC1(CCCC(=O)NO[C@@H](C)C(=O)OC)N=N1
C#CCCC1(CCNC(=O)c2c(C)nn(CC)c2C(F)(F)F)N=N1
C#CCCC1(CCC(=O)N2CCN(C[C@H](C)N)CC2)N=N1
C#CCCC1(CCNC(=O)c2nnccc2C(F)(F)F)N=N1
C#CCCC1(CCSc2nnc(-c3cc(Cl)ccc3Cl)n2N)N=N1
C#CCCC1(CCNC(=O)c2cnc(-c3nccs3)[nH]c2=O)N=N1
C#CCCCC1(CCCC(=O)NCC2(C)CCCC2C)N=N1
C#CCCC1(CCC(=O)NCC2CN(C)CCC2(F)F)N=N1
C#CCCC1(CC(=O)Nc2nc(C(=O)OC)c(C3CC3)s2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2cnc(C3OCCO3)s2)N=N1
C#CCCC1(CCOC(=O)[C@@H]2CCO[C@H]2c2cccnc2)N=N1
C#CCCCC1(CCCC(=O)NCCC2(C(=O)OCC)CCC2)N=N1
C#CCCC1(CC(=O)N2CCC(C3(O)CC3)CC2)N=N1
C#CCCC1(CCC(=O)NOCC(=C)Cl)N=N1
C#CCCC1(CCC(=O)NCCC(C)(C)c2ccccc2)N=N1
C#CCCC1(CC(=O)Oc2ccc(CCOC)cc2)N=N1
C#CCCCC1(CCCC(=O)N2CCOCc3cc(CO)ccc32)N=N1
C#CCCC1(CCNC(=O)COc2ccc(S(C)(=O)=O)cc2)N=N1
C#CCCC1(CCC(=O)N2CC(c3cccc(C(=O)OC)c3)C2)N=N1
C#CCCC1(CC(=O)N2CCC(O)(c3ccc(Br)cc3)C2)N=N1
C#CCCCC1(CCCC(=O)N(CC)c2cccc(CC)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(CO)c2Cl)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccnn2CC)N=N1
C#CCCC1(CC(=O)Nc2ccc(-n3ncc(C#N)c3N)cc2)N=N1
C#CCCCC1(CCCC(=O)NC(C)(C)c2ncccn2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(C(=O)CC(C)(C)C)CC2)N=N1
C#CCCC1(CCOC(=O)[C@@H]2C[C@H]2C(C)C)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2cc(Cl)cc(C(=O)OCC)c2)N=N1
C#CCCC1(CC(=O)Nc2cc(C)ccc2C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)NCc2cc(-c3ccc(OC)cc3)cs2)N=N1
C#CCCC1(CCC(=O)NNC(=O)c2ccccc2OCc2ccc(F)cc2)N=N1
C#CCCC1(CCCNC(=O)c2cc(Br)ncc2OC)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(NC(=O)CN(C)C)cc2)N=N1
C#CCCC1(CC(=O)Nc2cc(Br)ccc2OC(F)(F)F)N=N1
C#CCCC1(CCC(=O)N(C)C(Cc2ccccc2)C(=O)OC)N=N1
C#CCCC1(CCCNC(=O)CC[C@H]2C[C@H](N)C2)N=N1
C#CCCC1(CC(=O)NC(CC)C2CCCC2)N=N1
C#CCCC1(CCNC(=O)C=Cc2cnc(OC)nc2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(C(=O)C(F)(F)F)c2)N=N1
C#CCCC1(CCC(=O)N2CCN(S(=O)(=O)c3cc(F)ccc3F)CC2)N=N1
C#CCCCC1(CCCC(=O)N2CC(n3cc(CO)nn3)C2)N=N1
C#CCCC1(CCOC(=O)CCc2ccc(Cl)nc2)N=N1
C#CCCC1(CCCNC(=O)C(F)(F)C2(O)CCCCCC2)N=N1
C#CCCC1(CCSC2CSC2)N=N1
C#CCCC1(CC(=O)OCC2CC2C(C)(C)C)N=N1
C#CCCC1(CCC(=O)NCc2ccccc2Oc2ccccn2)N=N1
C#CCCC1(CC(=O)N(C)Cc2ccc(OC(F)F)c(OCC)c2)N=N1
C#CCCC1(CC(=O)N2CCCC(n3cc(C(=O)OC)nn3)C2)N=N1
C#CCCC1(CC(=O)N2CC(c3cc(C(=O)OCC)n[nH]3)C2)N=N1
C#CCCCC1(CCCC(=O)N(C)C[C@H](C)O)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2cnn(-c3ccccc3)c2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2ccnn2C)N=N1
C#CCCCC1(CCCC(=O)Nc2[nH]nc(CC)c2-c2ccc3c(c2)OCO3)N=N1
C#CCCC1(CCCNC(=O)c2cnn3ccc(CN)cc23)N=N1
C#CCCC1(CCNC(=O)c2c([N+](=O)[O-])cnn2CC(F)F)N=N1
C#CCCC1(CCNC(=O)CCc2ccccc2Br)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2cnn(CC#C)c2)N=N1
C#CCCCC1(CCCC(=O)N[C@@]23CCC[C@]2(OCCOC)OCC3)N=N1
C#CCCCC1(CCCC(=O)N2CC(C)[S+]([O-])C(C)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(Cc3nc(-c4ccccc4C)no3)CC2)N=N1
C#CCCCC1(CCCC(=O)NC2CCC(C)(C)N(C(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H](C)CS(N)(=O)=O)N=N1
C#CCCC1(CCNC(=O)C2(C#N)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(C(F)(F)CF)cc2)N=N1
C#CCCC1(CC(=O)Nc2cc(C)cc(Br)c2C)N=N1
C#CCCCC1(CCCC(=O)NCCOCCOCCC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)c2ccc(OC)c(-c3cccc(OC)c3)c2)N=N1
C#CCCC1(CC(=O)NNc2cc([N+](=O)[O-])ccc2Br)N=N1
C#CCCCC1(CCCC(=O)NCc2nc(-c3ccccc3)n[nH]2)N=N1
C#CCCC1(CCC(=O)NC2CCN(c3ccccc3S(=O)(=O)CC)CC2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(CCN)CC2C)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cc(CCNC(C)=O)ccc2OC)N=N1
C#CCCC1(CCOC(=O)c2ccc(S(=O)(=O)N(C)C)c(Br)c2)N=N1
C#CCCC1(CC(=O)N2CCCC(C(=O)COC)C2)N=N1
C#CCCC1(CCC(=O)NC2(c3ccc(Br)c(C)c3)CCCCC2)N=N1
C#CCCC1(CCOC(=O)c2ccc(-c3nnc(-c4ccc(C)cc4)o3)cc2)N=N1
C#CCCC1(CCNC(=O)C(C)(C)c2cccc(Br)c2)N=N1
C#CCCC1(CCC(=O)Nc2ccc3c(c2)COC(=O)N3)N=N1
C#CCCC1(CCCNC(=O)CCc2nc3ccccc3s2)N=N1
C#CCCC1(CCC(=O)N2CCC(O)(Cc3cccc(Br)c3)CC2)N=N1
C#CCCC1(CCC(=O)N(C)C[C@H](C)OC)N=N1
C#CCCCC1(CCCC(=O)OCC2CC(=O)N(Cc3ccccc3)C2)N=N1
C#CCCC1(CCCNC(=O)C2(c3ccccc3I)CC2)N=N1
C#CCCC1(CCC(=O)N2CC(CN)C(C)(C)C2)N=N1
C#CCCC1(CCNC(=O)c2ccc3[nH]c(C(C)(C)CO)nc3c2)N=N1
C#CCCC1(CC(=O)Nc2cc(OC)cc(OC)c2Cl)N=N1
C#CCCCC1(CCCC(=O)N(CC(=O)O)C2CCOCC2)N=N1
C#CCCC1(CCC(=O)N[C@@H](C(=O)OC(C)(C)C)C(C)(C)C)N=N1
C#CCCC1(CCSc2nc(CC)cc(=O)[nH]2)N=N1
C#CCCC1(CCC(=O)N2[C@H]3CC[C@@H]2C[C@H]3CNC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)N2CC(O)Cc3cc(C(=O)OC)ccc32)N=N1
C#CCCCC1(CCCC(=O)N2CC[C@@H]3CC[C@@]32c2nnc(C(C)C)o2)N=N1
C#CCCC1(CC(=O)NCC2(c3ncccc3F)CCC2)N=N1
C#CCCC1(CCC(=O)Nc2cc3c(cc2O)n(C)c(=O)n3C)N=N1
C#CCCC1(CCC(=O)NCCc2c(C)[nH]c3cccc(Cl)c23)N=N1
C#CCCC1(CCCNC(=O)C=Cc2cn(Cc3ccccc3)nc2-c2ccccc2)N=N1
C#CCCC1(CC(=O)N2C[C@@H]3C[C@H](C2)[C@@H]3N)N=N1
C#CCCC1(CCCNC(=O)c2ccc(F)c(N)c2F)N=N1
C#CCCCC1(CCCC(=O)C(C#N)c2nnc(-c3ccccc3)n2C)N=N1
C#CCCC1(CC(=O)NCc2ncc(Br)cc2Br)N=N1
C#CCCC1(CC(=O)N2CCC(c3ccc(CO)cc3)CC2)N=N1
C#CCCC1(CCC(=O)NC(C)Cc2cccs2)N=N1
C#CCCC1(CCNC(=O)CC2NC(=O)N(c3ccc(F)cc3)C2=O)N=N1
C#CCCC1(CCNC(=O)c2ccc(C)c(C#C)c2)N=N1
C#CCCC1(CCC(=O)Nc2cc(-c3ccccc3)nn2CC(=O)OCC)N=N1
C#CCCC1(CCNC(=O)C(CC#N)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)Nc2ccc3nc(C)oc3c2)N=N1
C#CCCC1(CC(=O)N2CCCC(c3nc(N(C)C)no3)C2)N=N1
C#CCCC1(CCC(=O)Nc2ccccc2-c2nc(C)c(C)[nH]2)N=N1
C#CCCC1(CCC(=O)NC23COC(CNC(=O)OC(C)(C)C)(C2)C3)N=N1
C#CCCC1(CC(=O)N(C2CC2)C(C)c2ccccc2F)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(=O)Nc3nc4ccccc4s3)cc2)N=N1
C#CCCC1(CCC(=O)N2CCC[C@@H]3[C@@H](Br)[C@@H]32)N=N1
C#CCCC1(CCC(=O)N(C)Cc2n[nH]c(C)n2)N=N1
C#CCCC1(CCOC(=O)C(CC)CCCC)N=N1
C#CCCCC1(CCCC(=O)N2CCC(C#N)(C#N)CC2)N=N1
C#CCCC1(CCC(=O)N[C@@H](CC)COC(C)(C)C)N=N1
C#CCCC1(CC(=O)NCCc2nc(Br)n[nH]2)N=N1
C#CCCC1(CC(=O)Nc2ccc3[nH]c(=O)n(C4CC4)c3c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(C(=O)OCC)C(=O)C2)N=N1
C#CCCC1(CC(=O)NC(CC(F)(F)F)c2ccccc2)N=N1
C#CCCC1(CCC(=O)N2CC(CSC)C2)N=N1
C#CCCCC1(CCCC(=O)NC(C)CN2CCOCC2C)N=N1
C#CCCC1(CCC(=O)NCc2nn(C)cc2Cl)N=N1
C#CCCC1(CCOC(=O)C2CCn3nnnc3C2)N=N1
C#CCCC1(CCC(=O)N2CCC(F)(c3cc(C)cc(F)c3)C2)N=N1
C#CCCC1(CC(=O)N2CCC(c3ncc(C(C)(C)C)[nH]3)CC2)N=N1
C#CCCC1(CC(=O)Nc2ccc(OC(F)(F)F)cc2)N=N1
C#CCCC1(CC(=O)Nc2ccc3c(c2)CC(=O)N3C)N=N1
C#CCCC1(CC(=O)Nc2nnc(-c3ccco3)s2)N=N1
