C#CCCCC1(CCCC(=O)NC2(C)CCC(=O)NC2=O)N=N1
C#CCCC1(CCOC(=O)c2cccc(CS(C)(=O)=O)c2)N=N1
C#CCCC1(CCC(=O)N2CC(C)OC(C(N)=O)C2)N=N1
C#CCCCC1(CCCC(=O)N2CC(c3cc(C)n[nH]3)C(C)(C)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3c(c2)CN(CCCOCC)C3)N=N1
C#CCCC1(CC(=O)NCC23CCC(CO)(CO2)C3)N=N1
C#CCCC1(CCC(=O)OC(C)C(Cl)(Cl)Cl)N=N1
C#CCCC1(CCC(=O)Nc2ccc(OCc3cccnc3)cc2)N=N1
C#CCCC1(CCNC(=O)[C@@H]2OCCC[C@H]2c2ccccc2)N=N1
C#CCCC1(CC(=O)N2CCC3NC(=O)CCC3C2)N=N1
C#CCCC1(CCNC(=O)c2cc(C3CC3)nc3c2cnn3Cc2ccncc2)N=N1
C#CCCC1(CC(=O)N[C@@H](C)c2ccc(SC)cc2)N=N1
C#CCCC1(CCCNC(=O)CN2CCC(C)CC2)N=N1
C#CCCC1(CCC(=O)NCC(OC)(OC)c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)NCc2cc(C)nc(N3CCCC3)n2)N=N1
C#CCCC1(CCCNC(=O)C[C@H](COC)NC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCC2c2c(F)cccc2F)N=N1
C#CCCC1(CC(=O)NCCOC(F)F)N=N1
C#CCCC1(CCCNC(=O)c2nc3cnccc3s2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(-c3cccs3)nc2C)N=N1
C#CCCC1(CC(=O)N2CC=CCC3(CC3)C2)N=N1
C#CCCC1(CCCNC(=O)CN(CCNC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)C(N)CC(N)=O)N=N1
C#CCCC1(CCNC(=O)C(Sc2ccc(C)cc2C)c2ccccc2)N=N1
C#CCCC1(CCOC(=O)C2(N(C)C(=O)OC(C)(C)C)CC(OC)C2)N=N1
C#CCCC1(CCC(=O)N2CCC[C@H]2c2ncno2)N=N1
C#CCCCC1(CCCC(=O)NC(C)CCC(F)F)N=N1
C#CCCC1(CCC(=O)NCc2nn3c(c2C(=O)OC)CCCC3)N=N1
C#CCCC1(CCCNC(=O)c2ccccc2C(=O)c2ccc(O)c(-c3ccccc3)c2)N=N1
C#CCCC1(CCOC(=O)c2nn(-c3ccc(C)cc3F)c3c2CCC3)N=N1
C#CCCC1(CC(=O)N2CCOC(c3ccccc3)C2)N=N1
C#CCCC1(CCOC(=O)c2cc(C3CC3)nc3ccc(OC)cc23)N=N1
C#CCCC1(CCC(=O)Nc2cc(OC)c(CC(=O)OC)cc2OC)N=N1
C#CCCCC1(CCCC(=O)NC2(CC(=O)O)CC2)N=N1
C#CCCC1(CC(=O)N2CCc3cc(C)cc(Cl)c3C2)N=N1
C#CCCCC1(CCCC(=O)NC2(C)CCN(c3ccccc3)CC2)N=N1
C#CCCC1(CCNC(=O)C2CC(=O)C23CCC(F)(F)CC3)N=N1
C#CCCCC1(CCCC(=O)NC(C)C(C)(C)N)N=N1
C#CCCC1(CCC(=O)NNC(=O)C2CCN2C(C)(C)C)N=N1
C#CCCC1(CC(=O)Nc2cn(C)nc2OCC(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)Oc2cc(OC)cc(OC)c2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H](CC(=O)OC)Cc2ccc(OC)cc2)N=N1
C#CCCCC1(CCCC(=O)OCCCN(CC(F)(F)F)C(C)C)N=N1
C#CCCC1(CCNC(=O)C2(C)CCCCCC2)N=N1
C#CCCC1(CC(=O)NC(Cc2ccccc2)CN(C)C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCOC(=O)[C@]23CCCC[C@@]2(C(=O)OC)CC3)N=N1
C#CCCCC1(CCCC(=O)NC(C)(C)C(C)(C)CO)N=N1
C#CCCC1(CCC(=O)NC(Cc2ccc([N+](=O)[O-])cc2)C(=O)OC)N=N1
C#CCCC1(CCNC(=O)c2sc(COc3ccccc3)nc2C)N=N1
C#CCCC1(CCOC(=O)C(C)(C)c2ccc(C#N)c(F)c2)N=N1
C#CCCC1(CC(=O)N(CC(=O)OCC)C2CCCC2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(-c3ccc(F)cc3)n2C)N=N1
C#CCCC1(CC(=O)N(C)Cc2ccccc2OC)N=N1
C#CCCC1(CC(=O)N[C@H]2CCN(Cc3cc(C)c(C)cc3C)C2)N=N1
C#CCCC1(CCCNC(=O)CCCc2cc(C)sc2C)N=N1
C#CCCC1(CC(=O)NCC23CC(C(=O)N(C)C)(C2)C2(CCNCC2)O3)N=N1
C#CCCC1(CCC(=O)NCc2cc(C(C)(C)C)no2)N=N1
C#CCCCC1(CCCC(=O)NCC(C)(C)c2ccc(F)cn2)N=N1
C#CCCCC1(CCCC(=O)NC2CCCN(Cc3noc(C4CC4)n3)C2)N=N1
C#CCCC1(CC(=O)Nc2ccc3c(c2)C(O)CCCC3)N=N1
C#CCCC1(CCCNC(=O)C2COCC(C)(C)O2)N=N1
C#CCCC1(CC(=O)NC(C)c2ccc(F)c3ccccc23)N=N1
C#CCCCC1(CCCC(=O)NCC(CCO)c2ccncc2)N=N1
C#CCCC1(CCNC(=O)C[C@@H](C)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)NNC(=O)c2n[nH]c(=O)c3ccccc23)N=N1
C#CCCC1(CCCNC(=O)Cc2cccs2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC23CCOCC3)N=N1
C#CCCCC1(CCCC(=O)N2CCc3[nH]cnc3C2c2ccc(Br)cc2)N=N1
C#CCCC1(CC(=O)Nc2ccc(OC(F)(F)F)cc2O)N=N1
C#CCCCC1(CCCC(=O)N(CC)Cc2ccc3ccccc3c2)N=N1
C#CCCC1(CCC(=O)N2CCN3C(=O)N(C)C(=O)C3C2)N=N1
C#CCCC1(CCNC(=O)c2ccc(S(=O)(=O)NOC)cc2)N=N1
C#CCCC1(CCNC(=O)C23CC(C(=O)OCC)(CO2)C3)N=N1
C#CCCC1(CC(=O)NCC=C2CCSCC2)N=N1
C#CCCC1(CC(=O)Nc2cccc(-c3nccc(C)n3)c2)N=N1
C#CCCCC1(CCCC(=O)NCc2nn(C)c3c2CN(C(=O)OC(C)(C)C)CC3)N=N1
C#CCCCC1(CCCC(=O)NCc2ccccc2OCCN2CCOCC2)N=N1
C#CCCC1(CCNC(=O)Cc2ccc3c(c2)OCCO3)N=N1
C#CCCC1(CCC(=O)NC(C)(C)CCC=C)N=N1
C#CCCC1(CC(=O)N(C)CC(O)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)N=S(C)(=O)c2cccc(N)c2)N=N1
C#CCCC1(CC(=O)N2C[C@@H]3CC[C@H]2[C@H](C(=O)O)C3)N=N1
C#CCCC1(CCC(=O)OCc2cccc(F)c2)N=N1
C#CCCCC1(CCCC(=O)N2C[C@H](C3CCCCC3)C[C@H]2C(=O)NC)N=N1
C#CCCCC1(CCCC(=O)OC(CC#C)C(C)(C)C)N=N1
C#CCCC1(CC(=O)NCc2nc3c(cnc4ccccc43)[nH]2)N=N1
C#CCCC1(CC(=O)NC(Cc2cccc(Oc3ccccc3)c2)C(=O)O)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CC[C@H]2c2ccccc2)N=N1
C#CCCC1(CCNC(=O)Cc2csc(-c3ccc(C)cc3C)n2)N=N1
C#CCCC1(CCSc2nc3sccc3c(=O)n2C)N=N1
C#CCCC1(CC(=O)NCC23CCC(CC2)N3C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)CSc2nncn2C2CC2)N=N1
C#CCCC1(CC(=O)NCC2CCCSCC2)N=N1
C#CCCC1(CCSc2cccc(CC)c2)N=N1
C#CCCC1(CC(=O)N(CCc2ccccc2)c2nccs2)N=N1
C#CCCC1(CCOC(=O)c2cc3n(n2)CCS(=O)(=O)C3)N=N1
C#CCCC1(CC(=O)N2CCC[C@H]2C(=O)N=S(C)(C)=O)N=N1
C#CCCC1(CCNC(=O)[C@H](CCC(N)=O)NC(=O)CCCCCCCCC)N=N1
C#CCCC1(CC(=O)NCC2CC3(CCOCC3)O2)N=N1
C#CCCC1(CCNC(=O)c2cccc(OC3CCCCC3)c2)N=N1
C#CCCCC1(CCCC(=O)NC(C)CSCC)N=N1
C#CCCC1(CCCNC(=O)c2cc(-c3ccccc3)n(-c3cccc(OC)c3)c2C)N=N1
C#CCCC1(CCC(=O)NC(C)C2(C)CC2)N=N1
C#CCCC1(CCC(=O)Nc2cc(Cl)cc(C)c2O)N=N1
C#CCCC1(CCNC(=O)[C@@H](NS(=O)(=O)c2ccc(C)cc2)C(C)C)N=N1
C#CCCC1(CCC(=O)Nc2cc(C(F)(F)F)ccc2OCCOC)N=N1
C#CCCC1(CCC(=O)NC(C(=O)O)c2cscn2)N=N1
C#CCCC1(CCCNC(=O)c2cccc(NS(=O)(=O)c3ccc(Br)cc3)c2)N=N1
C#CCCC1(CCCNC(=O)C(C(=O)OCC)C(C)(C)C)N=N1
C#CCCC1(CCC(=O)NC(C#C)C2CCc3ccccc32)N=N1
C#CCCCC1(CCCC(=O)Oc2cnc(CC(=O)OC)c(F)c2)N=N1
C#CCCC1(CCNC(=O)C2(C)CCCCCCC2)N=N1
C#CCCC1(CCNC(=O)c2cccc(N3CCCNC3=O)c2)N=N1
C#CCCCC1(CCCC(=O)NC(C)C2CCN(C(=O)OC)CC2)N=N1
C#CCCC1(CCC(=O)NC(Cc2cccc(C)c2)C2CC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(C3CCOC3)cc2)N=N1
C#CCCC1(CCNC(=O)c2cc3n(c2)CCCNC3=O)N=N1
C#CCCC1(CCCNC(=O)C(C)N2C(=O)C(=Cc3ccco3)SC2=S)N=N1
C#CCCC1(CC(=O)N(CCN2CCCC2)Cc2ccc(Cl)cc2)N=N1
C#CCCC1(CCCNC(=O)[C@@H]2OC[C@@H]3COCC[C@@H]32)N=N1
C#CCCC1(CCC(=O)NCC2CCCC(F)(F)C2)N=N1
C#CCCCC1(CCCC(=O)NCc2cn3c(F)cccc3n2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(C(O)CC(F)(F)F)c2)N=N1
C#CCCCC1(CCCC(=O)NN(CC2CCC2)C(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CC3(C(=O)OCC)CC2C3)N=N1
C#CCCC1(CC(=O)N2CCCC2CNc2cccc(C)n2)N=N1
C#CCCC1(CC(=O)N2CCCC(=C(F)CO)C2)N=N1
C#CCCC1(CCC(=O)NCC(C)(C)c2cccc(OC)c2)N=N1
C#CCCC1(CC(=O)N[C@]23C[C@H]2[C@@H]2CC[C@H](C3)N2)N=N1
C#CCCC1(CCOC(=O)C2CC(c3ccc(OC(F)(F)F)cc3)C2)N=N1
C#CCCC1(CC(=O)N2CC(C)(C)C2C2CCCO2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3[nH]nc(C)c3c2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2cccc(NC(=O)OC(C)(C)C)c2)N=N1
C#CCCC1(CCCNC(=O)Cc2cccc(N)c2)N=N1
C#CCCC1(CCNS(=O)(=O)c2cnn(CC(F)(F)F)c2)N=N1
C#CCCC1(CCCNC(=O)CCC(C)CC)N=N1
C#CCCC1(CCNC(=O)c2ccc(OC)c(I)c2)N=N1
C#CCCC1(CCNC(=O)c2nccnc2C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)NCC=C(C)C)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2cnnn2C)N=N1
C#CCCC1(CCOC(=O)c2oc3ccccc3c2CSc2nccs2)N=N1
C#CCCC1(CCOC(=O)CCCNC(=O)OC)N=N1
C#CCCC1(CC(=O)N2CCN(c3ccc(CC)c(Cl)c3)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(N(C)C(C)C)c(F)c2)N=N1
C#CCCC1(CCC(=O)Nc2cc(Br)cc(C(=O)O)c2F)N=N1
C#CCCC1(CCC(=O)NN2CCOC2=O)N=N1
C#CCCC1(CCC(=O)NC(Cc2ccc(OC(F)F)cc2)C(=O)OC)N=N1
C#CCCC1(CCCNC(=O)c2ccccc2C(=O)c2ccc(CC)s2)N=N1
C#CCCCC1(CCCC(=O)N2CCc3c(ccc(F)c3F)C2C(=O)O)N=N1
C#CCCC1(CC(=O)Nc2nc(CNC(=O)OC(C)(C)C)n[nH]2)N=N1
C#CCCC1(CC(=O)NCCc2nc(N)no2)N=N1
C#CCCC1(CCCNC(=O)CC2(OC)CCOCC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(C)cc(C(F)(F)F)c2)N=N1
C#CCCC1(CCCNC(=O)C=Cc2ccsc2C(F)(F)F)N=N1
C#CCCC1(CCNC(=O)C2CC(N)CCO2)N=N1
C#CCCC1(CCC(=O)N[C@H](CO)Cc2c[nH]cn2)N=N1
C#CCCC1(CCNC(=O)C(F)(F)C(F)(F)OC(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CN(C)[C@@H]2c2ccccc2)N=N1
C#CCCC1(CCOC(=O)CN(C)S(=O)(=O)c2ccc(NC(C)=O)cc2)N=N1
C#CCCC1(CCOC(=O)c2csc(-c3ccc(C(C)C)cc3)n2)N=N1
C#CCCC1(CCC(=O)NC2(c3ncc[nH]3)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccccc2OCCC(C)C)N=N1
C#CCCCC1(CCCC(=O)OCc2cc(OC)ccc2OC)N=N1
C#CCCC1(CCNC(=O)c2cc3ccccc3n2CCOC)N=N1
C#CCCC1(CC(=O)N2CCCC2COc2ccc(Cl)cc2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2ccc(OC)c([N+](=O)[O-])c2)N=N1
C#CCCC1(CCC(=O)NC(C)c2nc3cc(Cl)c(Cl)cc3[nH]2)N=N1
C#CCCC1(CCOC(=O)CC(Cc2ccccc2)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)NC(C(=O)OCC)c2cnn(C)c2)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2C[C@H](c3ccc(F)cc3F)C2)N=N1
C#CCCC1(CCC(=O)N2CCS(=O)(=O)CC2C(=O)O)N=N1
C#CCCC1(CC(=O)Nc2ccc(OC3CCOCC3)c(C)c2)N=N1
C#CCCC1(CC(=O)N[C@@H]2C[C@H]2c2cc(OC)c(C)cc2OC)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2cccc(C(F)(F)F)c2)N=N1
C#CCCC1(CCNC(=O)c2ccc(F)c(NC(=O)OC(C)(C)C)c2)N=N1
C#CCCC1(CCC(=O)NC2CCN(CC(=O)Nc3ccccc3)CC2)N=N1
C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)CCCC3)N=N1
C#CCCC1(CCCNC(=O)C(CCC)Oc2ccc(Cl)cc2C)N=N1
C#CCCC1(CCC(=O)N2CCCC(Oc3ccccc3OC)C2)N=N1
C#CCCC1(CCC(=O)NC(c2ccc(C(C)CC)cc2)c2cccs2)N=N1
C#CCCC1(CCC(=O)N2CC3(CC(COC)C3)C2)N=N1
C#CCCC1(CC(=O)N(C)C2CCC2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(C)c(S(=O)(=O)Nc3ccc(F)cc3)c2)N=N1
C#CCCC1(CCCNC(=O)[C@H]2C=C[C@@H](N)C2)N=N1
C#CCCC1(CCNC(=O)c2cc(CC)ccc2OC)N=N1
C#CCCC1(CCCNC(=O)C(C)(C)CC#C)N=N1
C#CCCC1(CC(=O)N(C)C(C)CS(C)(=O)=O)N=N1
C#CCCC1(CCC(=O)N[C@@H](C(C)C)C(C)(C)C(=O)OC)N=N1
C#CCCC1(CCSc2nc3cc(Cl)ccc3n2CC(C)C)N=N1
C#CCCC1(CCOC(=O)c2cn(C)nc2-c2ccc(Cl)s2)N=N1
C#CCCC1(CC(=O)NCC(=C)C2CCOCC2)N=N1
C#CCCC1(CCOC(=O)c2cc3c(C)cc(C)nc3s2)N=N1
C#CCCC1(CCCNC(=O)C[C@H](N)C(C)(C)C)N=N1
C#CCCC1(CC(=O)N[C@H](CC(=O)OC)C2CCCCC2)N=N1
C#CCCC1(CCCNC(=O)Cn2nnc(-c3ccco3)n2)N=N1
C#CCCC1(CCOC(=O)COc2ccc(-c3ccccc3)cc2Cl)N=N1
C#CCCC1(CCC(=O)NCCSCCC=C)N=N1
C#CCCC1(CC(=O)N2CCn3c(CCc4ccccc4)nnc3C2)N=N1
C#CCCC1(CCOC(=O)c2cc(-c3ccccc3C(F)(F)F)n[nH]2)N=N1
C#CCCC1(CCC(=O)NC(CC(=O)O)c2nccs2)N=N1
C#CCCC1(CCC(=O)NC2CCCC(F)(F)CC2)N=N1
C#CCCCC1(CCCC(=O)NCCC(C)(C)O)N=N1
C#CCCCC1(CCCC(=O)OC(c2ncccn2)C2CC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(-n3cc(C(=O)O)nn3)cc2)N=N1
C#CCCC1(CCC(=O)N[C@]2(c3ccccc3F)C[C@H](O)C2)N=N1
C#CCCC1(CCC(=O)N(C)Cc2ccc(F)cc2Cl)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(OCC(=O)NC)cc2)N=N1
C#CCCC1(CC(=O)NCC(=O)N(C)C2CCCNC2)N=N1
C#CCCC1(CCC(=O)N2CCN(c3ccc(CC)cn3)CC2)N=N1
C#CCCC1(CCC(=O)Nc2cc(C)ccc2N2CCOCC2)N=N1
C#CCCC1(CC(=O)NCCC(C)C(=O)O)N=N1
C#CCCC1(CCCNC(=O)C2c3ccccc3OCCN2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)N(c2ccccc2)C(C)C2CC2)N=N1
C#CCCC1(CCCNC(=O)CCn2ncc(=O)c3ccccc32)N=N1
C#CCCC1(CCNC(=O)C(Cc2cn[nH]c2)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)N2CCN(C(=O)NCC)CC2)N=N1
C#CCCC1(CCCNC(=O)c2cc3ccc(F)cc3s2)N=N1
C#CCCC1(CC(=O)NC(CO)c2cccc(Cl)c2Cl)N=N1
C#CCCC1(CCCNC(=O)c2nn(-c3ccccc3)cc2OC)N=N1
C#CCCC1(CC(=O)Nc2cnn(-c3cc(F)c(OC)cc3F)c2CCC)N=N1
C#CCCCC1(CCCC(=O)NC(C(C)C)C2(CO)CCCC2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2C[C@H]2c2ccc(OC(F)(F)F)cc2)N=N1
C#CCCC1(CCOC(=O)c2cccc(-n3ccnc3SC)c2)N=N1
C#CCCC1(CCNC(=O)c2cc(C)nc3onc(-c4ccc(C)cc4)c23)N=N1
C#CCCC1(CCC(=O)N2CC(c3cc(C(=O)OCC)n[nH]3)C2)N=N1
C#CCCCC1(CCCC(=O)N(Cc2ccsc2)c2ccc(Cl)c(OC)c2)N=N1
C#CCCC1(CC(=O)NCC2(C(C)(C)C)CCCO2)N=N1
C#CCCCC1(CCCC(=O)Nc2nc3cc(C)ccc3[nH]2)N=N1
C#CCCC1(CCCNC(=O)CCCC2CCN(C(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CCNC(=O)c2c(Br)ccc(Br)c2N)N=N1
C#CCCC1(CCOC(=O)C(CCC)C(C)C)N=N1
C#CCCC1(CCNC(=O)c2ccc(-c3ccc(Cl)cc3)c(F)c2)N=N1
C#CCCC1(CCOC(=O)c2c(C)coc2CC)N=N1
C#CCCC1(CCNC(=O)C2CC(=O)N(CCCC)C2c2ccc(OC)cc2)N=N1
