C#CCCC1(CCNC(=O)c2ccc3cc(C#N)ccc3c2)N=N1
C#CCCC1(CCC(=O)NC2CCCc3ccc(C(C)(C)C)cc32)N=N1
C#CCCC1(CCC(=O)NNC(=O)c2ccc(C(F)(F)F)cc2)N=N1
C#CCCC1(CC(=O)N2CC3(CCOCC3)CC2CO)N=N1
C#CCCC1(CCn2cccn2)N=N1
C#CCCC1(CCC(=O)NC2(C#N)CCOCC2)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C)c2cncs2)N=N1
C#CCCC1(CCC(=O)NNC(=O)c2cc(-c3cccs3)n[nH]2)N=N1
C#CCCC1(CC(=O)OCc2cccc(C)c2C(F)(F)F)N=N1
C#CCCC1(CC(=O)OCCC2CCCCNC2=O)N=N1
C#CCCC1(CCNC(=O)c2csc(-c3cccnc3)n2)N=N1
C#CCCC1(CCOC(=O)C2=CCC(C)CC2)N=N1
C#CCCC1(CCC(=O)NCC2(CN)CCOCC2)N=N1
C#CCCC1(CC(=O)O[C@@H]2CCN(C(=O)OC(C)(C)C)[C@@H]2C)N=N1
C#CCCC1(CCCNC(=O)CCC(C)(C)[N+](=O)[O-])N=N1
C#CCCC1(CCNC(=O)C2[C@@H](C)[C@H]2C)N=N1
C#CCCC1(CCC(=O)NC(CO)CC(=O)OCC)N=N1
C#CCCC1(CCC(=O)Nc2ccc(CNC(=O)N(C)C)cc2)N=N1
C#CCCC1(CCNC(=O)c2c[nH]nc2-c2ccccc2Cl)N=N1
C#CCCC1(CC(=O)Nc2ccc3c(c2)CS(=O)(=O)C3)N=N1
C#CCCCC1(CCCC(=O)N2CCC(C(=O)N3CCCCCC3)CC2)N=N1
C#CCCC1(CC(=O)OCCCCCCCCCCCCCCC)N=N1
C#CCCC1(CCC(=O)Nc2cccc(SC)c2C)N=N1
C#CCCC1(CCCNC(=O)CC2COCCO2)N=N1
C#CCCC1(CCOC(=O)CSCC(=O)NCCc2ccc(OC)cc2)N=N1
C#CCCC1(CCCNC(=O)CC(c2ccc(F)cc2Cl)C(F)F)N=N1
C#CCCC1(CCNS(=O)(=O)c2ccc(Br)cc2[N+](=O)[O-])N=N1
C#CCCC1(CC(=O)N(C)CC2(CNC(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CCOC(=O)C(C)Oc2ccc(C(C)(C)C)cc2C)N=N1
C#CCCC1(CC(=O)Nc2ccc(-c3nc(C4CC4)no3)cc2)N=N1
C#CCCC1(CC(=O)NCC2(C#N)CC2)N=N1
C#CCCC1(CC(=O)NC2(c3nc(C4CC4)cc(=O)[nH]3)CCCCC2)N=N1
C#CCCC1(CCC(=O)N2CCN(c3ccc(C(=O)OC)cc3)CC2C)N=N1
C#CCCC1(CCNC(=O)c2c3c(nn2C)CCC3)N=N1
C#CCCC1(CCNS(=O)(=O)c2cccc(F)c2C#N)N=N1
C#CCCC1(CCCNC(=O)c2cc[nH]c2C2CCC2)N=N1
C#CCCC1(CCC(=O)N2CC(C(=O)O)OC(C)(C)C2)N=N1
C#CCCC1(CC(=O)N2CCOC(c3cccc4ccccc34)C2)N=N1
C#CCCC1(CC(=O)NC(Cc2ccc(Br)cc2)C(=O)O)N=N1
C#CCCCC1(CCCC(=O)NNc2nc3ccccc3c(=O)n2-c2cccc(C)c2C)N=N1
C#CCCC1(CCCNC(=O)CC(O)C(C)CC)N=N1
C#CCCC1(CCC(=O)N2CCCC(CO)(CO)C2)N=N1
C#CCCC1(CCCNC(=O)C2CNCc3nccn3C2)N=N1
C#CCCC1(CC(=O)N2CCCCC2C(=O)Nc2ccc3c(c2)CCO3)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C)c2ccc(SC)cc2)N=N1
C#CCCC1(CCC(=O)OC(CC)c2cccnc2F)N=N1
C#CCCC1(CCNC(=O)C(=Cc2cccc(C)c2)c2cccs2)N=N1
C#CCCC1(CCC(=O)N2CCC3(CCNC3=O)C2)N=N1
C#CCCC1(CCC(=O)NCc2ccc(CN3CCC(C)CC3)cc2)N=N1
C#CCCC1(CCC(=O)NNc2nc(Cl)ncc2OC)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(F)c(C(F)(F)F)cc2Br)N=N1
C#CCCC1(CCC(=O)OCCc2ccc3ccccc3c2)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CCC[C@@H]2CO)N=N1
C#CCCC1(CCC(=O)N2CCCC2COc2ccc(S(N)(=O)=O)cc2)N=N1
C#CCCC1(CCOC(=O)C(c2ccc(Cl)cc2)N(C)C)N=N1
C#CCCC1(CCCNC(=O)CCc2nc(-c3ccc(CC)cc3)no2)N=N1
C#CCCC1(CCNC(=O)C2(CC=C)CCCN2C(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(F)(F)CC2)N=N1
C#CCCC1(CCC(=O)NC(C)c2coc3ccccc23)N=N1
C#CCCC1(CC(=O)N2CCCN(CC(=O)NC(C)C)CC2)N=N1
C#CCCCC1(CCCC(=O)N2CCC[C@H]2CN(C)C)N=N1
C#CCCCC1(CCCC(=O)NC[C@H](O)CO)N=N1
C#CCCCC1(CCCC(=O)N2CCOC(CNS(C)(=O)=O)C2)N=N1
C#CCCC1(CCOC(=O)c2c(C)nn(-c3ccccc3Cl)c2C(F)F)N=N1
C#CCCC1(CCC(=O)OCCC(C)(C)C#N)N=N1
C#CCCC1(CCC(=O)OCc2ccc(C(C)C)cc2)N=N1
C#CCCC1(CC(=O)N(CC)CCN(CC)C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCOC(=O)Cc2csc(COc3ccc(Cl)cc3)n2)N=N1
C#CCCC1(CC(=O)OCC(C)(C)C2CCCO2)N=N1
C#CCCC1(CCOC(=O)CC2OCCc3ccccc32)N=N1
C#CCCCC1(CCCC(=O)OCC(C(=O)N(C)C)c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc([C@H](C)N)cc2)N=N1
C#CCCC1(CCC(=O)NC2c3cc(OC)ccc3CCC2OC)N=N1
C#CCCC1(CC(=O)N2CCN(c3ccccc3OC)CC2)N=N1
C#CCCC1(CC(=O)NC2c3ccc(Br)cc3CC2(C)C)N=N1
C#CCCC1(CC(=O)NC2COc3c(cccc3OC)C2)N=N1
C#CCCCC1(CCCC(=O)NCCc2ccc(OC)c(C)c2)N=N1
C#CCCCC1(CCCC(=O)OC2CCCCCCC2)N=N1
C#CCCC1(CCC(=O)N2CCCC3(C2)C(=O)NCCN3C)N=N1
C#CCCCC1(CCCC(=O)N=S2(=O)CC3(CCN(C(=O)OC(C)(C)C)CC3)C2)N=N1
C#CCCCC1(CCCC(=O)OCc2cccc(OC(F)F)n2)N=N1
C#CCCC1(CC(=O)N2CCN(c3ncc(I)cn3)CC2)N=N1
C#CCCC1(CC(=O)N2CCN(C3CCOCC3OC)CC2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnn(-c3ccccc3Br)c2)N=N1
C#CCCC1(CCNC(=O)C2CC(C)CCN2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)NC2CCOc3c(F)cccc32)N=N1
C#CCCC1(CCNS(=O)(=O)c2cc(C(=O)OC)c(F)cc2OC)N=N1
C#CCCC1(CCCNC(=O)C[C@@H]2NC(=O)c3ccccc3NC2=O)N=N1
C#CCCC1(CCC(=O)N2C[C@@H]3CC[C@H]2[C@H](C(=O)O)C3)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)Cc2cccc(Br)c2C)N=N1
C#CCCC1(CCC(=O)N2CCN(CC(=O)NCC)CC2)N=N1
C#CCCC1(CCC(=O)N2CCN(Cc3ccccc3)CC2c2ccccc2)N=N1
C#CCCC1(CCNC(=O)C2(CNC(=O)OC(C)(C)C)CC3CCCC3C2)N=N1
C#CCCC1(CC(=O)N2CC3(C)CC2(C(=O)O)C3)N=N1
C#CCCC1(CCCNC(=O)C2CC=CCC2)N=N1
C#CCCCC1(CCCC(=O)N(C)c2ccc(C(=O)O)cc2)N=N1
C#CCCC1(CCC(=O)N2CCCN(c3ccc(C)cc3)CC2)N=N1
C#CCCC1(CCNC(=O)c2nn(-c3ccccc3F)c3c2CCC3)N=N1
C#CCCC1(CCC(=O)Nc2cccnc2OCCOC)N=N1
C#CCCC1(CCNC(=O)C2(C(=O)OC)CCNCC2)N=N1
C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)N3CCCC3)ccc2Cl)N=N1
C#CCCC1(CCC(=O)N(CC)Cc2cc(C)c(OCc3ccc(C)cc3)c(C)c2)N=N1
C#CCCCC1(CCCC(=O)NC(CN(C)C)c2cccc(C(F)(F)F)c2)N=N1
C#CCCC1(CCCNC(=O)CO[C@H]2CC[C@H](NC(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CC(=O)N2CCCc3nc(OC)ccc32)N=N1
C#CCCC1(CC(=O)N(Cc2scnc2C)CC2CCNC2)N=N1
C#CCCCC1(CCCC(=O)OC(CCOC)C(C)(C)C)N=N1
C#CCCC1(CC(=O)Nc2csnc2-c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)NCCc2c(C)sc3ccccc23)N=N1
C#CCCC1(CCSc2nc(-c3cccs3)cn2-c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2CCC3(CCCN3C(C)=O)CC2)N=N1
C#CCCC1(CCC(=O)NCC2CCN(C(=O)OC)C2)N=N1
C#CCCC1(CCOC(=O)c2c(-c3ccccc3F)noc2C)N=N1
C#CCCC1(CCCNC(=O)c2cc(C)c(Cl)cc2OC)N=N1
C#CCCCC1(CCCC(=O)OC2CCC(CCC(=O)OC)CC2)N=N1
C#CCCC1(CCC(=O)OCc2cc(C(=O)OC)c(C)o2)N=N1
C#CCCC1(CC(=O)NCCCSc2ccccc2)N=N1
C#CCCC1(CCCNC(=O)[C@H]2CCCC[C@H]2CN)N=N1
C#CCCC1(CCNC(=O)c2cnc3ccc(C)cn23)N=N1
C#CCCCC1(CCCC(=O)NC(C)C(=O)OCc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2cc(C(=O)O)c(C)o2)N=N1
C#CCCCC1(CCCC(=O)NCC(C)(C)Cc2ccccc2)N=N1
C#CCCC1(CCNC(=O)[C@H](O)CC)N=N1
C#CCCC1(CC(=O)NC2CCCC(C(=O)O)CCC2)N=N1
C#CCCC1(CC(=O)N(C)Cc2ccc3c(c2)OCO3)N=N1
C#CCCC1(CCC(=O)N(C)C(CC)c2cc(Cl)cc(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)N2CC[C@H](Oc3ccc(F)cc3)C2)N=N1
C#CCCCC1(CCCC(=O)NC(C#C)CC2CC2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(C#C)cc2C)N=N1
C#CCCC1(CCCNC(=O)Cc2cocn2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(C(=O)OC(C)(C)C)CC23CC3)N=N1
C#CCCC1(CCC(=O)Nc2nc(-c3cc(C)c(C)cc3C)cs2)N=N1
C#CCCC1(CCCNC(=O)C(Cc2ccccc2)N(CC)C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCCNS(=O)(=O)c2sc3cccc(Cl)c3c2C)N=N1
C#CCCC1(CCC(=O)NC2(CC(=O)OC)CS(=O)(=O)C2)N=N1
C#CCCC1(CC(=O)N2CCC(O)(Cc3ccccc3F)CC2)N=N1
C#CCCC1(CCNC(=O)C2(C(C)(C)C)CCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCCNC(=O)C(CCSC)NC(=O)C2CC2)N=N1
C#CCCCC1(CCCC(=O)NC(C)Cc2cc(OC)ccc2O)N=N1
C#CCCC1(CCC(=O)NC(CCCCC)c2ccccc2)N=N1
C#CCCC1(CCNC(=O)c2cccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)c2)N=N1
C#CCCC1(CCNC(=O)c2cc3ncc(C(C)C)cc3[nH]2)N=N1
C#CCCC1(CCNC(=O)C(C)OC2CCCCC2)N=N1
C#CCCC1(CC(=O)NCC(NC(=O)OC(C)(C)C)c2ccc(C(C)C)cc2)N=N1
C#CCCC1(CCC(=O)NCCCn2cccc2)N=N1
C#CCCCC1(CCCC(=O)N(CCOC)C2CCOC2C)N=N1
C#CCCC1(CC(=O)N[C@@H](CCCC)C(=O)O)N=N1
C#CCCC1(CCC(=O)NCc2cncc(C(=O)O)c2)N=N1
C#CCCC1(CCC(=O)N2CCc3cc(F)c(OC)cc3C2)N=N1
C#CCCC1(CCOC(=O)C2CC3C=CC2N(C(=O)OC)C3)N=N1
C#CCCC1(CC(=O)NC2CC(n3cnnc3)C2)N=N1
C#CCCC1(CCNC(=O)c2ccc(N3CCC(C)(C)C3)cc2)N=N1
C#CCCC1(CC(=O)N(C)Cc2cc(OC)c(OC)cc2C)N=N1
C#CCCC1(CCNC(=O)CC2COC3(CCC3)CN2)N=N1
C#CCCC1(CCC(=O)OCc2c(F)cc(C(F)(F)F)cc2F)N=N1
C#CCCC1(CCC(=O)Nc2ccc3nc(C)nn3c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC3CC(C(=O)OC)CCC32)N=N1
C#CCCCC1(CCCC(=O)N2C3CCC2CC(OCC)C3)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2cccc(Cl)c2Br)N=N1
C#CCCC1(CCCNC(=O)C2(CC(C)=O)CCC2)N=N1
C#CCCC1(CC(=O)N2CCN(S(=O)(=O)c3ccc(CCC)cc3)CC2)N=N1
C#CCCCC1(CCCC(=O)NCC(Cc2ccccc2)C(=O)NC)N=N1
C#CCCC1(CC(=O)N2CCC(N3CCCCC3)C2)N=N1
C#CCCCC1(CCCC(=O)NCCC(C)c2nc[nH]n2)N=N1
C#CCCCC1(CCCC(=O)OCCC2CC2(Cl)Cl)N=N1
C#CCCC1(CCOC(=O)C2(c3ccc(C)cc3)CC2)N=N1
C#CCCC1(CC(=O)NC2CCN(OC)CC2)N=N1
C#CCCCC1(CCCC(=O)Oc2ccc(C)cc2C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)NCCS(=O)(=O)NCc2ccc(F)cc2)N=N1
C#CCCCC1(CCCC(=O)N2CC(c3nocc3C)C2)N=N1
C#CCCC1(CCC(=O)N2CCCC[C@@H]2C(F)(F)F)N=N1
C#CCCC1(CC(=O)N2CCCC2C(=O)Nc2ccc(Cl)cc2Cl)N=N1
C#CCCCC1(CCCC(=O)N2CCN(C(C(N)=O)c3ccc(Cl)cc3)CC2)N=N1
C#CCCC1(CCNC(=O)Cc2csc(NC(=O)c3cccs3)n2)N=N1
C#CCCCC1(CCCC(=O)N(C)C(C)(C)CO)N=N1
C#CCCC1(CCC(=O)N(CC)C2CCN(CC(F)(F)F)C2)N=N1
C#CCCC1(CC(=O)N2CCC3(CCC(=O)N3)C2)N=N1
C#CCCC1(CCCNC(=O)CCc2c(C)nc(N3CCOCC3)[nH]c2=O)N=N1
C#CCCC1(CCOC(=O)[C@H]2C[C@@]23CCOc2ccc(Cl)cc23)N=N1
C#CCCC1(CC(=O)NC2CN(C3CCCN(CC)C3=O)C2)N=N1
C#CCCC1(CCNC(=O)c2ccccc2Nc2ccc(OC(F)F)cc2)N=N1
C#CCCC1(CC(=O)N(C)C(c2ccccc2)c2ccccn2)N=N1
C#CCCCC1(CCCC(=O)NCC(OCC)C2CCCOC2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC2C2CCNC2=O)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cscc2C(F)F)N=N1
C#CCCC1(CC(=O)N2C[C@@H](C(F)(F)F)OC[C@H]2C(=O)O)N=N1
C#CCCC1(CCC(=O)NCCNC(=O)NC(C)C)N=N1
C#CCCC1(CC(=O)Nc2cc(C)n(-c3ccc(C)cc3)n2)N=N1
C#CCCC1(CCC(=O)NCC(C)CN2CCOC2=O)N=N1
C#CCCC1(CCNS(=O)(=O)c2cccnc2OCC)N=N1
C#CCCCC1(CCCC(=O)N2CCCC2(COC)C(N)=O)N=N1
C#CCCC1(CCC(=O)N2CCCC(n3cnc4ccccc4c3=O)C2)N=N1
C#CCCC1(CCNC(=O)c2cc3c([nH]c2=O)CCC(C)(C)C3)N=N1
C#CCCC1(CCC(=O)N[C@H](c2ccccc2)c2ccc(C)cc2C)N=N1
C#CCCC1(CCNC(=O)Cc2ccc(-c3nnc[nH]3)cc2)N=N1
C#CCCCC1(CCCC(=O)NCc2cc(F)ccc2F)N=N1
C#CCCCC1(CCCC(=O)N2CCN(c3ccccc3OC(F)F)CC2)N=N1
C#CCCC1(CCC(=O)NC(c2nc(-c3nnc[nH]3)no2)C(C)(C)C)N=N1
C#CCCC1(CCC(=O)OC(CC#N)C(OCC)OCC)N=N1
C#CCCC1(CCCNC(=O)c2ncoc2C(C)(C)C)N=N1
C#CCCC1(CC(=O)N2CCCN(c3cccc(F)c3F)CC2)N=N1
C#CCCC1(CC(=O)N2CCc3c(cccc3NC(=O)Nc3ccccc3)C2)N=N1
C#CCCC1(CC(=O)Nc2cccc(N3CCCCCC3)c2)N=N1
C#CCCC1(CCNC(=O)c2ccc(C(=O)O)cc2)N=N1
C#CCCC1(CC(=O)NCc2nnc(CCC(=O)OCC)s2)N=N1
C#CCCCC1(CCCC(=O)NCC(C)(C)N2CCc3ccccc3C2)N=N1
C#CCCC1(CC(=O)NC[C@H]2CCC[C@@H](CO)C2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)CC2(C#N)CCS(=O)(=O)CC2)N=N1
C#CCCC1(CCNS(=O)(=O)CC(C)C#N)N=N1
C#CCCC1(CC(=O)NCC2CCCN2CCCO)N=N1
C#CCCC1(CCNC(=O)c2cccc3c2ccn3CC(C)C)N=N1
C#CCCC1(CCCNC(=O)C(F)(F)c2cccc(F)n2)N=N1
C#CCCC1(CCC(=O)N=S2(=O)CCC3(CC2)CC(C(=O)OC)N(C(=O)OC(C)(C)C)C3)N=N1
C#CCCC1(CCSc2nc3c(F)c(F)c(F)cc3o2)N=N1
C#CCCC1(CCCNC(=O)c2cc(S(=O)(=O)N(C)C)oc2C)N=N1
C#CCCC1(CCNC(=O)C2C[C@@H]3OC(C)(C)O[C@@H]3C2)N=N1
C#CCCC1(CCC(=O)O[C@H]2C[C@@H](OC)C2)N=N1
C#CCCC1(CCNC(=O)c2csc3c2CCC(C)(C)C3)N=N1
C#CCCC1(CCCNS(=O)(=O)CC(CC(C)C)OC)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)C2CCCC2)N=N1
C#CCCC1(CCNC(=O)CCn2ncc(=O)c3ccccc32)N=N1
C#CCCC1(CCNC(=O)C2Cc3cc(Br)ccc3O2)N=N1
C#CCCC1(CCOC(=O)CCNC(=O)c2cccc(C)c2)N=N1
C#CCCC1(CCNC(=O)C2(c3cccc(Cl)c3)CCC2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2ccc(OCCC)c(C(C)C)c2)N=N1
C#CCCC1(CC(=O)Nc2cc(F)c(N3CCCS3(=O)=O)c(F)c2)N=N1
C#CCCC1(CCC(=O)N2CCC(CCF)C2)N=N1
C#CCCC1(CCOC(=O)CCc2c(NC(=O)OC(C)(C)C)cnn2C)N=N1
C#CCCC1(CCOC(=O)c2cc3c(C)sc(C)c3s2)N=N1
C#CCCC1(CC(=O)OCCN2C(=O)NC3(CCCCC3)C2=O)N=N1
C#CCCC1(CCC(=O)NCC(C)C(=O)OC)N=N1
C#CCCC1(CCCNC(=O)C2CNCc3ccnn3C2)N=N1
C#CCCC1(CC(=O)N2CCCC(N3CCCC3)C2)N=N1
C#CCCC1(CC(=O)Nc2ccccc2SCC(C)C#N)N=N1
C#CCCC1(CCC(=O)N(C)C2(C)CCCC2)N=N1
C#CCCC1(CC(=O)NCC(C)(C)C#C)N=N1
C#CCCC1(CCCNC(=O)c2cnn(-c3ncc(Cl)cc3Cl)c2C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)N(CCF)C2CCCCC2)N=N1
C#CCCCC1(CCCC(=O)N2CCCN(c3ccc(C#N)cc3F)CC2)N=N1
C#CCCC1(CC(=O)OCC=CC=CC)N=N1
C#CCCC1(CCNC(=O)C2CC2C(=O)OC)N=N1
C#CCCC1(CC(=O)N(Cc2ccco2)c2ccc(F)cc2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2ccc(NC(=O)C(C)(C)C)cc2)N=N1
C#CCCC1(CCC(=O)NC(c2ccccc2)C2(O)CCC2)N=N1
C#CCCC1(CCC(=O)NNC(=O)c2nn(-c3ccccc3)cc2O)N=N1
C#CCCC1(CCSc2nnc(-c3cccc(C)c3)n2-c2ccc(OCC)cc2)N=N1
C#CCCCC1(CCCC(=O)NCC2(CO)CN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCCNC(=O)c2cnc(N)s2)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2csc(CC)n2)N=N1
C#CCCCC1(CCCC(=O)N(CC=C)C2CCN(C)CC2)N=N1
C#CCCC1(CC(=O)NC(C)(C)COc2ncc(C(F)(F)F)cc2Cl)N=N1
C#CCCC1(CCCNC(=O)C(Cc2ncccc2C)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCNC(=O)c2nn(C(C)(C)C)cc2Br)N=N1
C#CCCC1(CCOC(=O)c2cc(-c3ccc(F)cc3)ns2)N=N1
C#CCCC1(CCCNC(=O)C2CC(=O)N(C)C2c2cccc(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)N2Cc3ccccc3-c3ccccc32)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(N3CCOCC3)ccc2Br)N=N1
C#CCCC1(CC(=O)OCC2CCC(C(=O)OC)CC2)N=N1
C#CCCC1(CC(=O)N(C)C2CCC(C(C)(C)C)CC2)N=N1
C#CCCC1(CCC(=O)OCc2ccc(Cl)cc2C(F)F)N=N1
C#CCCC1(CCSc2nnnn2-c2ccc(C)cc2C)N=N1
C#CCCC1(CCSc2ccc(OC3CC3)cc2)N=N1
C#CCCC1(CCC(=O)N(CCO)C(C)(C)C)N=N1
C#CCCC1(CCC(=O)N2CCCCC3(CCN(C(=O)OC(C)(C)C)C3)C2)N=N1
C#CCCC1(CCC(=O)N2CCNC(Cc3ccccc3)C2)N=N1
C#CCCC1(CC(=O)N2CCCC2c2ccc(Br)cn2)N=N1
C#CCCC1(CCOC(=O)C(CNC(=O)OC(C)(C)C)c2ccc(F)cc2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cc(C(=O)OC)oc2CC)N=N1
C#CCCC1(CCNC(=O)c2ccccc2OCc2csc(C)n2)N=N1
C#CCCC1(CCC(=O)N2CC(O)(C3CCCN3C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cc(C(=O)OC)ccn2)N=N1
C#CCCC1(CCC(=O)OCCc2c(C(=O)OC)[nH]n(-c3ccc(C#N)cc3)c2=O)N=N1
C#CCCC1(CC(=O)Nc2ccc(F)c(N3CCCC3=O)c2)N=N1
C#CCCCC1(CCCC(=O)NC(C(=O)O)[C@@H]2C[C@H]2C(=O)O)N=N1
C#CCCC1(CC(=O)Nc2ccc3cnsc3c2)N=N1
C#CCCCC1(CCCC(=O)NCC(OC)C(C)(C)C)N=N1
C#CCCC1(CCC(=O)N2CCCC2CC(=O)c2ccccc2)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(C)C)cc2F)N=N1
C#CCCC1(CCCNC(=O)C2(OCC(F)(F)F)CN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CC(=O)N2C[C@@H](OC)C[C@H]2CNC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)OCCc2ccc3cccnc3c2)N=N1
C#CCCC1(CCOC(=O)c2cncc3c2CCNC3=O)N=N1
C#CCCC1(CCNC(=O)C2CCC3(C2)CC3C(=O)OC(C)(C)C)N=N1
