C#CCCC1(CC(=O)NCCc2ncccc2C)N=N1
C#CCCC1(CCCNC(=O)COC(C)C)N=N1
C#CCCC1(CC(=O)N2CCCN(c3ncccc3C(N)=O)CC2)N=N1
C#CCCC1(CCNC(=O)[C@]23C[C@H]2Cc2c[nH]nc23)N=N1
C#CCCC1(CC(=O)N2CCC(C(F)(F)F)C2)N=N1
C#CCCC1(CCNC(=O)C(CC)CCCCCCCCC)N=N1
C#CCCC1(CCC(=O)NNC(=O)C2COCCN2C(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)NCC(OC(C)(C)C)C(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)N[C@H](C(F)F)C2CC2)N=N1
C#CCCCC1(CCCC(=O)NC2CNCCNC2=O)N=N1
C#CCCC1(CCOC(=O)c2cn(C3CC3)nn2)N=N1
C#CCCC1(CCC(=O)OCC2CC23CCC3)N=N1
C#CCCC1(CCC(=O)N2CCCN(CC(=O)NC(C)(C)C)CC2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(CNC(=O)Cc3ccc(OC)cc3)cc2)N=N1
C#CCCC1(CC(=O)N2C[C@H]3CCCO[C@@]3(C(=O)O)C2)N=N1
C#CCCC1(CC(=O)NCC2CN(C3CC3)C2)N=N1
C#CCCC1(CC(=O)NCc2ccc(CCO)cc2)N=N1
C#CCCC1(CC(=O)N2CCCC2(CC)CC(C)C)N=N1
C#CCCC1(CC(=O)NCC(c2ccccc2)C2CCC2)N=N1
C#CCCC1(CCCNC(=O)C2(c3ccc(C(C)(C)C)cc3)CCC2)N=N1
C#CCCC1(CCOC(=O)Cc2cc(Br)cc(I)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(N3CCC[C@@H](C(=O)N4CCOCC4)C3)CC2)N=N1
C#CCCC1(CCNC(=O)c2ccc3ncn(-c4ccc(Cl)cc4)c3c2)N=N1
C#CCCC1(CC(=O)N2CCCC(CC)(C(=O)N(CC)CC)C2)N=N1
C#CCCC1(CCC(=O)N[C@H](CS)C(=O)O)N=N1
C#CCCC1(CCCNC(=O)C(CC2CC2)CC2CC2)N=N1
C#CCCC1(CC(=O)Nc2ccc(N3CCOCC3)cc2Cl)N=N1
C#CCCC1(CCC(=O)NCC(C)(C(=O)OC)c2ccccc2F)N=N1
C#CCCC1(CCC(=O)N[C@H](C)c2ccc(Cl)c(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)NC(C2CCCCC2)C(N)C(C)C)N=N1
C#CCCC1(CCNC(=O)c2cc(Cl)c(O)cc2C)N=N1
C#CCCC1(CC(=O)N2[C@H]3CC[C@@H]2C[C@H](c2nccn2C)C3)N=N1
C#CCCCC1(CCCC(=O)NCCc2cn(C)c3cc(Cl)ccc23)N=N1
C#CCCCC1(CCCC(=O)NC23COC(C(=O)OCC)(C2)C3)N=N1
C#CCCC1(CCC(=O)N2[C@H]3CC[C@@H]2C[C@H](CNC(C)=O)C3)N=N1
C#CCCC1(CCC(=O)NC(C)c2ccccc2-c2ccc(F)cc2)N=N1
C#CCCC1(CC(=O)NC2CCN(c3ccc(C(F)(F)F)cc3)C2)N=N1
C#CCCC1(CCC(=O)NC(C)(CO)CC(F)F)N=N1
C#CCCC1(CCCNC(=O)c2cc(-c3ccncc3)on2)N=N1
C#CCCC1(CC(=O)NCCCc2cncnc2)N=N1
C#CCCC1(CCCNS(=O)(=O)CC2CC(C)C2)N=N1
C#CCCCC1(CCCC(=O)NC(C)(C)Cc2ccc(F)c(OC)c2)N=N1
C#CCCC1(CC(=O)N(CC2CC2)c2ccc(NS(C)(=O)=O)cc2)N=N1
C#CCCC1(CCNC(=O)c2cc3c(C4CC4)cccc3[nH]2)N=N1
C#CCCC1(CCC(=O)NC2(C3CC3)CCCOC2)N=N1
C#CCCC1(CCCNC(=O)Cc2c[nH]cn2)N=N1
C#CCCCC1(CCCC(=O)NC(C(=O)OC)c2ccc(OC)c(O)c2)N=N1
C#CCCCC1(CCCC(=O)NCc2ncoc2C2CN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CC(=O)NC[C@@H]2CCO[C@@H]2c2ncn[nH]2)N=N1
C#CCCCC1(CCCC(=O)NNc2nnc(C)n2C)N=N1
C#CCCC1(CC(=O)N2CCC(CCNC)CC2)N=N1
C#CCCC1(CCC(=O)N2CCc3sc(CNC(=O)OC(C)(C)C)nc3C2)N=N1
C#CCCC1(CC(=O)N(CCC)C(C)C(=O)O)N=N1
C#CCCC1(CCCNC(=O)C2CNC3COCC3O2)N=N1
C#CCCCC1(CCCC(=O)Nc2n[nH]cc2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)NC2(c3cc(Br)ccc3C)CC2)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CCCCC[C@H]2C(=O)OC)N=N1
C#CCCC1(CCC(=O)N2C[C@@H](Oc3ccccc3)C[C@H]2C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)N2CC3CC(N)CC2C3)N=N1
C#CCCC1(CC(=O)N2CCCC(CC#C)C2)N=N1
C#CCCC1(CC(=O)NCC2(SC)CCOCC2)N=N1
C#CCCC1(CCCNC(=O)c2cc3ccccc3cc2OC)N=N1
C#CCCC1(CCC(=O)N2CC(O)(C3(CO)CN(C(=O)OC(C)(C)C)C3)C2)N=N1
C#CCCCC1(CCCC(=O)NCCc2c(C)cccc2C)N=N1
C#CCCC1(CC(=O)NCC(C)(O)CN(C)C)N=N1
C#CCCCC1(CCCC(=O)NCC2(C)OCCc3ccccc32)N=N1
C#CCCCC1(CCCC(=O)N2CCN(S(=O)(=O)c3ccc(C(=O)OCC)cc3)CC2)N=N1
C#CCCC1(CC(=O)NC[C@H](O)c2ccc(F)c(Br)c2)N=N1
C#CCCC1(CCC(=O)Nc2cccc(Cc3nc4ccccc4[nH]3)c2)N=N1
C#CCCC1(CCC(=O)N2CCCC(n3ccc(C(=O)O)n3)C2)N=N1
C#CCCC1(CCOC(=O)C2(c3ccccc3)CCN(S(=O)(=O)CC)CC2)N=N1
C#CCCC1(CCC(=O)NNc2cc(Cl)ccc2Cl)N=N1
C#CCCC1(CCC(=O)NCCCCCC(=O)N(C)C)N=N1
C#CCCC1(CCC(=O)N[C@H]2C[C@@]3(C(=O)OC(C)(C)C)C[C@@H]23)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(Br)c(Cl)c2C)N=N1
C#CCCC1(CCCNS(=O)(=O)C2(COC)CCC2)N=N1
C#CCCC1(CCC(=O)NCc2ccc(-n3ccnc3C)c(F)c2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)CCOCc2ccccc2)N=N1
C#CCCC1(CCCNC(=O)CCCc2ccc(OC)cc2OC)N=N1
C#CCCC1(CCC(=O)Nc2nc3c(s2)CC(C(=O)O)CCC3(F)F)N=N1
C#CCCC1(CCOC(=O)C2(C)CCN(CC(F)(F)F)CC2)N=N1
C#CCCC1(CC(=O)Nc2sc(C)c(C)c2C(=O)OCC)N=N1
C#CCCC1(CC(=O)Nc2c[nH]nc2-c2ccccc2F)N=N1
C#CCCC1(CCC(=O)N2CCOCc3ccc(C(=O)OC)cc32)N=N1
C#CCCC1(CCOC(=O)c2cc(-c3ccc(Cl)cc3)n(C)n2)N=N1
C#CCCC1(CCC(=O)N2CCN(c3cccc4cc[nH]c34)CC2)N=N1
C#CCCC1(CCNC(=O)C2CCCN(C(=O)CN(C)c3ccc(Cl)cn3)C2)N=N1
C#CCCC1(CCC(=O)N2CCCC[C@@H]2C(C)(C)OC)N=N1
C#CCCC1(CCCNC(=O)c2ccc(Oc3ccc(C)cc3)cn2)N=N1
C#CCCC1(CCC(=O)N2C[C@@H](O)[C@H](N(C)CC(=O)O)C2)N=N1
C#CCCC1(CC(=O)N2CCC[C@H]2CN2CCC(CO)CC2)N=N1
C#CCCC1(CCC(=O)N2CCCCC2CCNC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)NCC(N)c2ccc(F)cc2)N=N1
C#CCCC1(CCOC(=O)c2cc(C(N)=O)cn2C)N=N1
C#CCCCC1(CCCC(=O)NC2CCCN(c3ccccc3OC)C2)N=N1
C#CCCC1(CCC(=O)N2CC=C(c3cnnn3C)CC2)N=N1
C#CCCCC1(CCCC(=O)N2CCCc3c[nH]nc32)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)c2cc(Cl)c(Br)s2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)C2CCC(C)C2)N=N1
C#CCCC1(CC(=O)Nc2cccc(C(=O)NCC(N)=O)c2)N=N1
C#CCCC1(CC(=O)N2CCN(Cc3cc(C)ccc3OC)CC2)N=N1
C#CCCCC1(CCCC(=O)OC2CCCC(C)C2C)N=N1
C#CCCCC1(CCCC(=O)NC[C@@H](O)CCO)N=N1
C#CCCC1(CC(=O)NC(C)c2cccc3cc[nH]c23)N=N1
C#CCCC1(CCC(=O)N2CCN(C(=O)OC(C)(C)C)C(C3CC3)C2)N=N1
C#CCCC1(CCSc2nnc(-c3ccc(F)cc3)o2)N=N1
C#CCCC1(CCC(=O)N2CC(Cc3cc(F)ccc3F)C2)N=N1
C#CCCC1(CCOC(=O)c2ccc(-c3cscn3)cc2)N=N1
C#CCCC1(CCOC(=O)C(C)OCC2CC2)N=N1
C#CCCCC1(CCCC(=O)N2C[C@@H](O)C[C@H]2COC)N=N1
C#CCCC1(CC(=O)N[C@@H](CC(=O)O)CC2CCCCC2)N=N1
C#CCCCC1(CCCC(=O)NCC2CNC(C)C2)N=N1
C#CCCC1(CCOC(=O)c2ccc(Cl)cc2OCC)N=N1
C#CCCC1(CCNC(=O)c2cccc(-c3cnco3)c2)N=N1
C#CCCC1(CCOC(=O)Cn2cc(C3CC3)cn2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc3c(cc2Cl)OCO3)N=N1
C#CCCC1(CCCNC(=O)C2CC(=O)N(c3ccc(F)c(F)c3)C2)N=N1
C#CCCC1(CC(=O)N2CC(NC(=O)OC(C)(C)C)CC23CCCC3)N=N1
C#CCCCC1(CCCC(=O)NCCC(C(=O)OC)c2c[nH]nc2C(F)(F)F)N=N1
C#CCCC1(CCNC(=O)CN2CCC(CNC(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CCOC(=O)CC2(C#N)CCCCC2)N=N1
C#CCCC1(CCC(=O)N2CCP(=O)(C(C)C)CC2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(C(=O)OC(C)(C)C)cc2Br)N=N1
C#CCCC1(CCSc2nnc(CCN3CCCCC3)n2CC=C)N=N1
C#CCCC1(CC(=O)N2CCN(c3nnc(C(F)(F)F)s3)CC2)N=N1
C#CCCCC1(CCCC(=O)NCC[C@H](C)O)N=N1
C#CCCC1(CCCNC(=O)c2ccn(-c3ccc(C)cc3)n2)N=N1
C#CCCC1(CC(=O)N[C@H]2CNCC[C@H]2F)N=N1
C#CCCC1(CC(=O)N2CCN(c3ccc(-n4ccnc4)cc3)CC2)N=N1
C#CCCC1(CCNC(=O)[C@@H]2C[C@@H]3CC[C@H](C2)C3(F)F)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2cccc3c(C)ccnc23)N=N1
C#CCCCC1(CCCC(=O)N(CC)C2CCN(C)CC2)N=N1
C#CCCC1(CCC(=O)NC(CO)c2ccccc2I)N=N1
C#CCCCC1(CCCC(=O)Nc2ncn(Cc3cncc(F)c3)n2)N=N1
C#CCCC1(CC(=O)NC(C)(CC(=O)O)c2cccnc2)N=N1
C#CCCC1(CCC(=O)N[C@@H]2CC[C@@H]2Cc2ccccc2)N=N1
C#CCCC1(CCC(=O)NC[C@]2(F)C[C@H](C(=O)O)C2)N=N1
C#CCCC1(CC(=O)N(Cc2ccccc2F)C2CC3CCC2C3)N=N1
C#CCCC1(CCCNC(=O)c2cc(OC(F)F)n(C)n2)N=N1
C#CCCC1(CC(=O)Nc2cc(NC(=O)Cn3cccnc3=O)ccc2F)N=N1
C#CCCC1(CC(=O)NC2(c3ccccc3Cl)CCC2)N=N1
C#CCCC1(CC(=O)N(CC)Cc2ccccc2C)N=N1
C#CCCCC1(CCCC(=O)N2CCOC(C)(C(=O)O)C2)N=N1
C#CCCCC1(CCCC(=O)OCCOc2ccnc3ccccc23)N=N1
C#CCCCC1(CCCC(=O)NC(CO)C2CC2)N=N1
C#CCCC1(CCCNC(=O)c2cc(Cl)c(F)cc2F)N=N1
C#CCCC1(CCC(=O)N2CCN(c3cccc(C#N)n3)CC2)N=N1
C#CCCC1(CCNC(=O)[C@@H]2CSCN2C(C)=O)N=N1
C#CCCCC1(CCCC(=O)N2CCNC(=O)C2C(=O)OC)N=N1
C#CCCC1(CCC(=O)N2CCN(Cc3cn4ccccc4n3)CC2)N=N1
C#CCCCC1(CCCC(=O)N2CC=C(c3ccccc3C(F)(F)F)CC2)N=N1
C#CCCC1(CCC(=O)NCCNC(=O)OC)N=N1
C#CCCCC1(CCCC(=O)NC2CCC(=O)c3ccccc32)N=N1
C#CCCC1(CCNC(=O)[C@H](O)[C@@H](C)CC)N=N1
C#CCCC1(CCNC(=O)C2(O)CCSC2)N=N1
C#CCCC1(CCC(=O)NC(CC(C)C)C(=O)N2CCNC(=O)C2)N=N1
C#CCCC1(CC(=O)NCc2cc3n(c2)CCCC3)N=N1
C#CCCC1(CCCNC(=O)Cn2cc(C#N)c(=O)[nH]c2=O)N=N1
C#CCCC1(CC(=O)N2C3CCC2CC(CC(F)F)C3)N=N1
C#CCCC1(CCNC(=O)C(C)(N)c2ccccc2Cl)N=N1
C#CCCC1(CCOC(=O)[C@H](C)OC(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)[C@H]2CC[C@@H](C)NC2)N=N1
C#CCCC1(CC(=O)N[C@@H](Cc2cn(CCC)cn2)C(=O)OC)N=N1
C#CCCC1(CCNC(=O)c2occ3c2CCC3)N=N1
C#CCCC1(CC(=O)N(CC)C2CC(C)(C)C2)N=N1
C#CCCC1(CCC(=O)Nc2cnc(C)c(C(=O)OC)c2)N=N1
C#CCCC1(CCNC(=O)C2(NC(=O)OC(C)(C)C)CCc3c(OC)cccc32)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3c(c2)N(S(N)(=O)=O)CC3)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cc3c(s2)CCN(C(C)=O)C3)N=N1
C#CCCC1(CCOC(=O)c2ccc(Oc3ccc(Cl)cc3)c(F)c2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CC(C(=O)OC(C)(C)C)C[C@@H]2n2ccnn2)N=N1
C#CCCC1(CCCNC(=O)c2cccc3c(C)n[nH]c23)N=N1
C#CCCC1(CCCNC(=O)COc2cccc(OC)c2)N=N1
C#CCCC1(CCC(=O)NCC[S+]([O-])CC(F)(F)F)N=N1
C#CCCC1(CCC(=O)Nc2ccc(NC(=O)Cn3cccn3)c(C)c2)N=N1
C#CCCC1(CCC(=O)NCC(c2ccc(OC(C)C)cc2)N(C)C)N=N1
C#CCCC1(CC(=O)NCC(c2ccccc2OC)N2CCCC2)N=N1
C#CCCCC1(CCCC(=O)NCc2ccc(Br)s2)N=N1
C#CCCC1(CCCNC(=O)C(Cc2cccnc2)C2CCCC2)N=N1
C#CCCCC1(CCCC(=O)N(C)[C@H]2C[C@@H]3CC[C@H](C2)N3C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCOC(=O)C(C)Cn2nnc3ccccc32)N=N1
C#CCCC1(CCC(=O)NCC2(C(C)(F)F)CCOCC2)N=N1
C#CCCC1(CCC(=O)N2CC(C)(C)OC3(CCOCC3)C2)N=N1
C#CCCC1(CCC(=O)N2CC(Cc3ccc(Br)c(C)c3)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3cn[nH]c3c2C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)NC2CC(C)(C)S(=O)(=O)C(C)(C)C2)N=N1
C#CCCC1(CCNC(=O)C(C)Oc2ccc(Cl)cc2C(C)=O)N=N1
C#CCCC1(CCNS(=O)(=O)Cc2c(C)cc(C#N)cc2C)N=N1
C#CCCC1(CC(=O)NC2CCNCCC2C(=O)OC)N=N1
C#CCCC1(CCOC(=O)[C@@H]2Cc3ccccc3CN2S(=O)(=O)c2cccs2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(Cl)cc2NC(=O)c2cccs2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3ccn(Cc4cccc(F)c4Cl)c3c2)N=N1
C#CCCC1(CCNC(=O)c2cc(Cl)cc(Cl)c2OC(F)F)N=N1
C#CCCC1(CCC(=O)Nc2cc(I)cc(C(F)(F)F)c2)N=N1
C#CCCC1(CC(=O)N2CCn3c(nn(CC(F)F)c3=O)C2)N=N1
C#CCCC1(CCCNC(=O)Cn2nc(C)cc2C(=O)O)N=N1
C#CCCC1(CCC(=O)NCC2(C(=O)OC(C)(C)C)CCCC2)N=N1
C#CCCC1(CCC(=O)NCC2(CN=[N+]=[N-])CC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc3c(c2)C=CC(C)(C)O3)N=N1
C#CCCC1(CCC(=O)Nc2ccc(Oc3ccccn3)cc2C)N=N1
C#CCCC1(CCC(=O)Nc2cnc(CCCC)nc2C)N=N1
C#CCCC1(CCOC(=O)C2CCOC2CNC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(F)(F)C23CCCC3)N=N1
C#CCCCC1(CCCC(=O)N(CCc2ccccc2)CC(=O)O)N=N1
C#CCCC1(CCNC(=O)c2ccc3noc(-c4ccccc4)c3c2)N=N1
C#CCCC1(CCC(=O)N(CCCC)Cc2ccc(C)cc2)N=N1
C#CCCC1(CC(=O)NCc2csc(C)n2)N=N1
C#CCCC1(CCC(=O)Nc2c(C)nn3cccnc23)N=N1
C#CCCCC1(CCCC(=O)NCC(C)(C)C(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)CNC(=O)c2cc3c(s2)CCCC3)N=N1
C#CCCC1(CC(=O)N2CCC(C(=O)N(C)C)CC2)N=N1
C#CCCC1(CCOC(=O)c2cncc(F)c2)N=N1
C#CCCCC1(CCCC(=O)NC2(Cc3cccc(F)c3)CC2)N=N1
C#CCCCC1(CCCC(=O)NCC(=C)CCNC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)Nc2c(CNC(=O)OC(C)(C)C)cnn2C)N=N1
C#CCCCC1(CCCC(=O)NC2(C3CCNC3)CC2)N=N1
C#CCCC1(CCNC(=O)C(N)Cc2cccc(C)c2)N=N1
C#CCCC1(CC(=O)N(Cc2ccccc2)CC2CN(C)CCO2)N=N1
C#CCCC1(CCOC(=O)CCCc2csc(C)n2)N=N1
C#CCCC1(CCCNC(=O)C(NC(=O)OC(C)(C)C)C2CC3CCC2C3)N=N1
C#CCCC1(CC(=O)NC2CN(c3cccnn3)C2)N=N1
C#CCCC1(CCCNC(=O)c2ccccc2-n2nc(C)cc2C)N=N1
C#CCCC1(CC(=O)N2CCCC(S(=O)(=O)N3CCOCC3)C2)N=N1
C#CCCCC1(CCCC(=O)N2[C@H](C(=O)OCC)[C@H]3CC[C@@H]2C3)N=N1
C#CCCC1(CCNC(=O)c2cnc(-c3c(Cl)cccc3Cl)s2)N=N1
C#CCCC1(CCCNC(=O)C2CCN(C(=O)C(C)C)CC2)N=N1
C#CCCC1(CCSc2ncnc3sccc23)N=N1
C#CCCC1(CCCNC(=O)[C@H](Cc2cn(Cc3ccccc3)cn2)NC(=O)OC(C)(C)C)N=N1
