C#CCCCC1(CCCC(=O)NCc2sc(C)nc2C)N=N1
C#CCCCC1(CCCC(=O)N2CCc3ccc(S(=O)(=O)NC)cc32)N=N1
C#CCCC1(CC(=O)N2C(C(=O)O)CCC23CCC3)N=N1
C#CCCC1(CCC(=O)NCCOc2ccnc(NC(=O)OC(C)(C)C)c2)N=N1
C#CCCCC1(CCCC(=O)NC(C)CCN(C)C)N=N1
C#CCCC1(CCC(=O)NC2CCOC(C(=O)OCC)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(c3nnc4cc(C)ccn34)CC2)N=N1
C#CCCC1(CCCNC(=O)c2cccnc2C)N=N1
C#CCCC1(CCCNC(=O)c2ccc(OC)c(Cl)c2OC)N=N1
C#CCCC1(CCCNC(=O)C2N(C(=O)OC(C)(C)C)CCC2(C)C)N=N1
C#CCCC1(CCC(=O)N2CCC3(CCCC3N)CC2)N=N1
C#CCCC1(CCC(=O)N2CCN(C(=O)OC(C)(C)C)CC23CCCCC3)N=N1
C#CCCC1(CCC(=O)N2CCCCCC2C(C)C)N=N1
C#CCCC1(CC(=O)N(CC(C)O)c2ccccc2)N=N1
C#CCCC1(CC(=O)N(C)Cc2ccc(F)cc2OC)N=N1
C#CCCC1(CCC(=O)N[C@H]2CC[C@@H](C(=O)OC)C2)N=N1
C#CCCC1(CC(=O)N[C@H]2C[C@H]2NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)N[C@H]2C[C@@H](C(F)C(=O)OC)C2)N=N1
C#CCCC1(CC(=O)N2CCN(CC(=O)OC)CC2)N=N1
C#CCCC1(CC(=O)OCCc2c(C)nn(C)c2C)N=N1
C#CCCC1(CC(=O)NCc2cn(CC)nc2C)N=N1
C#CCCCC1(CCCC(=O)NC[C@@H]2Oc3ccccc3[C@@H]2C)N=N1
C#CCCC1(CCC(=O)N2Cc3ccc(Br)cc3OC(C)C2)N=N1
C#CCCCC1(CCCC(=O)NCCCNS(=O)(=O)CCl)N=N1
C#CCCCC1(CCCC(=O)N2CCC(N3CCc4ccccc43)CC2)N=N1
C#CCCCC1(CCCC(=O)NC2CC(CC)(CC)C2)N=N1
C#CCCC1(CCC(=O)OCc2ncn(C)n2)N=N1
C#CCCC1(CC(=O)NCc2ccc(Oc3cccc(Cl)c3Cl)cc2)N=N1
C#CCCC1(CCC(=O)Nc2cccc(C(=O)N3CCCC(CO)C3)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(N3CCCN(C)CC3)cc2)N=N1
C#CCCC1(CCNC(=O)C2(CC=C)CCCNCC2)N=N1
C#CCCCC1(CCCC(=O)Nc2nc(-c3c[nH]c(C(N)=O)c3)cs2)N=N1
C#CCCC1(CCC(=O)N2CC(C)(C)CCC2C)N=N1
C#CCCC1(CCNC(=O)C2CCN(c3ccccc3)C2=O)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc(NS(=O)(=O)CC)cc2OC)N=N1
C#CCCC1(CCNC(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc2)N=N1
C#CCCC1(CC(=O)N2CCC(C(O)c3nccn3C)CC2)N=N1
C#CCCC1(CCC(=O)N2C[C@@H](C)C[C@H](NC(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2nnc3ncccn23)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CC[C@H](N3CCCCC3)C2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2C[C@H]2C2CN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCC(=O)N2CCC2COC)N=N1
C#CCCC1(CCCNC(=O)CCCCN2CCCCC2)N=N1
C#CCCCC1(CCCC(=O)NCC2CCC3(CO2)CN(C(=O)OC(C)(C)C)C3)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(NC(=O)C(N)=O)c2)N=N1
C#CCCC1(CC(=O)Nc2ccc(CNC(=O)c3ccc(C(F)(F)F)cc3)cc2)N=N1
C#CCCC1(CC(=O)NNC(=O)c2ccn[nH]2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2CCC)N=N1
C#CCCC1(CCOC(=O)[C@@H]2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)N=N1
C#CCCC1(CCNC(=O)c2c(C)nsc2I)N=N1
C#CCCC1(CCNC(=O)C2CC(O)(CNC(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CC(=O)OCC(C)(C(=O)OC)c2ccccc2)N=N1
C#CCCC1(CCNC(=O)CCc2nc3c([nH]2)c(=O)[nH]c(=O)n3C)N=N1
C#CCCC1(CCC(=O)NC2CCCN(c3ccc(OC(F)F)cc3)C2)N=N1
C#CCCC1(CCC(=O)N2CCN([C@@H]3CCNC3)CC2)N=N1
C#CCCC1(CC(=O)NCC(c2ccc(C(F)(F)F)cc2)N2CCOCC2)N=N1
C#CCCC1(CC(=O)Nc2ccc(CN(C)[C@H](C)C(C)(C)C)cc2)N=N1
C#CCCC1(CC(=O)OCc2csc(C(F)(F)C(F)(F)F)c2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(F)nc2F)N=N1
C#CCCCC1(CCCC(=O)NC(CCC#C)c2ccccc2)N=N1
C#CCCC1(CC(=O)NC(C)CCc2ccc3c(c2)OCO3)N=N1
C#CCCC1(CCCNC(=O)Cc2c(F)cccc2OC)N=N1
C#CCCC1(CCNC(=O)C2(Oc3ccccc3)CC2)N=N1
C#CCCC1(CCNC(=O)c2n[nH]c3cccc(OC)c23)N=N1
C#CCCC1(CCC(=O)N(C)Cc2ccoc2)N=N1
C#CCCC1(CC(=O)N2CCC(c3ccccc3C#N)C2)N=N1
C#CCCC1(CCNC(=O)C2CCc3nnn(CC(C)C)c3C2)N=N1
C#CCCC1(CCC(=O)N2CC(C(=O)OC)Oc3cc(F)ccc32)N=N1
C#CCCC1(CCCNC(=O)c2sc(N)cc2C)N=N1
C#CCCC1(CCCNC(=O)C2CCCCC2)N=N1
C#CCCC1(CCNC(=O)c2ccc3c(c2)CCCCN3)N=N1
C#CCCC1(CCC(=O)N2C[C@@H]3CCCC[C@@]32C)N=N1
C#CCCC1(CC(=O)NCc2cccc(-c3nc(CCC)no3)c2)N=N1
C#CCCC1(CC(=O)OCc2ccc(OCOCC)cc2)N=N1
C#CCCC1(CCC(=O)N[C@@H]2C[C@@H](O)[C@@H](O)C[C@@H]2C(=O)O)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C(=O)OC(C)C)[C@@H](C)CC)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)Cc2c(F)cccc2Cl)N=N1
C#CCCC1(CCC(=O)N(C)C2(C)CCCCC2)N=N1
C#CCCC1(CCSc2nc3ccc(Cl)cc3o2)N=N1
C#CCCC1(CCC(=O)NC2CCn3ccnc3C2)N=N1
C#CCCC1(CC(=O)N(Cc2sc(N3CCOCC3)nc2C)CC2CN(C)CCO2)N=N1
C#CCCCC1(CCCC(=O)Oc2ccc(Cl)cc2C)N=N1
C#CCCC1(CCCNC(=O)C2CC3(CCN2C(=O)OC(C)(C)C)CC3)N=N1
C#CCCCC1(CCCC(=O)N(C2CCC2)C2CNC2)N=N1
C#CCCC1(CCCNC(=O)c2nn3ccccc3c2Br)N=N1
C#CCCC1(CC(=O)OC2CCCN(CCS(=O)(=O)c3ccc(Br)cc3)C2)N=N1
C#CCCC1(CCC(=O)NCCC23CC4CC(CC(C4)C2)C3)N=N1
C#CCCC1(CCC(=O)NCc2c(F)cccc2OC(F)F)N=N1
C#CCCCC1(CCCC(=O)NNC(=O)c2ccncc2F)N=N1
C#CCCC1(CC(=O)NCc2ccc(OC)c(OCC#C)c2)N=N1
C#CCCC1(CC(=O)Nc2ccc3nc(N)nc(N)c3c2)N=N1
C#CCCC1(CCC(=O)O[C@@H]2C=C[C@H]3OC(C)(C)O[C@@H]23)N=N1
C#CCCC1(CC(=O)N2CCCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCOC(=O)C2=Cc3cc(OCC)ccc3OC2)N=N1
C#CCCC1(CC(=O)N2CCC23CCCOC3)N=N1
C#CCCC1(CC(=O)NNc2ccc(Br)cc2C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(N(C)C)c2)N=N1
C#CCCC1(CCNC(=O)c2cc(-c3cccc(Br)c3)no2)N=N1
C#CCCC1(CCOC(=O)COc2ccc3oc4ccccc4c3c2)N=N1
C#CCCC1(CCC(=O)N2CC(F)(C(=O)O)C(C)(C(F)(F)F)C2)N=N1
C#CCCC1(CCC(=O)NCCc2nnc(S)n2C(C)C)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(OCC)c(Br)c2)N=N1
C#CCCC1(CCNC(=O)C2CN(Cc3ccccc3)CC2NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)N(C)c2cc(C)ccc2OC)N=N1
C#CCCC1(CCC(=O)NC2CCCN(c3cc(=O)n(C)c(=O)[nH]3)C2)N=N1
C#CCCC1(CCNC(=O)C2CNC(=O)CC23CCC3)N=N1
C#CCCCC1(CCCC(=O)N2CCCC(S(=O)(=O)Nc3ccccc3)C2)N=N1
C#CCCC1(CC(=O)N2CCCC(Nc3ccc(N)nc3)CC2)N=N1
C#CCCC1(CC(=O)N2CCN(C(=O)Nc3ccc(Cl)cc3)CC2)N=N1
C#CCCC1(CC(=O)N[C@@H](C)c2cccc(Br)c2)N=N1
C#CCCC1(CCC(=O)NCCCc2ccc(O)cc2)N=N1
C#CCCCC1(CCCC(=O)N(CCC=C)CC(=O)O)N=N1
C#CCCC1(CC(=O)NCC(C)N2CCc3sccc3C2)N=N1
C#CCCC1(CCCNC(=O)c2cn(-c3ccccc3)nc2-c2ccncc2)N=N1
C#CCCC1(CC(=O)OCc2ccc(OCc3cccs3)cc2)N=N1
C#CCCC1(CCSc2nc3sc(CC)cc3c(=O)n2-c2ccccc2)N=N1
C#CCCC1(CC(=O)N2[C@H]3C[C@@H]4CC[C@@]3(CS2(=O)=O)C4(C)C)N=N1
C#CCCC1(CCOC(=O)c2c(CC)nc3ccc(Br)cn23)N=N1
C#CCCCC1(CCCC(=O)N2C(C)C(=O)OCC2(C)C)N=N1
C#CCCCC1(CCCC(=O)OC(C)c2ccc(F)cc2OC(F)F)N=N1
C#CCCC1(CCCNC(=O)c2c(CC)nn(C3CCS(=O)(=O)C3)c2Cl)N=N1
C#CCCC1(CCNC(=O)c2cccc(C(F)F)c2Cl)N=N1
C#CCCC1(CCNC(=O)c2cc3scc(C)c3[nH]2)N=N1
C#CCCC1(CCCNC(=O)c2cc3c(Br)cncc3s2)N=N1
C#CCCC1(CCC(=O)N2CCC(Oc3cccc(C#N)c3)CC2)N=N1
C#CCCCC1(CCCC(=O)NCCc2nccn2C)N=N1
C#CCCC1(CC(=O)N(C)CC2(O)CCNC2)N=N1
C#CCCC1(CC(=O)N2c3ccccc3CC2CC(=O)O)N=N1
C#CCCC1(CCC(=O)NCCOc2ccc(C(=O)O)cc2)N=N1
C#CCCC1(CCOC(=O)C(C)CCCC)N=N1
C#CCCC1(CCSc2nnc(-c3ccccc3)n2CC=C)N=N1
C#CCCCC1(CCCC(=O)N2CC(C(C)(C)C)CCC2CO)N=N1
C#CCCC1(CCC(=O)N2CCC(C)(COC)CC2)N=N1
C#CCCC1(CCC(=O)NCCc2cccc(C)c2)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C)c2oc3ccccc3c2C)N=N1
C#CCCC1(CCC(=O)N(C)Cc2cc(F)cc(F)c2)N=N1
C#CCCC1(CC(=O)NCc2nc(CN(C)C)cs2)N=N1
C#CCCC1(CCOC(=O)CCCC2CCN(C(=O)OC(C)(C)C)CC2)N=N1
C#CCCC1(CCNC(=O)C2(C(F)(F)F)CCCCC2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3[nH]c(C(=O)O)cc3c2)N=N1
C#CCCC1(CCOC(=O)C2CC(C3CN(C(=O)OC(C)(C)C)C3)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCCc3cc(O)ccc32)N=N1
C#CCCCC1(CCCC(=O)N2CC(c3ncnc4ccccc34)C2)N=N1
C#CCCC1(CCC(=O)N2CC(O)(C(F)(F)F)c3cccnc32)N=N1
C#CCCC1(CCC(=O)N2CC(CC(=O)O)c3cc(Br)ccc32)N=N1
C#CCCC1(CC(=O)NC(CCc2c[nH]nc2C(F)(F)F)C(=O)O)N=N1
C#CCCCC1(CCCC(=O)NC(C)Cc2c[nH]c3ccc(O)cc23)N=N1
C#CCCC1(CCC(=O)NC(C)C(C)S(C)(=O)=O)N=N1
C#CCCC1(CCCNC(=O)c2cc(C)ccc2[N+](=O)[O-])N=N1
C#CCCC1(CCC(=O)N2CC(C(=O)OC)Cc3ccccc32)N=N1
C#CCCCC1(CCCC(=O)N2CC=C(c3cccc4ccccc34)C2)N=N1
C#CCCC1(CC(=O)N[C@@H]2CN(CC(F)(F)F)C[C@H]2c2ccccc2)N=N1
C#CCCC1(CCNC(=O)c2cc(-c3csc(C)n3)c[nH]2)N=N1
C#CCCCC1(CCCC(=O)N2CCSCC2c2ccc(C)o2)N=N1
C#CCCCC1(CCCC(=O)NNC(=O)C2CC2(F)F)N=N1
C#CCCC1(CC(=O)Nc2ccc(C(=O)N3CCOCC3)c(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)N(C)c2ccc(N(C)C)cc2)N=N1
C#CCCC1(CCNC(=O)C(F)(CC)C(=O)O)N=N1
