C#CCCC1(CCOC(=O)C2CC2C2CC2C)N=N1
C#CCCC1(CCCNC(=O)C(N)c2ccc(OC)c(OC)c2)N=N1
C#CCCC1(CCC(=O)O[C@H]2CCCc3ccc(C(C)C)cc32)N=N1
C#CCCCC1(CCCC(=O)NC2(C3CCCc4ccccc43)CC2)N=N1
C#CCCCC1(CCCC(=O)N2CCN(CCC(F)(F)F)CC2)N=N1
C#CCCC1(CCNC(=O)c2ccc3c(c2)CCN3C(=O)C(C)(C)C)N=N1
C#CCCC1(CCC(=O)N2CCCCCCCCCC2)N=N1
C#CCCC1(CC(=O)N2CCN(C(=O)OCCC)CC2)N=N1
C#CCCC1(CCOC(=O)C2CCC(=O)N(Cc3ccccc3)C2)N=N1
C#CCCC1(CCC(=O)N(C)CCS)N=N1
C#CCCCC1(CCCC(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(Br)c(O)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCOC(Cn3cc(C)cn3)C2)N=N1
C#CCCC1(CCNC(=O)Cc2cccc3sccc23)N=N1
C#CCCCC1(CCCC(=O)N(Cc2nccn2C)C2CC23CCN(C(=O)OC(C)(C)C)CC3)N=N1
C#CCCC1(CCNC(=O)c2cccc(-c3nnc(CCOC)o3)c2)N=N1
C#CCCC1(CCC(=O)NCc2cn(C[C@H](C)NC(=O)CCC3(CCC#C)N=N3)nn2)N=N1
C#CCCC1(CCCNC(=O)C2CNC(=O)c3ccccc32)N=N1
C#CCCCC1(CCCC(=O)N2CCC[C@H](OCc3ccccc3F)C2)N=N1
C#CCCCC1(CCCC(=O)NCC=Cc2cccnc2)N=N1
C#CCCC1(CCNC(=O)Cn2cn[nH]c2=O)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(F)nc2F)N=N1
C#CCCC1(CCC(=O)NCC2CCS2)N=N1
C#CCCC1(CCC(=O)N2CCN(c3nccnc3C#N)CC2C)N=N1
C#CCCC1(CCC(=O)N2CC[C@H](CN)C[C@H]2C)N=N1
C#CCCC1(CC(=O)N(CCF)C2CCCN(C(=O)OC(C)(C)C)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC3(C2)CN(C(=O)OC(C)(C)C)C3)N=N1
C#CCCCC1(CCCC(=O)N2CC[C@@H](O)C2)N=N1
C#CCCC1(CCCNC(=O)C2CCc3nc(C)cn3C2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccccc2CN2C(=O)CCC2=O)N=N1
C#CCCCC1(CCCC(=O)O[C@@H]2C=C[C@H]3OC(C)(C)O[C@@H]23)N=N1
C#CCCC1(CC(=O)Nc2nc(-c3ccc(NC(C)=O)cc3F)cs2)N=N1
C#CCCCC1(CCCC(=O)NC(CC(F)(F)F)C(=O)OCc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2nncn2CC)N=N1
C#CCCCC1(CCCC(=O)N(C)CC2(C)CCCO2)N=N1
C#CCCC1(CCOC(=O)c2ccc(Oc3cccc(Br)c3)cc2)N=N1
C#CCCC1(CCNS(=O)(=O)c2c(C)ccc(C)c2[N+](=O)[O-])N=N1
C#CCCC1(CCOC(=O)c2cccnc2SC(F)(F)F)N=N1
C#CCCC1(CCC(=O)NC(Cc2cc(Cl)sc2Cl)C(=O)OC)N=N1
C#CCCC1(CCCNC(=O)c2cnc(C(F)(F)F)nc2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(OCC(F)(F)F)cn2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnn(CCS(=O)(=O)CC)c2)N=N1
C#CCCC1(CCCNC(=O)C(C)COCC)N=N1
C#CCCC1(CCCNC(=O)C23CCCCCC2NCC3)N=N1
C#CCCC1(CCOC(=O)C(C)Oc2ccc(C)cc2C)N=N1
C#CCCC1(CCOC(=O)C2CCCN2C(C)C)N=N1
C#CCCC1(CCC(=O)NC(c2nccn2C)C(C)C)N=N1
C#CCCC1(CCCNC(=O)[C@@H]2CNC[C@H]2CC(C)C)N=N1
C#CCCC1(CC(=O)N2C[C@@H]3CC[C@]3(OC)C2)N=N1
C#CCCC1(CCC(=O)NCCCN2CC[C@@H](O)C2)N=N1
C#CCCC1(CCCNC(=O)c2c(S)nc(=O)[nH]c2C)N=N1
C#CCCC1(CC(=O)Nc2cccc(-n3ncc(C(=O)O)c3C)c2)N=N1
C#CCCC1(CCC(=O)NCC(C)COCC2CC2)N=N1
C#CCCC1(CCC(=O)NCc2cc(C(=O)OC)c(C)o2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(N3CCCCC3)c(C(=O)O)c2)N=N1
C#CCCC1(CC(=O)N2Cc3ccccc3C(C(F)(F)F)C2)N=N1
C#CCCC1(CC(=O)C(C#N)C(=O)N(C)Cc2ccccc2)N=N1
C#CCCC1(CCC(=O)NCc2cnc(C)c(O)c2CO)N=N1
C#CCCC1(CC(=O)NCCNc2ncnc3ccccc23)N=N1
C#CCCC1(CCC(=O)Nc2ccc(-n3nc(C)cc3C)c(OC)c2)N=N1
C#CCCC1(CCC(=O)NCc2ccc(C[S+](C)[O-])cc2)N=N1
C#CCCC1(CCOC(=O)c2cnc(OCC)c(Cl)c2)N=N1
C#CCCC1(CCOC(=O)c2cc(Br)sc2C)N=N1
C#CCCCC1(CCCC(=O)NCCn2cnc(C(=O)O)c2)N=N1
C#CCCC1(CCNC(=O)c2cccc(NC(=O)C3CCCO3)c2)N=N1
C#CCCC1(CC(=O)NC(COC)C(F)(F)F)N=N1
C#CCCC1(CCC(=O)Nc2cc(C(=O)O)cc(O)c2I)N=N1
C#CCCC1(CCC(=O)NC(C)c2nnnn2-c2c(C)cccc2C)N=N1
C#CCCC1(CCC(=O)Nc2cnn(CC3CCCN3)c2)N=N1
C#CCCC1(CCC(=O)NC2CCC(C)(N3CCOCC3)CC2)N=N1
C#CCCC1(CCOC(=O)CSCC(=O)N(C)c2ccccc2)N=N1
C#CCCC1(CCNC(=O)C(C(C)C)C(C)C)N=N1
C#CCCC1(CCCNC(=O)c2ccc(Oc3ccccc3C(C)C)cc2)N=N1
C#CCCC1(CCCNC(=O)c2cncn2C(C)C)N=N1
C#CCCC1(CCC(=O)N[C@H](C)c2ccc(OC)c(OC)c2)N=N1
C#CCCC1(CC(=O)N2CCCC2c2cc(C)cc(Br)c2)N=N1
C#CCCCC1(CCCC(=O)OCc2cc3ccccc3n(C)c2=O)N=N1
C#CCCC1(CCCNC(=O)N2CCC(C)C2)N=N1
C#CCCC1(CCC(=O)NCCc2nccs2)N=N1
C#CCCC1(CCC(=O)NCc2cccc(-c3ccccc3)c2)N=N1
C#CCCCC1(CCCC(=O)N2C[C@H](OC)C[C@H]2c2ncn[nH]2)N=N1
C#CCCCC1(CCCC(=O)OC(C)c2nc(-c3cccc(F)c3)no2)N=N1
C#CCCC1(CCNC(=O)c2sc(-c3ccc(C)cc3)nc2C)N=N1
C#CCCC1(CCNC(=O)c2ccc(C(C)(F)F)[nH]c2=O)N=N1
C#CCCC1(CCCNC(=O)C(NC(=O)OC(C)(C)C)C(C)SC)N=N1
C#CCCC1(CC(=O)NCc2ccc(C)c(C)n2)N=N1
C#CCCCC1(CCCC(=O)N(C(C)CO)C2CCCC2S(C)(=O)=O)N=N1
C#CCCC1(CC(=O)NCCCc2nc3cccnc3[nH]2)N=N1
C#CCCCC1(CCCC(=O)NCC(=O)NC2CCCC2)N=N1
C#CCCCC1(CCCC(=O)N2CC3CCOCC3(NC(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCNC(=O)C2(CC)CCN(C(=O)c3ccccc3)CC2)N=N1
C#CCCC1(CCCNC(=O)[C@H](C)CN)N=N1
C#CCCCC1(CCCC(=O)NCC23CC4CC(CC(C)(C4)C2)C3)N=N1
C#CCCC1(CC(=O)OCc2cc3c(Cl)cccc3[nH]2)N=N1
C#CCCC1(CC(=O)N(CCOCCO)CCN(C)C)N=N1
C#CCCC1(CC(=O)NCCOc2ncccc2C(F)(F)F)N=N1
C#CCCC1(CCC(=O)C(C#N)c2nc(C34CC5CC(CC(C5)C3)C4)cs2)N=N1
C#CCCC1(CCC(=O)N[C@H]2CCC=CCC[C@H]2C(=O)O)N=N1
C#CCCC1(CCCNC(=O)c2ccn(COC)n2)N=N1
C#CCCC1(CC(=O)NCCc2ncc[nH]2)N=N1
C#CCCC1(CCOC(=O)c2cc3nc(Cl)ccc3o2)N=N1
C#CCCC1(CC(=O)OCc2cn(C3CCN(C(=O)OC(C)(C)C)C3)nn2)N=N1
C#CCCC1(CCCNC(=O)CCC(CC)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCOC(=O)[C@@H](C)OC)N=N1
C#CCCC1(CCC(=O)N2CCCC3(CN(C)CCN3C)C2)N=N1
C#CCCC1(CCNC(=O)c2ncsc2Nc2ccc(C)cc2)N=N1
C#CCCC1(CC(=O)OCC23CCC(CC2)C3(C)C)N=N1
C#CCCC1(CCCNC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)N=N1
C#CCCC1(CC(=O)N2CC3(CCCC3)CC2CO)N=N1
C#CCCC1(CC(=O)NCC(CO)c2ccc(F)cc2F)N=N1
C#CCCC1(CC(=O)OCCc2cscn2)N=N1
C#CCCC1(CC(=O)OCCCC=C(C)C)N=N1
C#CCCCC1(CCCC(=O)NC(COc2ccccc2)c2ccccc2)N=N1
C#CCCC1(CCNC(=O)COCC(=O)O)N=N1
C#CCCC1(CCC(=O)N2CCN(S(=O)(=O)c3cc(C(F)(F)F)ccc3Cl)CC2)N=N1
C#CCCC1(CCNC(=O)C2CC23CC(OCC)C3)N=N1
C#CCCC1(CCC(=O)N2CCCC2c2ncc(OC)c(=O)[nH]2)N=N1
C#CCCC1(CC(=O)Nc2ccc(F)cc2NC2CC2)N=N1
C#CCCCC1(CCCC(=O)NCCC(O)C2CCC2)N=N1
C#CCCC1(CC(=O)Oc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)N=N1
C#CCCCC1(CCCC(=O)OC(C)c2nccc3ccccc23)N=N1
C#CCCC1(CC(=O)Oc2ccc(NC(=O)CC)cc2)N=N1
C#CCCCC1(CCCC(=O)NCC(C)C(=O)OC(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)c2ccc3sc(=O)[nH]c3c2)N=N1
C#CCCC1(CCC(=O)NCCCN2CCCOCC2)N=N1
C#CCCC1(CC(=O)NCCN(C)S(=O)(=O)c2cccs2)N=N1
C#CCCC1(CCCNC(=O)C(CP(C)(C)=O)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCCNC(=O)Cc2ccc(C(N)=O)cc2)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CC[C@@H](O)CNC2)N=N1
C#CCCC1(CC(=O)NCc2occc2C(=O)O)N=N1
C#CCCC1(CCC(=O)N[C@@H](CCC)C(F)(F)F)N=N1
C#CCCC1(CC(=O)NCc2ccccc2CC)N=N1
C#CCCC1(CCNC(=O)c2cc(Cl)cc(C(F)F)c2)N=N1
C#CCCC1(CCC(=O)N2CC34CCCC3(C2)C4)N=N1
C#CCCCC1(CCCC(=O)N2CCCN(CC3CCC3)CC2)N=N1
C#CCCC1(CCC(=O)NCCCNC(=O)c2ccc(Br)cc2)N=N1
C#CCCC1(CCCNC(=O)CC2CC3CCC(C2)N3C)N=N1
C#CCCC1(CCOC(=O)C[C@H](NC(=O)OC(C)(C)C)c2ccc(OC)cc2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(-c3cc(C)ccc3F)n[nH]2)N=N1
C#CCCC1(CCSc2nnc(CCC)o2)N=N1
C#CCCC1(CCC(=O)N[C@]23CCC[C@H](C[C@H]2CO)C3)N=N1
C#CCCC1(CCC(=O)N2CCCN(CC=C)CC2)N=N1
C#CCCC1(CC(=O)NNC(=O)[C@H]2OCC[C@H]2C)N=N1
C#CCCC1(CCCNC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])o2)N=N1
C#CCCCC1(CCCC(=O)N(C)Cc2nc3ccccc3c(=O)[nH]2)N=N1
C#CCCC1(CCCNC(=O)c2cn(C(C)C)nc2C2CC2)N=N1
C#CCCC1(CCC(=O)NC(C)c2noc(C(F)(F)F)n2)N=N1
C#CCCC1(CCC(=O)NCCOc2cccc(C(=O)O)c2)N=N1
C#CCCC1(CCCNS(=O)(=O)CCC(C)(C)C(F)(F)F)N=N1
C#CCCC1(CCC(=O)Nc2ccc(C(C)C)c(C(F)(F)F)c2)N=N1
C#CCCC1(CCC(=O)NC(C)C(c2ccccc2)N(C)C)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(-c3cccc(C#N)c3)[nH]n2)N=N1
C#CCCC1(CC(=O)N2CCC(OCc3ccccc3)CC2)N=N1
C#CCCCC1(CCCC(=O)N2C[C@H](C(F)(F)F)OC[C@H]2CC(=O)OC)N=N1
C#CCCC1(CCCNC(=O)c2nc(C)n(C)n2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)N2CCC(C(=O)OC)CC2)N=N1
C#CCCC1(CC(=O)Nc2ccc(OCC(F)(F)F)c(F)c2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cnc(OC)cc2C)N=N1
C#CCCC1(CCC(=O)OC2COc3c(Br)cc(OC)cc32)N=N1
C#CCCC1(CCC(=O)NC2CCc3nc(N)ncc3C2)N=N1
C#CCCC1(CCC(=O)NNC(=O)C2(NC(=O)OC(C)(C)C)CCC2)N=N1
C#CCCC1(CCNC(=O)c2cccc3cnsc23)N=N1
C#CCCC1(CCC(=O)Nc2ccc3c(ccn3CC)c2)N=N1
C#CCCC1(CC(=O)NCCc2nc(-c3ccncc3)cs2)N=N1
C#CCCC1(CC(=O)NNC(=O)c2ccc(COc3ccc(Cl)cc3)cc2)N=N1
C#CCCC1(CCC(=O)OCCCCCCC(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)NC2CCCCCC2(F)F)N=N1
C#CCCCC1(CCCC(=O)NCc2c(Cl)cccc2Cl)N=N1
C#CCCC1(CC(=O)Nc2cc(F)c(C(F)(F)F)c(F)c2)N=N1
C#CCCC1(CCCNC(=O)Cc2ccc(C)c(F)c2F)N=N1
C#CCCC1(CCC(=O)N2CCC(COC(F)F)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnccc2C(C)C)N=N1
C#CCCC1(CCC(=O)N2CCCC23CCOC3=O)N=N1
C#CCCC1(CCOC(=O)CCc2ccc(F)cc2)N=N1
C#CCCC1(CCC(=O)NC(c2ccc(F)cc2)c2ccn(C)n2)N=N1
C#CCCC1(CCC(=O)NC(C(=O)O)c2ccnn2C)N=N1
C#CCCC1(CCC(=O)OCc2cc(C3CC3)n[nH]2)N=N1
C#CCCC1(CCOC(=O)c2c(-c3ccccc3)nc3ncccn23)N=N1
C#CCCC1(CCOC(=O)c2cc(C)n(-c3ccc(F)cc3F)n2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3c(c2OC)CCS3(=O)=O)N=N1
C#CCCC1(CC(=O)N2CC(CC)(c3ccccc3)C2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(C(F)(F)F)c(O)c2)N=N1
C#CCCCC1(CCCC(=O)NCCc2cccc3c2OC(C)(C)C3)N=N1
C#CCCC1(CC(=O)OC(c2c(C)nn(-c3ccccc3)c2C)C(F)(F)F)N=N1
C#CCCC1(CCNC(=O)C#Cc2ccc(C(=O)OC)cc2)N=N1
C#CCCC1(CCOC(=O)CCC(=O)c2ccc(OC)c(F)c2)N=N1
C#CCCCC1(CCCC(=O)N(C)C(COC)c2ccc(Cl)cc2)N=N1
C#CCCC1(CCCNC(=O)c2c(Cl)ccc(Cl)c2OC)N=N1
C#CCCC1(CC(=O)NC2(c3ccc(C#N)cc3)CCOCC2)N=N1
C#CCCCC1(CCCC(=O)N(CC(=O)OC(C)(C)C)CC2CC2)N=N1
C#CCCCC1(CCCC(=O)OCc2cc(C)ccc2F)N=N1
C#CCCCC1(CCCC(=O)NC(C(=O)OC)C2CCS(=O)(=O)C2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)Cc2cc(C)ccc2F)N=N1
C#CCCC1(CCCNC(=O)N2CCN(C)CC2)N=N1
C#CCCC1(CCOC(=O)CC2CCC(NC(=O)OC(C)(C)C)CC2)N=N1
C#CCCCC1(CCCC(=O)NCc2cccc(OCC(=O)OC)c2)N=N1
C#CCCC1(CCNC(=O)CC2(O)CCCCC2)N=N1
C#CCCC1(CCC(=O)N2CCn3cnc(C(=O)OCC)c3C2)N=N1
C#CCCCC1(CCCC(=O)Nc2cn3cccnc3n2)N=N1
C#CCCC1(CCC(=O)NC(CCN(C)C)c2cccnc2)N=N1
C#CCCC1(CC(=O)OCCC2(C(F)(F)F)CCC2)N=N1
C#CCCC1(CCC(=O)NCc2conc2C(C)C)N=N1
C#CCCC1(CC(=O)NC(Cc2ccccc2)c2cc(Cl)cc(Cl)c2)N=N1
C#CCCC1(CC(=O)NCc2cc(C(F)(F)F)ccc2Cl)N=N1
C#CCCC1(CCC(=O)N2CCC[C@H]2Cc2nccn2C)N=N1
C#CCCC1(CCOC(=O)CCOCCOC(C)(C)C)N=N1
C#CCCC1(CCC(=O)OCC2=CN(C(=O)OC(C)(C)C)CCC2)N=N1
C#CCCC1(CCCNS(=O)(=O)N2CCC[C@H]2C(=O)OC)N=N1
C#CCCC1(CC(=O)NC(CCO)c2ccccc2)N=N1
C#CCCC1(CCC(=O)NNc2nnc(-c3ccccn3)s2)N=N1
C#CCCC1(CCSc2nc3sc(C)c(C)c3c(=O)n2CC=C)N=N1
C#CCCC1(CC(=O)NCCc2ccccc2C)N=N1
C#CCCC1(CC(=O)NCCc2c[nH]c3cc(Br)ccc23)N=N1
C#CCCC1(CCC(=O)NC2(C(C)C)CC2)N=N1
C#CCCC1(CC(=O)N[C@@H](CO)C(=O)NCCCCO)N=N1
C#CCCC1(CCC(=O)N2CCN(C(=O)CN3C(=O)CCC3=O)CC2)N=N1
C#CCCC1(CCNC(=O)c2cc(N3CCCCC3)ccn2)N=N1
C#CCCC1(CCOC(=O)C=Cc2cc(C(F)(F)F)ccc2Cl)N=N1
C#CCCC1(CCNC(=O)C2CCC3(CCC3)CO2)N=N1
C#CCCC1(CC(=O)N2CC(=C)C2)N=N1
C#CCCC1(CC(=O)NC2(c3nccs3)CCCCC2)N=N1
C#CCCC1(CCNC(=O)Cc2cc(F)c(OC)cc2C)N=N1
C#CCCC1(CCCNC(=O)CN(C)C(=O)COC)N=N1
C#CCCCC1(CCCC(=O)N(C)[C@H](C)CCO)N=N1
C#CCCC1(CCNC(=O)c2ccc([N+](=O)[O-])c(C#N)c2)N=N1
C#CCCC1(CC(=O)N2CCC(CCCN3CCN(C(=O)OC(C)(C)C)CC3)CC2)N=N1
C#CCCCC1(CCCC(=O)NC(C)(C)c2ncc(OC)c(=O)[nH]2)N=N1
C#CCCC1(CCNC(=O)c2[nH]c3cc(F)ccc3c2C)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(N3CC(C)(C)C3)cc2)N=N1
C#CCCCC1(CCCC(=O)Nc2cnn(CC(F)(F)F)c2C)N=N1
C#CCCC1(CC(=O)NC2COCC2C)N=N1
C#CCCCC1(CCCC(=O)OC(CC#C)C2CC2)N=N1
C#CCCC1(CCNC(=O)C2(C)CCCOC2)N=N1
C#CCCC1(CCCNC(=O)c2cnn(-c3ccc(F)cc3)c2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccccc2S(=O)(=O)NCC)N=N1
C#CCCC1(CCC(=O)NNc2ccc(I)cc2)N=N1
C#CCCC1(CCC(=O)N2CCC[C@H](C(N)=O)C2)N=N1
C#CCCCC1(CCCC(=O)N(C)CC(C)(C)CO)N=N1
C#CCCC1(CCCNC(=O)c2ccc3c(c2)S(=O)(=O)N(C2CC2)C3=O)N=N1
C#CCCC1(CCCNC(=O)c2nnn(Cc3ccc(F)cc3F)c2C)N=N1
C#CCCC1(CCC(=O)N[C@H](CCSC)C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)NC(C)(C(=O)O)C2CCC2)N=N1
C#CCCC1(CC(=O)OC(c2ccc(C#C)cc2)C(F)(F)F)N=N1
C#CCCC1(CCC(=O)OCc2ncoc2C)N=N1
C#CCCC1(CC(=O)NC(C)(CC(=O)OC)c2ccncc2)N=N1
C#CCCC1(CCCNC(=O)C(OCC)C2CCC2)N=N1
C#CCCC1(CCC(=O)NCC23CCC(CO)(CC2)CO3)N=N1
C#CCCC1(CCNC(=O)c2ccc(Cl)cc2C(F)(F)F)N=N1
