C#CCCC1(CCNC(=O)Cn2cc(C3(O)COC3)nn2)N=N1
C#CCCC1(CCNS(=O)(=O)c2cc3c(cc2Br)NC(=O)CO3)N=N1
C#CCCC1(CCCNC(=O)c2ccc(OC)c(F)c2F)N=N1
C#CCCC1(CCC(=O)N2CCC[C@H]2c2nnc3ccccn23)N=N1
C#CCCC1(CC(=O)N2CCCC(S(C)(=O)=O)C2)N=N1
C#CCCC1(CCC(=O)NCc2cc(CC(C)C)on2)N=N1
C#CCCC1(CC(=O)N[C@@H]2C(=O)NC[C@H]2O)N=N1
C#CCCC1(CCC(=O)N2CCC(c3ccc(F)cc3C)CC2)N=N1
C#CCCC1(CCNS(=O)(=O)CCC(C)(C)C(F)(F)F)N=N1
C#CCCC1(CCCNC(=O)CCn2cnc3ccccc3c2=O)N=N1
C#CCCC1(CCC(=O)N2C[C@@H](OC)C[C@H](OC(C)(C)C)C2)N=N1
C#CCCC1(CCC(=O)NC(CCO)C2CC2)N=N1
C#CCCC1(CCCNC(=O)CCCCN(C)C)N=N1
C#CCCC1(CC(=O)N2CCCC(C)C2C(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)Nc2ccc(CC(C)C(=O)O)cc2)N=N1
C#CCCC1(CCC(=O)NC(C)c2cc3cc(F)ccc3o2)N=N1
C#CCCC1(CCC(=O)N2CCN(C)CC2c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)NCCCC(=O)c2ccc3c(c2)OCO3)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(C)c(N3CCOC3=O)c2)N=N1
C#CCCC1(CCNC(=O)C2CCCN(S(=O)(=O)c3ccc(F)cc3)C2)N=N1
C#CCCC1(CC(=O)NC2CC2(C)c2ccccc2Cl)N=N1
C#CCCC1(CCC(=O)NC(CC(=O)OC(C)C)C(C)C)N=N1
C#CCCC1(CC(=O)OC(c2cnn(-c3ccccc3)c2)C(F)(F)F)N=N1
C#CCCC1(CCOC(=O)c2ccn(C)c2C2CCC2)N=N1
C#CCCC1(CCNC(=O)CCc2nc(-c3ccc(CC)cc3)no2)N=N1
C#CCCCC1(CCCC(=O)NC(Cc2cccc(C)n2)C(=O)OC)N=N1
C#CCCCC1(CCCC(=O)OC2CCCC2=C2CCCC2)N=N1
C#CCCC1(CCNC(=O)c2ccc(CC)s2)N=N1
C#CCCC1(CCC(=O)Nc2ccc(-c3cc(C(F)(F)F)on3)cc2)N=N1
C#CCCCC1(CCCC(=O)NC(CNC(=O)OC(C)(C)C)c2ccccc2F)N=N1
C#CCCC1(CCC(=O)N2CS[C@H](C)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCOCCO2)N=N1
C#CCCCC1(CCCC(=O)OCc2cncn2C)N=N1
C#CCCCC1(CCCC(=O)O[C@@H](C)c2cccc([N+](=O)[O-])c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(N3CCCOC3=O)CC2)N=N1
C#CCCC1(CCCNS(=O)(=O)CCc2ccc(C(F)(F)F)cc2)N=N1
C#CCCC1(CCNC(=O)CCN(C)C(C)=O)N=N1
C#CCCC1(CCOC(=O)c2cnc(N3CC(NC(=O)OC(C)(C)C)C3)nc2)N=N1
C#CCCC1(CC(=O)N[C@H]2COC[C@H]2C)N=N1
C#CCCC1(CCNC(=O)C(CC(C)C)NS(C)(=O)=O)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CNC[C@@H](F)C2)N=N1
C#CCCCC1(CCCC(=O)N2CCOC(c3ccccc3Br)C2)N=N1
C#CCCCC1(CCCC(=O)N2CC(N(C)C(=O)CC)C2)N=N1
C#CCCC1(CC(=O)NCCc2cccc(SC)c2)N=N1
C#CCCC1(CCCNC(=O)C(Oc2ccc(F)cc2Cl)c2ccccc2)N=N1
C#CCCC1(CC(=O)NS(=O)(=O)CCC(C)(C)C2CC2)N=N1
C#CCCCC1(CCCC(=O)Oc2ccc(C(F)(F)F)cc2)N=N1
C#CCCC1(CCC(=O)NC(C)c2ccc(-n3cc(C)cn3)c(F)c2)N=N1
C#CCCCC1(CCCC(=O)OCc2cn(CC(F)(F)c3ccccc3)nn2)N=N1
C#CCCC1(CCC(=O)Oc2ccc(Cl)cc2Cl)N=N1
C#CCCC1(CCC(=O)N2C[C@@H](N)[C@H](C3CC3)C2)N=N1
C#CCCC1(CCC(=O)NC2CCCC3CCCCC32)N=N1
C#CCCC1(CC(=O)NCC2(C(C)(C)O)CNC2)N=N1
C#CCCC1(CCC(=O)N2CC(C3CCCCC3)CCC2C(=O)OC)N=N1
C#CCCC1(CCC(=O)NC2(C#C)CCOCC2)N=N1
C#CCCC1(CC(=O)NC(C)c2cc(F)ccc2N2CCN(C)CC2)N=N1
C#CCCC1(CC(=O)Nc2cccc(Oc3ncc(Br)cn3)c2)N=N1
C#CCCC1(CCCNC(=O)C(CCOCC(F)(F)F)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCOC(=O)Cc2ccccc2F)N=N1
C#CCCCC1(CCCC(=O)N2C[C@H]3[C@@H](C2)[C@@H]2C[C@H]3[C@@H](O)[C@H]2O)N=N1
C#CCCC1(CCC(=O)NCc2ccc(OCC(N)=O)c(OC)c2)N=N1
C#CCCC1(CCC(=O)N2CCSC(CC)(CC)C2)N=N1
C#CCCC1(CCNC(=O)C2CCc3cnn(CC)c3C2)N=N1
C#CCCC1(CCC(=O)NNC(=O)Nc2ccccc2)N=N1
C#CCCC1(CCC(=O)N2CCC(CC)(C(=O)OC)CC2)N=N1
C#CCCC1(CCOC(=O)C2CCc3[nH]ncc3C2C)N=N1
C#CCCC1(CC(=O)OCc2cc3cccc(Br)c3s2)N=N1
C#CCCC1(CCCNS(=O)(=O)C2CCc3cc(Br)ccc3C2)N=N1
C#CCCC1(CCC(=O)N2CCCC2CC(=O)OC)N=N1
C#CCCC1(CCCNS(=O)(=O)c2cc(Cl)cnc2N)N=N1
C#CCCC1(CC(=O)Nc2cnoc2C(C)C)N=N1
C#CCCC1(CC(=O)N[C@H](C)Cc2ccnn2C)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(NC(=O)C3CCCCC3)c2)N=N1
C#CCCC1(CCCNC(=O)c2cc(C)c(C)cc2C)N=N1
C#CCCC1(CCC(=O)NCc2ccc(OC3CCCC3)cc2)N=N1
C#CCCC1(CCC(=O)OCc2cc(I)ccc2F)N=N1
C#CCCC1(CCOC(=O)[C@](C)(Cc2ccc(O)c(O)c2)NC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)N(CCCC)Cc2ccc(OC)cc2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(C(F)(F)F)n3c(SC)nnc23)N=N1
C#CCCC1(CC(=O)NC2(CC)CCOCC2)N=N1
C#CCCC1(CC(=O)NC2CCC3(CC2)CCN(C)CC3)N=N1
C#CCCCC1(CCCC(=O)NC2CN(C)C3(CCOCC3)C2)N=N1
C#CCCC1(CCNC(=O)CCCN2CCC(N)CC2)N=N1
C#CCCC1(CCC(=O)NCC(c2ccccc2Cl)N(C)C)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C)c2nccnc2C)N=N1
C#CCCC1(CC(=O)N2CCc3cc(C(=O)OC)ccc32)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(NC(=O)OCC)cc2)N=N1
C#CCCC1(CCSc2nc3cc(C(=O)CCC)ccc3n2CC)N=N1
C#CCCC1(CCOC(=O)C2(NC(=O)OC(C)(C)C)CC(C(F)F)C2)N=N1
C#CCCC1(CCOC(=O)CC2(CCC#C)N=N2)N=N1
C#CCCCC1(CCCC(=O)N(Cc2ccc(O)cc2)Cc2ccco2)N=N1
C#CCCC1(CCC(=O)N2CC(C)(C)c3ncccc32)N=N1
C#CCCC1(CCC(=O)Nc2ccccc2NS(C)(=O)=O)N=N1
C#CCCC1(CCC(=O)N2CCC3(CCOC(C)C3)C2)N=N1
C#CCCC1(CC(=O)O[C@@H](c2cccc(F)c2F)C(F)F)N=N1
C#CCCC1(CCCNC(=O)c2nc(C)oc2OC)N=N1
C#CCCC1(CCNC(=O)CCNC(=O)c2ccc(C)cc2O)N=N1
C#CCCC1(CCNC(=O)C=Cc2ccc(OCCOc3ccc(F)cc3)c(OCC)c2)N=N1
C#CCCC1(CC(=O)N(C)c2ccccc2OCC)N=N1
C#CCCC1(CCC(=O)N2[C@H](C(=O)OC)CC[C@@H]2C2CCCO2)N=N1
C#CCCC1(CC(=O)Nc2ccc(-n3ccc(=O)[nH]3)cc2)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2ccc(C(=O)OC)s2)N=N1
C#CCCC1(CCC(=O)NCc2c(F)ccc(F)c2F)N=N1
C#CCCC1(CC(=O)N2CC(Cc3ccsc3)C2)N=N1
C#CCCC1(CCCNC(=O)c2c(C)n(C3CC3)c3ccc(OC)cc23)N=N1
C#CCCC1(CCC(=O)NC(CO)c2ccc(OCC(F)F)cc2)N=N1
C#CCCC1(CCC(=O)N2CCn3c(C)cnc3C2)N=N1
C#CCCC1(CCC(=O)N2CC[C@@H](F)[C@H](O)C2)N=N1
C#CCCC1(CCC(=O)N2CCc3nc(C)[nH]c(=O)c3C2)N=N1
C#CCCC1(CCC(=O)Nc2cccc(-c3ccn[nH]3)c2)N=N1
C#CCCC1(CCNC(=O)c2c([N+](=O)[O-])c(C)nn2C)N=N1
C#CCCC1(CC(=O)NCC23CCCC(C)(CO2)C3)N=N1
C#CCCCC1(CCCC(=O)N2CC(N(C)C)C2)N=N1
C#CCCC1(CC(=O)NCc2ccc(O)cc2O)N=N1
C#CCCCC1(CCCC(=O)N2CC[C@H]3[C@@H]2C[C@]3(O)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)NC(c2noc(=O)[nH]2)C(C)(C)C)N=N1
C#CCCC1(CCOC(=O)[C@H](Cc2ccc(C#N)cc2)NC(=O)OC(C)(C)C)N=N1
C#CCCCC1(CCCC(=O)Nc2nc3c(s2)CNCC3)N=N1
C#CCCC1(CCOC(=O)c2cc(-c3cccnc3)n(C)n2)N=N1
C#CCCC1(CCOC(=O)c2cnn3cccc(C)c23)N=N1
C#CCCC1(CCC(=O)Nc2cccc3c2OCCC3O)N=N1
C#CCCC1(CC(=O)N2CCC(CNC(=O)OC(C)(C)C)(C3CCOCC3)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(C)n(C(C)C)n2)N=N1
C#CCCC1(CCCNC(=O)c2ccc(-c3ccc(Cl)s3)cn2)N=N1
C#CCCC1(CCNC(=O)c2cc(NC(C)=O)c[nH]c2=O)N=N1
C#CCCC1(CCC(=O)Nc2cccc3c2CCC3)N=N1
C#CCCCC1(CCCC(=O)Nc2ccccc2NC(C)(C)C)N=N1
C#CCCC1(CC(=O)OCc2ncc(CC)s2)N=N1
C#CCCC1(CCNC(=O)CCc2ccc(Cl)cc2F)N=N1
C#CCCC1(CCC(=O)N=S(C)(=O)CC(C)NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CC(=O)Nc2cc(F)ccc2N(C)C)N=N1
C#CCCC1(CCNS(=O)(=O)CCc2ccc(Cl)nc2)N=N1
C#CCCC1(CC(=O)Nc2cc(F)cc(F)c2CO)N=N1
C#CCCC1(CC(=O)OCCOc2cccc(Br)c2)N=N1
C#CCCC1(CCC(=O)NCC2COC3(CCOCC3)O2)N=N1
C#CCCCC1(CCCC(=O)NCc2c(C)cc(C3CC3)[nH]c2=O)N=N1
C#CCCCC1(CCCC(=O)NCc2conc2C(C)C)N=N1
C#CCCC1(CCC(=O)Nc2cnc3c(F)cccc3c2)N=N1
C#CCCCC1(CCCC(=O)N2CCC(c3cc(=O)[nH]c(=O)[nH]3)C2)N=N1
C#CCCC1(CC(=O)Nc2nc(C3CC(F)(F)C3)cs2)N=N1
C#CCCC1(CCC(=O)OCc2cccc(-c3ccccn3)c2)N=N1
C#CCCCC1(CCCC(=O)NC[C@H](O)C(=O)O)N=N1
C#CCCCC1(CCCC(=O)NCC2CCNC2(C)C)N=N1
C#CCCC1(CCC(=O)N2CC(OCCO)C2)N=N1
C#CCCC1(CCNC(=O)c2cc(C)n(CC(=O)OCC)c2C)N=N1
C#CCCC1(CC(=O)N2[C@H](C)CCC[C@@H]2CNC(=O)C(F)(F)F)N=N1
C#CCCCC1(CCCC(=O)NCCCN(CC)CC)N=N1
C#CCCCC1(CCCC(=O)Nc2ccccc2Oc2cccc(C)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2cc(C)ccc2OCc2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC2c2nccc(N)n2)N=N1
C#CCCC1(CC(=O)NC2CCCCC2C(=O)NC)N=N1
C#CCCC1(CCCNC(=O)c2ccc3ncn(C)c3n2)N=N1
C#CCCC1(CCC(=O)OC2CCC(=O)N(C)C2)N=N1
C#CCCCC1(CCCC(=O)OCc2ccc(C(C)C)nc2CC)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(N3CCCS3(=O)=O)c(F)c2)N=N1
C#CCCC1(CCC(=O)NC(C)(CC)C(N)=O)N=N1
C#CCCC1(CC(=O)NCCN2CCOC2=O)N=N1
C#CCCCC1(CCCC(=O)N2CCC3(CC2)CC(NC(=O)OC(C)(C)C)c2ccccc2O3)N=N1
C#CCCC1(CCNC(=O)c2ccn(-c3cccc(F)c3)n2)N=N1
C#CCCC1(CC(=O)N2C[C@@H](C(N)=O)[C@H](c3ccccc3)C2)N=N1
C#CCCCC1(CCCC(=O)OC2CCC=CCCC2)N=N1
C#CCCC1(CCCNC(=O)c2cccc(NS(=O)(=O)CC)c2)N=N1
C#CCCC1(CCC(=O)NC2(c3ccc(Cl)cc3)CCCC2)N=N1
C#CCCCC1(CCCC(=O)NC2CCCCC2SCC)N=N1
C#CCCC1(CCC(=O)O[C@@H](CC(=O)OC)C(=O)OC)N=N1
C#CCCC1(CCC(=O)Nc2cc(F)cc(Cl)c2)N=N1
C#CCCC1(CCNC(=O)c2csc(-c3ccccc3C)n2)N=N1
C#CCCC1(CCC(=O)OC(c2ccccc2)c2ccc(Cl)cc2)N=N1
C#CCCC1(CCOC(=O)C[C@H]2CCC[C@@H](NC(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CC(=O)NC(c2ccccc2)C2CC2)N=N1
C#CCCC1(CCC(=O)Nc2ccc3c(c2)nc2n3CCCCC2)N=N1
C#CCCC1(CCNC(=O)c2ccc(C)c(S(=O)(=O)N3CCOCC3)c2)N=N1
C#CCCC1(CCCNC(=O)CCC(=O)c2ccc(C)c(C)c2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(Cl)c3cn[nH]c23)N=N1
C#CCCCC1(CCCC(=O)N2CC3CN(C4CCC4)CC3C2)N=N1
C#CCCC1(CC(=O)N2C(C(C)C)CCC2C(C)C)N=N1
C#CCCC1(CC(=O)NC(c2ccc(Cl)cc2)c2ccccc2C(F)(F)F)N=N1
C#CCCC1(CCC(=O)OCCCn2ccccc2=O)N=N1
C#CCCC1(CCCNC(=O)c2sc(-c3ccccc3)nc2-c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)N2[C@H]3CC[C@@H]2C[C@@H](S(C)(=O)=O)C3)N=N1
C#CCCC1(CC(=O)N=[S@@](C)(=O)c2ccccc2)N=N1
C#CCCC1(CCC(=O)Nc2ncc3ccccn23)N=N1
C#CCCC1(CCC(=O)Nc2ccc(C(C#N)c3ccccc3)c(Cl)c2)N=N1
C#CCCC1(CCC(=O)NCc2cccc(S(=O)(=O)NCCOC)c2)N=N1
C#CCCC1(CC(=O)N2CCC[C@@H]2CS(N)(=O)=O)N=N1
C#CCCC1(CCC(=O)N2CCN(c3ccc(F)c(Cl)c3)CC2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2cc(C)ccc2C)N=N1
C#CCCC1(CCC(=O)NOCC2CC(=C)C2)N=N1
C#CCCC1(CCCNC(=O)C2(n3cnnn3)CCOCC2)N=N1
C#CCCCC1(CCCC(=O)N2CCCCC3CC32)N=N1
C#CCCC1(CCNC(=O)[C@@H]2C[C@H]2c2ccccc2Br)N=N1
C#CCCC1(CCC(=O)NC2CCNC(C3CC3)C2)N=N1
C#CCCC1(CCCNC(=O)[C@@H]2CCN[C@H](c3ccccc3)C2)N=N1
C#CCCCC1(CCCC(=O)Nc2cccc(Cn3cccn3)c2)N=N1
C#CCCCC1(CCCC(=O)NCC(=O)Nc2ccccc2F)N=N1
C#CCCC1(CCCNC(=O)C2(C)CCCCN2)N=N1
C#CCCCC1(CCCC(=O)Nc2nn(C)cc2Br)N=N1
C#CCCCC1(CCCC(=O)N[C@H]2CCCC[C@H]2n2cc(C(=O)OC(C)(C)C)nn2)N=N1
C#CCCC1(CCC(=O)N2C[C@H](C)O[C@@H](C)C2)N=N1
C#CCCC1(CCC(=O)NC(c2ccc(C(F)(F)F)cc2)c2cccc(Cl)c2)N=N1
C#CCCCC1(CCCC(=O)NC2CCCN(c3ccc(OC)cc3)C2=O)N=N1
C#CCCC1(CC(=O)N(CC#N)Cc2ccccn2)N=N1
C#CCCCC1(CCCC(=O)NC2CCC(c3cccc(Cl)c3)C2)N=N1
C#CCCC1(CC(=O)N(CC)C2(CO)CCCC2)N=N1
C#CCCCC1(CCCC(=O)NCC2CCCCc3ccccc32)N=N1
C#CCCCC1(CCCC(=O)NNC(=O)C(C)Oc2ccc(C(C)=O)cc2)N=N1
C#CCCC1(CCC(=O)N(CC2CC2)CC(F)(F)F)N=N1
C#CCCC1(CC(=O)NNC(=O)CSc2ccc(Cl)cc2)N=N1
C#CCCC1(CCC(=O)N(C)C2CN(C)C2)N=N1
C#CCCCC1(CCCC(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)OC)N=N1
C#CCCC1(CCCNC(=O)c2cn(C(F)F)c(C)n2)N=N1
C#CCCCC1(CCCC(=O)NCC2(c3ccc(F)cc3F)CCCC2)N=N1
C#CCCC1(CC(=O)Nc2ccc(-c3nccs3)cc2)N=N1
C#CCCC1(CC(=O)OC(C)c2ccc(Br)cc2)N=N1
C#CCCCC1(CCCC(=O)NCC2CCC3(CCN(C(=O)OC(C)(C)C)CC3)O2)N=N1
C#CCCCC1(CCCC(=O)NC2CCC(CN(C)C)CC2)N=N1
C#CCCC1(CCC(=O)NCc2cc(C)ccc2Br)N=N1
C#CCCC1(CCC(=O)N(CC)C(C)c2cc3ccccc3o2)N=N1
C#CCCC1(CCOC(=O)c2cccn2C(C)C)N=N1
C#CCCCC1(CCCC(=O)NS(=O)(=O)c2ccc(Cl)cc2Cl)N=N1
C#CCCC1(CC(=O)NC2(C(N)=O)CCOc3ccccc32)N=N1
C#CCCCC1(CCCC(=O)NC2(C)CCC(=O)N(C)C2)N=N1
C#CCCC1(CCOC(=O)c2ccc(NC(=O)OC)cc2Cl)N=N1
C#CCCC1(CCNC(=O)C2=Cc3cc(OCC)ccc3OC2)N=N1
C#CCCC1(CC(=O)N2CCCN(C3CCCC3)CC2)N=N1
C#CCCC1(CCC(=O)NS(=O)(=O)c2c(Cl)cccc2C(F)(F)F)N=N1
C#CCCC1(CCC(=O)NC(C#C)C2CC2)N=N1
C#CCCCC1(CCCC(=O)NC2CCCN(c3cccc(C)c3)C2=O)N=N1
C#CCCC1(CCCNC(=O)Cc2coc3ccccc23)N=N1
C#CCCC1(CCC(=O)Oc2c(F)c(F)cc(F)c2F)N=N1
C#CCCCC1(CCCC(=O)N2OC3CCC2C3)N=N1
C#CCCCC1(CCCC(=O)NCC(=O)N[C@@H](C(=O)OC)c2ccc(O)cc2)N=N1
C#CCCC1(CCCNC(=O)[C@@H](C)OCCN(C)C)N=N1
C#CCCC1(CC(=O)N2CCC(c3cccc(C)c3C)CC2)N=N1
C#CCCC1(CCCNC(=O)c2c(C)ccc3ncccc23)N=N1
C#CCCCC1(CCCC(=O)OC(c2ccsc2)c2cc(C)n(C)n2)N=N1
C#CCCC1(CCC(=O)Nc2nc(C3CC(O)C3)cs2)N=N1
C#CCCC1(CCCNS(=O)(=O)c2ccc([N+](=O)[O-])c(OC)c2)N=N1
C#CCCC1(CCC(=O)OCc2c(C)cc(C)nc2C)N=N1
C#CCCC1(CCOC(=O)C(C)=Cc2ccccc2Cl)N=N1
C#CCCCC1(CCCC(=O)NCC(O)CCC2CC2)N=N1
C#CCCCC1(CCCC(=O)N2CC(F)(F)C2c2ccccc2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc3c(c2)CC(=O)N3)N=N1
C#CCCC1(CC(=O)N2CCC(OCCCN(C)C)CC2)N=N1
C#CCCC1(CCNS(=O)(=O)c2cc(C(=O)OC)ccc2Br)N=N1
C#CCCC1(CCSc2nc(C)cc(-c3ccccc3)n2)N=N1
C#CCCC1(CCNC(=O)Cc2cnc(C)s2)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(Cl)c(C(=O)NC3CC3)c2)N=N1
C#CCCC1(CCC(=O)OCc2ccccc2SCC(=O)OC)N=N1
C#CCCC1(CCC(=O)N2CCCC(CN3CCC(O)C3)C2)N=N1
C#CCCC1(CCC(=O)NC(Cc2ccc(Cl)cc2)C(C)C)N=N1
C#CCCC1(CCNC(=O)C2=CC=CN3CCS(=O)(=O)N=C23)N=N1
C#CCCCC1(CCCC(=O)N2CC(CC(=O)O)OC(C(F)(F)F)C2)N=N1
C#CCCC1(CC(=O)N(C2CCCC(C)C2)C2CCCC(C)C2)N=N1
C#CCCC1(CCC(=O)NCC(F)(F)CCNC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)NOCC(O)CN2CCCCC2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CCC[C@@H]2NC(=O)OC(C)(C)C)N=N1
C#CCCC1(CCC(=O)NC(C)c2cccc(C)n2)N=N1
C#CCCC1(CCNC(=O)[C@H]2CCCC[C@H]2C(=O)OC)N=N1
C#CCCC1(CCSc2nnc(-c3ccc(Cl)cc3Cl)n2C(C)C)N=N1
C#CCCC1(CCC(=O)OC(C)(Cc2ccccc2OC)C(=O)OC)N=N1
C#CCCC1(CCC(=O)N[C@@H](CO)C(=O)NCCCCO)N=N1
C#CCCC1(CC(=O)Nc2ccc(CS(N)(=O)=O)cc2C)N=N1
C#CCCC1(CCNC(=O)c2csc(-c3csc(C)n3)c2)N=N1
C#CCCC1(CC(=O)NCc2nc3ccccc3n2C)N=N1
C#CCCC1(CCNC(=O)C23CCC(CNC(=O)OC(C)(C)C)(CC2)OC3(C)C)N=N1
C#CCCCC1(CCCC(=O)N2CCCN(C(C)C)CC2)N=N1
C#CCCC1(CC(=O)Nc2cc(C(=O)NCCC(N)=O)ccc2F)N=N1
C#CCCC1(CCCNC(=O)C(C)Oc2ccc(CCC(C)=O)cc2)N=N1
C#CCCC1(CCNC(=O)C2CCCC(C(=O)OC)CC2)N=N1
C#CCCC1(CCC(=O)N2CC3CCOCC3(NC(=O)OC(C)(C)C)C2)N=N1
C#CCCC1(CCC(=O)N(CCCN(C)C)CCC(N)=O)N=N1
C#CCCC1(CCC(=O)N2CC3(CCC3)C2C2CCOCC2)N=N1
C#CCCC1(CCOC(=O)C2CCOCC2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC2c2nc(C(=O)NC3CC3)no2)N=N1
C#CCCCC1(CCCC(=O)N2CCCC2(COC)C(=O)OC)N=N1
C#CCCC1(CCCNC(=O)Cc2cccc(OCCC)c2)N=N1
C#CCCCC1(CCCC(=O)N2CCSC2CO)N=N1
C#CCCC1(CC(=O)NC(C)(C)c2cc(C(=O)OC)on2)N=N1
C#CCCC1(CCC(=O)NCC2(C(=O)O)CCCCC2)N=N1
C#CCCC1(CCC(=O)NCCOc2ncccn2)N=N1
C#CCCCC1(CCCC(=O)N[C@@H]2CCCN(C(C)=O)C2)N=N1
C#CCCC1(CCCNC(=O)C(Cc2ccccc2)OC)N=N1
C#CCCC1(CC(=O)N[C@@H](C)C(=O)NC)N=N1
C#CCCC1(CCCNC(=O)C(C)(C)n2cnc(C)c2)N=N1
C#CCCC1(CCCNC(=O)C(=O)Nc2cc(OC)ccc2OC)N=N1
C#CCCC1(CCNC(=O)C=Cc2c(C)nc3sc(C)cn23)N=N1
C#CCCC1(CC(=O)Nc2nc(CC3CC3)ns2)N=N1
C#CCCC1(CCC(=O)N(C)Cc2cnc(C)cn2)N=N1
C#CCCC1(CCNC(=O)CCc2c(F)cccc2Cl)N=N1
C#CCCCC1(CCCC(=O)Nc2ccc(C#N)cc2OC(C)C)N=N1
C#CCCCC1(CCCC(=O)NC2Cc3ccc(C#N)cc3C2)N=N1
C#CCCCC1(CCCC(=O)NCC(C)c2ccc(C)cc2)N=N1
C#CCCCC1(CCCC(=O)NCc2ncoc2C(F)(F)F)N=N1
C#CCCC1(CCNC(=O)COc2ccc(C(C)C)c(C)c2)N=N1
C#CCCC1(CCCNC(=O)C2CC3CC2C3)N=N1
C#CCCC1(CC(=O)OC2(C#C)CN3CCC2CC3)N=N1
